"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5572"	"spectra.count.P5572"	"dNSAF.P5572"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P27797"	"P27797"	"CALR_HUMAN"	"Calreticulin"	"CALR"	4	4	0.000746849941086834	4	4	0.000945676597737144	0	"positive regulation of phagocytosis;negative regulation of transcription from RNA polymerase II promoter;cellular senescence;response to testosterone stimulus;positive regulation of gene expression;protein N-linked glycosylation via asparagine;protein export from nucleus;antigen processing and presentation of exogenous peptide antigen via MHC class I;protein maturation by protein folding;cellular response to lithium ion;regulation of apoptotic process;protein localization to nucleus;response to drug;negative regulation of intracellular steroid hormone receptor signaling pathway;cardiac muscle cell differentiation;positive regulation of dendritic cell chemotaxis;cell cycle arrest;activation of signaling protein activity involved in unfolded protein response;sequestering of calcium ion;protein stabilization;glucocorticoid receptor signaling pathway;peptide antigen assembly with MHC class I protein complex;negative regulation of neuron differentiation;positive regulation of cell proliferation;spermatogenesis;negative regulation of retinoic acid receptor signaling pathway;negative regulation of translation;positive regulation of substrate adhesion-dependent cell spreading;response to estradiol stimulus;cortical actin cytoskeleton organization;positive regulation of cell cycle;positive regulation of DNA replication;regulation of meiosis;post-translational protein modification"	"endocytic vesicle lumen;nucleus;external side of plasma membrane;proteinaceous extracellular matrix;polysome;perinuclear region of cytoplasm;extracellular space;sarcoplasmic reticulum lumen;cytosol;integral to lumenal side of endoplasmic reticulum membrane;endoplasmic reticulum lumen;acrosomal vesicle;cell surface;MHC class I peptide loading complex;Golgi apparatus"	"hormone binding;DNA binding;unfolded protein binding;peptide binding;iron ion binding;androgen receptor binding;zinc ion binding;calcium ion binding;chaperone binding;complement component C1q binding;mRNA binding;protein binding involved in protein folding;carbohydrate binding"
"P28331-1,P28331-2,P28331-3,P28331-4"	"P28331-[1-4]"	"NDUS1_HUMAN"	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"	"NDUFS1"	4	4	0.000107096432404818	4	4	0	0	"reactive oxygen species metabolic process;regulation of mitochondrial membrane potential;ATP metabolic process;mitochondrial electron transport;apoptotic mitochondrial changes"	"mitochondrial respiratory chain complex I;mitochondrial intermembrane space"	"2 iron;metal ion binding;NADH dehydrogenase (ubiquinone) activity;electron carrier activity;4 iron"
"P30040"	"P30040"	"ERP29_HUMAN"	"Endoplasmic reticulum resident protein 29"	"ERP29"	4	7	0.00208817526631463	4	7	0.00264409002758115	0	"protein secretion;intracellular protein transport"	"melanosome;endoplasmic reticulum;endoplasmic reticulum lumen;cell surface"	"protein disulfide isomerase activity"
"P30050-1"	"P30050-1"	"RL12_HUMAN"	"60S ribosomal protein L12"	"RPL12"	7	14	0.006606227206159	7	14	0	0	"translational termination;translational elongation;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;translational initiation;viral transcription"	"cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P31939"	"P31939"	"PUR9_HUMAN"	"Bifunctional purine biosynthesis protein PURH"	"ATIC"	4	7	0.000920631325182631	4	7	0.00116572212364642	0	"purine ribonucleoside monophosphate biosynthetic process;'de novo' IMP biosynthetic process;tetrahydrofolate biosynthetic process;cerebral cortex development;nucleoside metabolic process;organ regeneration;response to inorganic substance;brainstem development;dihydrofolate metabolic process;purine nucleobase metabolic process;cerebellum development"	"cytosol;mitochondrion"	"phosphoribosylaminoimidazolecarboxamide formyltransferase activity;IMP cyclohydrolase activity"
"P33176"	"P33176"	"KINH_HUMAN"	"Kinesin-1 heavy chain"	"KIF5B"	4	5	0.000404252888672391	4	5	0.000511873236314109	0	"regulation of membrane potential;stress granule disassembly;positive regulation of potassium ion transport;positive regulation of establishment of protein localization to plasma membrane;cytoplasm organization;cellular protein metabolic process;vesicle transport along microtubule"	"neuron projection;microtubule;ciliary rootlet;perinuclear region of cytoplasm;kinesin complex;vesicle"	"ATP binding;microtubule motor activity;microtubule binding"
"P35249"	"P35249"	"RFC4_HUMAN"	"Replication factor C subunit 4"	"RFC4"	4	7	0.00150141527412704	4	7	0.00190112258181455	0	"telomere maintenance via recombination;mitotic cell cycle;DNA strand elongation involved in DNA replication;phosphatidylinositol-mediated signaling;transcription-coupled nucleotide-excision repair;nucleotide-excision repair;telomere maintenance via semi-conservative replication"	"nucleoplasm;DNA replication factor C complex"	"ATP binding;DNA binding;nucleoside-triphosphatase activity"
"P42166-1"	"P42166-1"	"LAP2A_HUMAN"	"Lamina-associated polypeptide 2, isoform alpha"	"TMPO"	4	5	0.00105956196613124	4	5	0	8	"regulation of transcription"	"chromatin;nuclear envelope;nuclear inner membrane"	"DNA binding;lamin binding"
"P42704"	"P42704"	"LPPRC_HUMAN"	"Leucine-rich PPR motif-containing protein, mitochondrial"	"LRPPRC"	4	4	0.000223412069894699	4	4	0.000282888910513909	0	"negative regulation of mitochondrial RNA catabolic process;mRNA transport;regulation of mitochondrial translation;transcription;regulation of transcription;mitochondrion transport along microtubule"	"microtubule;condensed nuclear chromosome;nuclear outer membrane;nucleoplasm;ribonucleoprotein complex;perinuclear region of cytoplasm;mitochondrial nucleoid;nuclear inner membrane"	"single-stranded DNA binding;RNA binding;microtubule binding;beta-tubulin binding"
"P42768"	"P42768"	"WASP_HUMAN"	"Wiskott-Aldrich syndrome protein"	"WAS"	4	5	0.000775489107154407	4	5	0.000981940092769893	0	"Fc-gamma receptor signaling pathway involved in phagocytosis;protein complex assembly;T cell activation;actin polymerization or depolymerization;T cell receptor signaling pathway;endosomal transport;actin filament polymerization;epidermis development;blood coagulation;actin filament-based movement;innate immune response"	"actin cytoskeleton;vesicle membrane;cytosol"	"small GTPase regulator activity"
"P46060"	"P46060"	"RAGP1_HUMAN"	"Ran GTPase-activating protein 1"	"RANGAP1"	4	4	0.000530556091027615	4	4	0.000671800922072213	0	"mitotic cell cycle;signal transduction;negative regulation of protein export from nucleus"	"nuclear membrane;perinuclear region of cytoplasm;spindle pole;condensed chromosome kinetochore;nuclear pore;cytosol"	"Ran GTPase activator activity"
"P49006"	"P49006"	"MRP_HUMAN"	"MARCKS-related protein"	"MARCKSL1"	4	6	0.00239566481102469	4	6	0.00303343954812607	0	"positive regulation of cell proliferation"	"cytoplasm;plasma membrane"	""
"P49321-1,P49321-2,P49321-3"	"P49321-[1-3]"	"NASP_HUMAN"	"Nuclear autoantigenic sperm protein"	"NASP"	4	4	0.000131741296714556	4	4	0	0	"cell proliferation;DNA replication;cell cycle;protein transport;blastocyst development;histone exchange"	"nucleus;cytoplasm"	"Hsp90 protein binding"
"P50454"	"P50454"	"SERPH_HUMAN"	"Serpin H1"	"SERPINH1"	4	6	0.0011175948281096	4	6	0.00141512132029805	0	"collagen fibril organization;extracellular matrix organization;protein maturation;collagen biosynthetic process;response to unfolded protein;regulation of proteolysis"	"extracellular space;endoplasmic reticulum lumen;endoplasmic reticulum-Golgi intermediate compartment"	"serine-type endopeptidase inhibitor activity;collagen binding"
"P52566"	"P52566"	"GDIR2_HUMAN"	"Rho GDP-dissociation inhibitor 2"	"ARHGDIB"	4	6	0.00232415242860604	4	6	0.00294288911385365	0	"multicellular organismal development;regulation of small GTPase mediated signal transduction;cellular component movement;actin cytoskeleton organization;immune response;Rho protein signal transduction;negative regulation of cell adhesion;positive regulation of GTPase activity"	"cytoskeleton;cytosol;cytoplasmic membrane-bounded vesicle"	"GTPase activator activity;Rho GDP-dissociation inhibitor activity"
"P52597"	"P52597"	"HNRPF_HUMAN"	"Heterogeneous nuclear ribonucleoprotein F"	"HNRNPF"	4	5	0.001809118650322	4	5	0.00229074286013823	6	"regulation of RNA splicing;mRNA splicing"	"cytoplasm;catalytic step 2 spliceosome;nucleoplasm"	"single-stranded RNA binding;nucleotide binding"
"P52815"	"P52815"	"RM12_HUMAN"	"39S ribosomal protein L12, mitochondrial"	"MRPL12"	4	8	0.00314582247912333	4	8	0.00398330445713524	0	"transcription from mitochondrial promoter;positive regulation of transcription;translation"	"mitochondrial large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P60866-1,P60866-2"	"P60866-[1,2]"	"RS20_HUMAN"	"40S ribosomal protein S20"	"RPS20"	4	11	0.0035985301258039	4	11	0	0	"nuclear-transcribed mRNA catabolic process;translational elongation;viral transcription;translational initiation;translational termination;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic small ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P61247"	"P61247"	"RS3A_HUMAN"	"40S ribosomal protein S3a"	"RPS3A"	4	4	0.00117968342967125	4	4	0.00149373917142572	0	"translational initiation;translational termination;execution phase of apoptosis;translational elongation;viral transcription;SRP-dependent cotranslational protein targeting to membrane;cell differentiation;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;RNA binding"
"P62249"	"P62249"	"RS16_HUMAN"	"40S ribosomal protein S16"	"RPS16"	4	4	0.00213312620159733	4	4	0.00270100781682458	0	"viral transcription;translational initiation;SRP-dependent cotranslational protein targeting to membrane;rRNA processing;translational termination;translational elongation;nuclear-transcribed mRNA catabolic process;ribosomal small subunit biogenesis"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"P62491,Q15907"	"P62491, Q15907"	"RB11A_HUMAN, RB11B_HUMAN"	"Ras-related protein Rab-11A, Ras-related protein Rab-11B"	"RAB11A, RAB11B"	4	6	0.0010763931754604	4	6	0.00136295094904282	0	"neuron projection development;regulation of protein transport;positive regulation of axon extension;plasma membrane to endosome transport;protein localization to plasma membrane;cytokinesis;regulation of long-term neuronal synaptic plasticity;water transport;protein transport;small GTPase mediated signal transduction;transmembrane transport;melanosome transport;constitutive secretory pathway;regulation of endocytic recycling;regulation of anion transport;regulation of protein localization to cell surface;regulated secretory pathway;receptor recycling;transferrin transport;cellular response to acidity;insulin secretion involved in cellular response to glucose stimulus;retrograde transport"	"trans-Golgi network;recycling endosome membrane;axon;mitochondrion;recycling endosome;cytoplasmic vesicle membrane;cleavage furrow;phagocytic vesicle membrane;protein complex;plasma membrane;transport vesicle;phagocytic vesicle;perinuclear region of cytoplasm;synaptic vesicle membrane;cell junction;synaptic vesicle"	"syntaxin binding;GTP binding;GTPase activity;GDP binding"
"P62753"	"P62753"	"RS6_HUMAN"	"40S ribosomal protein S6"	"RPS6"	4	6	0.00187612304477837	4	6	0.0023755851882915	0	"TOR signaling cascade;SRP-dependent cotranslational protein targeting to membrane;positive regulation of apoptotic process;translational initiation;ribosomal small subunit biogenesis;translational termination;ribosomal small subunit assembly;rRNA processing;glucose homeostasis;nuclear-transcribed mRNA catabolic process;translational elongation;viral transcription;insulin receptor signaling pathway"	"nucleolus;cytosolic small ribosomal subunit"	"structural constituent of ribosome"
"P62857"	"P62857"	"RS28_HUMAN"	"40S ribosomal protein S28"	"RPS28"	4	8	0.00902714276618	4	8	0.011430351920475	0	"ribosomal small subunit biogenesis;nuclear-transcribed mRNA catabolic process;translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational elongation;rRNA processing;viral transcription;translational termination"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome"
"P63104"	"P63104"	"1433Z_HUMAN"	"14-3-3 protein zeta/delta"	"YWHAZ"	4	5	0.00224440791287964	4	5	0.00284191498481964	6	"gene expression;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;mRNA metabolic process;negative regulation of apoptotic process;histamine secretion by mast cell;platelet activation;protein targeting to mitochondrion;intrinsic apoptotic signaling pathway"	"mitochondrion;cell leading edge;nucleoplasm;melanosome;perinuclear region of cytoplasm;protein complex;cytosol;extracellular vesicular exosome;cytoplasmic vesicle membrane;postsynaptic density"	""
"P68431,P84243,Q16695,Q71DI3"	"P68431, P84243, Q16695, Q71DI3"	"H31T_HUMAN, H31_HUMAN, H32_HUMAN, H33_HUMAN"	"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3"	"H3F3A,H3F3B, HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3"	6	15	0.00214685035914437	6	15	0.00271838562446959	0	"nucleosome assembly;blood coagulation;regulation of gene silencing;S phase;brain development;response to hormone stimulus;telomere maintenance"	"nucleoplasm;nucleosome;extracellular region"	"DNA binding"
"Q00341"	"Q00341"	"VIGLN_HUMAN"	"Vigilin"	"HDLBP"	4	4	0.000245612322896853	4	4	0.000310999322757405	0	"cholesterol metabolic process;lipid transport"	"plasma membrane;cytoplasm;high-density lipoprotein particle;nucleus"	"lipid binding;RNA binding"
"Q04837"	"Q04837"	"SSBP_HUMAN"	"Single-stranded DNA-binding protein, mitochondrial"	"SSBP1"	4	8	0.00420860034369203	4	8	0.00532901542238364	0	"mitochondrion morphogenesis;positive regulation of helicase activity;DNA replication"	"mitochondrial nucleoid"	"single-stranded DNA binding;chromatin binding"
"Q06323"	"Q06323"	"PSME1_HUMAN"	"Proteasome activator complex subunit 1"	"PSME1"	4	4	0.00125074869651892	4	4	0.001583723458861	0	"regulation of cellular amino acid metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;protein polyubiquitination;DNA damage response;apoptotic process;G1/S transition of mitotic cell cycle;small molecule metabolic process;mRNA metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;viral process;negative regulation of apoptotic process;gene expression;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	"proteasome complex;cytosol;nucleoplasm;proteasome activator complex"	"endopeptidase activator activity"
"Q13148-1,Q13148-2"	"Q13148-[1,2]"	"TADBP_HUMAN"	"TAR DNA-binding protein 43"	"TARDBP"	4	4	0.000376130948590833	4	4	0	0	"cell death;transcription from RNA polymerase II promoter;3'-UTR-mediated mRNA stabilization;mRNA processing;negative regulation by host of viral transcription;RNA splicing"	"nucleus"	"sequence-specific DNA binding transcription factor activity;mRNA 3'-UTR binding;double-stranded DNA binding;nucleotide binding"
"Q13151"	"Q13151"	"ROA0_HUMAN"	"Heterogeneous nuclear ribonucleoprotein A0"	"HNRNPA0"	4	4	0.00102110303420725	4	4	0.00129294144674226	0	"inflammatory response;response to lipopolysaccharide;3'-UTR-mediated mRNA stabilization;mRNA splicing"	"nucleoplasm;ribonucleoprotein complex"	"nucleotide binding;AU-rich element binding"
"Q13347"	"Q13347"	"EIF3I_HUMAN"	"Eukaryotic translation initiation factor 3 subunit I"	"EIF3I"	4	4	0.000958265924409877	4	4	0.00121337581925043	0	"regulation of translational initiation;formation of translation preinitiation complex"	"eukaryotic translation initiation factor 3 complex;eukaryotic 43S preinitiation complex;cytosol;eukaryotic 48S preinitiation complex"	"translation initiation factor activity"
"Q14980-1,Q14980-2,Q14980-3,Q14980-4"	"Q14980-[1-4]"	"NUMA1_HUMAN"	"Nuclear mitotic apparatus protein 1"	"NUMA1"	4	5	4.60160203063253e-05	4	5	0	0	"mitosis;lung epithelial cell differentiation;cell division;establishment of mitotic spindle orientation;nucleus organization;G2/M transition of mitotic cell cycle;mitotic anaphase"	"cytosol;Golgi membrane;apical part of cell;nucleoplasm;nuclear matrix;chromosome;spindle pole;spindle microtubule"	"structural molecule activity"
