"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772";"peptide.count.P5774";"spectra.count.P5772";"spectra.count.P5774";"dNSAF.P5772";"dNSAF.P5774";"Go.Cc"
"460";"Q16666";"Q16666-1,Q16666-2,Q16666-3,Q16666-7";"Q16666-1,Q16666-2,Q16666-3,Q16666-7";"IF16_HUMAN";"Gamma-interferon-inducible protein 16";"IFI16";2;3;4,19871924510771e-05;2;1;2;1;NA;NA;"nucleus, nucleolus, nuclear speck, cytosol, cytoplasm, nucleoplasm"
"461";"Q16698";"Q16698";"Q16698";"DECR_HUMAN";"2,4-dienoyl-CoA reductase, mitochondrial";"DECR1";1;1;0,000131183864971525;NA;1;NA;1;NA;0,00030622434086593;"mitochondrion, nucleus, mitochondrial matrix, cytoplasm"
"462";"Q16891";"Q16891-1,Q16891-2,Q16891-3";"Q16891-1,Q16891-2,Q16891-3";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";3;3;5,79770379491566e-05;NA;3;NA;3;NA;NA;"integral component of membrane, mitochondrial inner membrane, mitochondrion"
"463";"Q562R1";"Q562R1";"Q562R1";"ACTBL_HUMAN";"Beta-actin-like protein 2";"ACTBL2";1;4;0,000793950330424753;1;1;3;1;0,00140370601378593;0,000474534290373976;"cytoskeleton, cytoplasm, extracellular space, extracellular vesicular exosome"
"464";"Q5D862";"Q5D862";"Q5D862";"FILA2_HUMAN";"Filaggrin-2";"FLG2";3;5;9,19000308771659e-05;3;NA;5;NA;0,00022273689581758;NA;"cytoplasm"
"465";"Q5T749";"Q5T749";"Q5T749";"KPRP_HUMAN";"Keratinocyte proline-rich protein";"KPRP";2;2;0,000151801709034407;2;NA;2;NA;0,000367919805112147;NA;"cytoplasm, extracellular vesicular exosome"
"466";"Q5XKE5";"Q5XKE5";"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;0;0;0;0;0;0;0;"keratin filament, extracellular vesicular exosome"
"467";"Q6JBY9";"Q6JBY9-1";"Q6JBY9-1";"CPZIP_HUMAN";"CapZ-interacting protein";"RCSD1";3;3;0,000316922558404765;NA;3;NA;3;NA;NA;"actin filament"
"468";"Q6P1L8";"Q6P1L8";"Q6P1L8";"RM14_HUMAN";"39S ribosomal protein L14, mitochondrial";"MRPL14";3;6;0,00181847978339838;3;2;4;2;0,0029382836849646;0,00141496764400119;"mitochondrion, ribosome"
"469";"Q6PIW4";"Q6PIW4-1,Q6PIW4-2";"Q6PIW4-1,Q6PIW4-2";"FIGL1_HUMAN";"Fidgetin-like protein 1";"FIGNL1";2;2;6,52026628567667e-05;NA;2;NA;2;NA;NA;"cytoplasm, nucleus, extracellular vesicular exosome, nuclear chromosome"
"470";"Q6PKG0";"Q6PKG0-1,Q6PKG0-3";"Q6PKG0-1,Q6PKG0-3";"LARP1_HUMAN";"La-related protein 1";"LARP1";3;8;0,000160389031990733;2;3;2;6;NA;NA;"cytoplasm, nucleus"
"471";"Q71U36";"Q71U36";"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";0;0;NA;0;0;0;0;0;NA;"cytoplasmic microtubule, cytosol, microtubule, extracellular vesicular exosome"
"472";"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";8;13;0,000627808496649439;6;5;6;7;0,000702282089538242;0,000789116570692974;"RISC complex, nucleus, mitochondrion, melanosome, extracellular vesicular exosome, cytoplasm"
"473";"Q7RTS7";"Q7RTS7,Q86Y46-1";"Q7RTS7,Q86Y46-1";"K2C73_HUMAN, K2C74_HUMAN";"Keratin, type II cytoskeletal 73, Keratin, type II cytoskeletal 74";"KRT73, KRT74";0;0;NA;0;0;0;0;NA;NA;"keratin filament"
"474";"Q7Z2W4";"Q7Z2W4-1,Q7Z2W4-2";"Q7Z2W4-1,Q7Z2W4-2";"ZCCHV_HUMAN";"Zinc finger CCCH-type antiviral protein 1";"ZC3HAV1";7;18;0,000438491522050052;6;4;10;8;NA;NA;"nucleus, cytoplasm, plasma membrane, Golgi apparatus"
"475";"Q7Z5L9";"Q7Z5L9-1,Q7Z5L9-2";"Q7Z5L9-1,Q7Z5L9-2";"I2BP2_HUMAN";"Interferon regulatory factor 2-binding protein 2";"IRF2BP2";2;2;7,48664306055549e-05;NA;2;NA;2;NA;NA;"cytoplasm, nucleus"
"476";"Q7Z6Z7";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";2;2;6,69815497111122e-06;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm"
"477";"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";4;5;0,000377548064995367;1;4;1;4;0,000183011655635682;0,000705052606117434;"apical plasma membrane, endoplasmic reticulum, cytoplasm, endoplasmic reticulum membrane, intercellular canaliculus, nuclear membrane, tight junction, nuclear body, integral component of membrane, nucleolus, nucleus, perinuclear region of cytoplasm"
"478";"Q86UP2";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"KTN1_HUMAN";"Kinectin";"KTN1";3;4;4,31801471534864e-05;NA;3;NA;4;NA;NA;"integral component of plasma membrane, integral component of membrane, endoplasmic reticulum membrane, membrane, endoplasmic reticulum"
"479";"Q86V81";"Q86V81";"Q86V81";"THOC4_HUMAN";"THO complex subunit 4";"ALYREF";1;1;0,00017099842321191;NA;1;NA;1;NA;0,00039916402408594;"nuclear speck, cytosol, nucleoplasm, extracellular vesicular exosome, transcription export complex, catalytic step 2 spliceosome"
"480";"Q86YV0";"Q86YV0-1,Q86YV0-2";"Q86YV0-1,Q86YV0-2";"RASL3_HUMAN";"RAS protein activator like-3";"RASAL3";11;17;0,000369481756188344;11;NA;17;NA;NA;NA;"intrinsic component of the cytoplasmic side of the plasma membrane, cytoplasm, extracellular vesicular exosome"
"481";"Q86YZ3";"Q86YZ3";"Q86YZ3";"HORN_HUMAN";"Hornerin";"HRNR";16;45;0,000693893601559906;11;14;22;23;0,000822203943424304;0,000827880191709471;"extracellular vesicular exosome, cornified envelope"
"482";"Q8IUE6";"Q8IUE6";"Q8IUE6";"H2A2B_HUMAN";"Histone H2A type 2-B";"HIST2H2AB";1;1;0,000488295497394008;1;0;1;0;0,00105342313430736;0;"nucleosome, extracellular vesicular exosome, nucleus"
"483";"Q8IY67";"Q8IY67-1,Q8IY67-2,Q8IY67-3";"Q8IY67-1,Q8IY67-2,Q8IY67-3";"RAVR1_HUMAN";"Ribonucleoprotein PTB-binding 1";"RAVER1";1;1;2,4173044425446e-05;NA;1;NA;1;NA;NA;"cytoplasm, nucleus"
"484";"Q8IYB3";"Q8IYB3-1,Q8IYB3-2";"Q8IYB3-1,Q8IYB3-2";"SRRM1_HUMAN";"Serine/arginine repetitive matrix protein 1";"SRRM1";4;5;0,000121533724462004;NA;4;NA;5;NA;NA;"cytosol, nucleoplasm, nucleus, nuclear matrix, nuclear speck, catalytic step 2 spliceosome"
"485";"Q8N163";"Q8N163-1";"Q8N163-1";"K1967_HUMAN";"DBIRD complex subunit KIAA1967";"KIAA1967";5;12;0,000571353344729717;5;4;7;5;NA;NA;"nuclear chromatin, DBIRD complex, nucleus, mitochondrial matrix, cytoplasm"
"486";"Q8NBS9";"Q8NBS9";"Q8NBS9";"TXND5_HUMAN";"Thioredoxin domain-containing protein 5";"TXNDC5";2;2;0,000203456457247503;NA;2;NA;2;NA;0,000474931269398549;"endoplasmic reticulum lumen, endoplasmic reticulum, lysosomal lumen, extracellular vesicular exosome"
"487";"Q8NC51";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";9;23;0,000619345391915194;7;7;10;13;NA;NA;"plasma membrane, nucleus, perinuclear region of cytoplasm, extracellular vesicular exosome, cytoplasm"
"488";"Q8NE71";"Q8NE71-1,Q8NE71-2";"Q8NE71-1,Q8NE71-2";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";4;10;0,000260039022280833;3;4;3;7;NA;NA;"nucleoplasm, nuclear envelope, polysomal ribosome, ribosome, cytoplasm"
"489";"Q8WW12";"Q8WW12-1";"Q8WW12-1";"PCNP_HUMAN";"PEST proteolytic signal-containing nuclear protein";"PCNP";4;7;0,00172823687279902;2;3;2;5;NA;NA;"nucleus"
"490";"Q92499";"Q92499";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";1;1;5,93872902235956e-05;NA;1;NA;1;NA;0,00013862858674336;"cytoplasmic stress granule, nucleus, ribonucleoprotein complex, cytoplasm, cleavage body, tRNA-splicing ligase complex"
"491";"Q92522";"Q92522";"Q92522";"H1X_HUMAN";"Histone H1x";"H1FX";2;2;0,000412644082304796;NA;2;NA;2;NA;0,000963240884413959;"nucleus, nucleolus, nucleosome"
"492";"Q92598";"Q92598-1,Q92598-2,Q92598-3";"Q92598-1,Q92598-2,Q92598-3";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";5;5;9,39029802680785e-05;NA;5;NA;5;NA;NA;"cytoplasm, nucleus, microtubule, extracellular vesicular exosome, endocytic vesicle lumen, extracellular region"
"493";"Q92688";"Q92688-1,Q92688-2";"Q92688-1,Q92688-2";"AN32B_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member B";"ANP32B";2;4;0,000583620116407181;1;2;1;3;NA;NA;"cytoplasm, nucleus, extracellular vesicular exosome"
"494";"Q92769";"Q13547,Q92769";"Q13547,Q92769";"HDAC1_HUMAN, HDAC2_HUMAN";"Histone deacetylase 1, Histone deacetylase 2";"HDAC1, HDAC2";2;2;9,06115355988881e-05;NA;2;NA;2;NA;0,00021151578183523;"heterochromatin, Sin3 complex, NuRD complex, transcription factor complex, cytoplasm, replication fork, ESC/E(Z) complex, nucleus, nucleoplasm"
"495";"Q92820";"Q92820";"Q92820";"GGH_HUMAN";"Gamma-glutamyl hydrolase";"GGH";1;1;0,000138196838885097;NA;1;NA;1;NA;0,000322594824497128;"lysosome, cytosol, extracellular vesicular exosome, melanosome, extracellular space"
"496";"Q92841";"Q92841-1,Q92841-3,Q92841-4";"Q92841-1,Q92841-3,Q92841-4";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";5;7;0,000234435423988893;3;3;4;3;NA;NA;"nucleus, nucleolus"
"497";"Q92930";"Q92930";"Q92930";"RAB8B_HUMAN";"Ras-related protein Rab-8B";"RAB8B";1;1;0,00035383731695218;1;0;1;0;0,000833088254363669;0;"phagocytic vesicle membrane, plasma membrane, peroxisomal membrane, mitochondrion, extracellular vesicular exosome, cell tip, perinuclear region of cytoplasm, phagocytic vesicle"
"498";"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";5;11;0,000788689942626272;4;3;7;4;0,00127335957866346;0,000629598184519135;"nucleus, cytoplasmic stress granule, cytosol, nucleoplasm"
"499";"Q95604";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";1;2;0,00044891682824933;NA;1;NA;2;NA;0,00104791286538261;"integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, MHC class I protein complex, cell surface, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, early endosome membrane, plasma membrane"
"500";"Q96AE4";"Q96AE4-1,Q96AE4-2";"Q96AE4-1,Q96AE4-2";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";5;14;0,000554109238347114;5;5;7;7;NA;NA;"nucleus"
"501";"Q96DT5";"Q96DT5";"Q96DT5";"DYH11_HUMAN";"Dynein heavy chain 11, axonemal";"DNAH11";3;3;2,91487473571484e-05;3;NA;3;NA;7,0647435494119e-05;NA;"microtubule, axonemal dynein complex"
"502";"Q96HE7";"Q96HE7";"Q96HE7";"ERO1A_HUMAN";"ERO1-like protein alpha";"ERO1L";1;1;9,39029802680785e-05;NA;1;NA;1;NA;0,000219199047414715;"membrane, endoplasmic reticulum membrane, endoplasmic reticulum, endoplasmic reticulum lumen, intracellular membrane-bounded organelle"
"503";"Q96MI9";"Q96MI9-1,Q96MI9-2,Q96MI9-3";"Q96MI9-1,Q96MI9-2,Q96MI9-3";"CBPC4_HUMAN";"Cytosolic carboxypeptidase 4";"AGBL1";2;2;2,74837991028522e-05;NA;2;NA;2;NA;NA;"cytosol"
"504";"Q96PK6";"Q96PK6-1";"Q96PK6-1";"RBM14_HUMAN";"RNA-binding protein 14";"RBM14";7;10;0,000656899772278935;7;NA;10;NA;NA;NA;"transcription factor complex, nucleus, ribonucleoprotein complex, mediator complex"
"505";"Q96RQ3";"Q96RQ3";"Q96RQ3";"MCCA_HUMAN";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";30;209;0,0126687424910087;29;29;118;91;0,0173358737412911;0,0128762055604109;"mitochondrial inner membrane, mitochondrion, mitochondrial matrix, cytosol"
"506";"Q99497";"Q99497";"Q99497";"PARK7_HUMAN";"Protein DJ-1";"PARK7";5;8;0,00186017332340575;NA;5;NA;8;NA;0,00434222874878673;"mitochondrion, membrane raft, nucleus, cytoplasm, extracellular vesicular exosome, plasma membrane, cytosol"
"507";"Q99613";"Q99613";"Q99613";"EIF3C_HUMAN";"Eukaryotic translation initiation factor 3 subunit C";"EIF3C,EIF3CL";2;2;9,62685537030903e-05;NA;2;NA;2;NA;0,000224721038751559;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex"
"508";"Q99623";"Q99623";"Q99623";"PHB2_HUMAN";"Prohibitin-2";"PHB2";10;27;0,00396842160089445;8;8;13;14;0,00463099059043333;0,00480331825639202;"nucleus, mitochondrial inner membrane, mitochondrion, nuclear matrix, protein complex"
"509";"Q99714";"Q99714-1";"Q99714-1";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";4;8;0,00134702206177657;2;3;3;5;NA;NA;"plasma membrane, mitochondrial matrix, endoplasmic reticulum, mitochondrion, cytoplasm, mitochondrial inner membrane"
"510";"Q99729";"Q99729-3,Q99729-4";"Q99729-3,Q99729-4";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";2;3;0,000213261587717263;NA;2;NA;3;NA;NA;"ribonucleoprotein complex, cytoplasm, nucleus"
"511";"Q99798";"Q99798";"Q99798";"ACON_HUMAN";"Aconitate hydratase, mitochondrial";"ACO2";5;8;0,000450734305286777;4;2;6;2;0,000819329104461282;0,000263038856897658;"mitochondrion, mitochondrial matrix, nucleus"
"512";"Q99832";"Q99832-1,Q99832-2,Q99832-3,Q99832-4";"Q99832-1,Q99832-2,Q99832-3,Q99832-4";"TCPH_HUMAN";"T-complex protein 1 subunit eta";"CCT7";8;18;0,000364198299161277;6;6;9;9;NA;NA;"cytoplasm, mitochondrion, zona pellucida receptor complex, microtubule, chaperonin-containing T-complex, cytosol, cell body, extracellular vesicular exosome"
"513";"Q9BQE3";"Q9BQE3";"Q9BQE3";"TBA1C_HUMAN";"Tubulin alpha-1C chain";"TUBA1C";0;0;NA;0;0;0;0;0;NA;"cytoplasmic microtubule, microtubule"
"514";"Q9BTL3";"Q9BTL3";"Q9BTL3";"RAM_HUMAN";"RNMT-activating mini protein";"FAM103A1";2;8;0,00297943015359056;2;2;4;4;0,00361060283321921;0,00347746285390124;"nucleus, mRNA cap binding complex"
"515";"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";1;1;0,000180850184220003;NA;1;NA;1;NA;0,000422161128354266;"integral component of membrane, nuclear outer membrane, extracellular vesicular exosome, sarcoplasmic reticulum membrane"
"516";"Q9BY77";"Q9BY77-1";"Q9BY77-1";"PDIP3_HUMAN";"Polymerase delta-interacting protein 3";"POLDIP3";4;5;0,000521931054221624;4;NA;5;NA;NA;NA;"nuclear speck, cytoplasm"
"517";"Q9GZM8";"Q9GZM8-1,Q9GZM8-2,Q9NXR1-1,Q9NXR1-2";"Q9GZM8-1,Q9GZM8-2,Q9NXR1-1,Q9NXR1-2";"NDE1_HUMAN, NDEL1_HUMAN";"Nuclear distribution protein nudE homolog 1, Nuclear distribution protein nudE-like 1";"NDE1, NDEL1";1;1;3,17992726233435e-05;NA;1;NA;1;NA;NA;"axon, kinetochore, condensed chromosome kinetochore, microtubule, spindle, cytosol, nucleolus, cell leading edge, kinesin complex, neurofilament cytoskeleton, centrosome, nuclear envelope, cell body, cytoplasm"
"518";"Q9H0U4";"Q9H0U4";"Q9H0U4";"RAB1B_HUMAN";"Ras-related protein Rab-1B";"RAB1B";2;4;0,00145759849968361;2;2;2;2;0,00171591312092815;0,00176929619166982;"membrane, extracellular vesicular exosome, mitochondrion, Golgi apparatus"
"519";"Q9H1E3";"Q9H1E3-1";"Q9H1E3-1";"NUCKS_HUMAN";"Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1";"NUCKS1";2;2;0,000361700368440006;NA;2;NA;2;NA;NA;"nucleus, cytoplasm"
"520";"Q9H299";"Q9H299";"Q9H299";"SH3L3_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein 3";"SH3BGRL3";1;1;0,000472544029736137;NA;1;NA;1;NA;0,00110306617408695;"nucleus, cytoplasm, extracellular vesicular exosome"
"521";"Q9HCC0";"Q9HCC0-1,Q9HCC0-2";"Q9HCC0-1,Q9HCC0-2";"MCCB_HUMAN";"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial";"MCCC2";12;29;0,00113183947442128;11;4;23;6;NA;NA;"mitochondrial matrix, cytosol, mitochondrion"
"522";"Q9NSI8";"Q9NSI8-1,Q9NSI8-3";"Q9NSI8-1,Q9NSI8-3";"SAMN1_HUMAN";"SAM domain-containing protein SAMSN-1";"SAMSN1";2;2;0,000117819288915444;NA;2;NA;2;NA;NA;"cytoplasm, nucleus, cytosol, ruffle"
"523";"Q9NTJ3";"Q9NTJ3-1";"Q9NTJ3-1";"SMC4_HUMAN";"Structural maintenance of chromosomes protein 4";"SMC4";2;2;6,82400539836347e-05;2;NA;2;NA;NA;NA;"cytosol, nucleus, cytoplasm, nucleoplasm, condensin complex"
"524";"Q9NUQ9";"Q9NUQ9";"Q9NUQ9";"FA49B_HUMAN";"Protein FAM49B";"FAM49B";4;4;0,000542550552660009;NA;4;NA;4;NA;0,0012664833850628;"cilium, extracellular vesicular exosome"
"525";"Q9NX63";"Q9NX63";"Q9NX63";"CHCH3_HUMAN";"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial";"CHCHD3";2;3;0,000580792001305649;2;1;2;1;0,000938438621849927;0,000451916978810954;"extracellular vesicular exosome, cytoplasm, mitochondrial inner membrane, nucleus, mitochondrion"
"526";"Q9NY65";"Q9NY65-1,Q9NY65-2";"Q9NY65-1,Q9NY65-2";"TBA8_HUMAN";"Tubulin alpha-8 chain";"TUBA8";0;0;NA;0;0;0;0;NA;NA;"microtubule, cytoplasm"
"527";"Q9NZB2";"Q9NZB2-1,Q9NZB2-6";"Q9NZB2-1,Q9NZB2-6";"F120A_HUMAN";"Constitutive coactivator of PPAR-gamma-like protein 1";"FAM120A";4;7;0,000137578785043929;4;NA;7;NA;NA;NA;"cytoplasm, plasma membrane"
"528";"Q9P035";"Q9P035";"Q9P035";"HACD3_HUMAN";"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 3";"PTPLAD1";1;3;0,000364198299161277;1;1;2;1;0,000588468417568877;0,000283384403840018;"integral component of membrane, endoplasmic reticulum membrane"
"529";"Q9P0L0";"Q9P0L0-1,Q9P0L0-2";"Q9P0L0-1,Q9P0L0-2";"VAPA_HUMAN";"Vesicle-associated membrane protein-associated protein A";"VAPA";4;4;0,000352984696911331;NA;4;NA;4;NA;NA;"endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, integral component of membrane, vesicle, microtubule"
"530";"Q9P258";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";5;13;0,00109445542519347;3;5;5;8;0,00102023739061271;0,00157218627111244;"cytosol, microtubule, midbody, nucleolus, mitotic spindle midzone, chromosome, centromeric core region"
"531";"Q9P2E9";"Q9P2E9-1,Q9P2E9-2";"Q9P2E9-1,Q9P2E9-2";"RRBP1_HUMAN";"Ribosome-binding protein 1";"RRBP1";3;3;4,67516965590008e-05;NA;3;NA;3;NA;NA;"endoplasmic reticulum, ribosome, integral component of endoplasmic reticulum membrane"
"532";"Q9UGI8";"Q9UGI8-1,Q9UGI8-2";"Q9UGI8-1,Q9UGI8-2";"TES_HUMAN";"Testin";"TES";2;2;0,000104386210844325;2;NA;2;NA;NA;NA;"cytoplasm, focal adhesion, protein complex"
"533";"Q9UJU6";"Q9UJU6-1,Q9UJU6-2,Q9UJU6-3";"Q9UJU6-1,Q9UJU6-2,Q9UJU6-3";"DBNL_HUMAN";"Drebrin-like protein";"DBNL";1;1;3,40671277251634e-05;NA;1;NA;1;NA;NA;"extracellular vesicular exosome, cytoplasm, dendrite, podosome, postsynaptic density, plasma membrane, lamellipodium, clathrin-coated vesicle membrane, ruffle, cell junction, cytosol, Golgi membrane, cell cortex"
"534";"Q9UL46";"Q9UL46";"Q9UL46";"PSME2_HUMAN";"Proteasome activator complex subunit 2";"PSME2";2;5;0,000919384827729304;2;1;4;1;0,00178264072937183;0,0004292265865694;"extracellular vesicular exosome, cytosol, nucleoplasm, proteasome complex, proteasome activator complex"
"535";"Q9UQ35";"Q9UQ35-1";"Q9UQ35-1";"SRRM2_HUMAN";"Serine/arginine repetitive matrix protein 2";"SRRM2";6;8;0,000127751728969363;6;NA;8;NA;NA;NA;"Cajal body, catalytic step 2 spliceosome, nuclear speck, nucleus"
"536";"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";9;24;0,00267694993495192;6;8;11;13;0,00297370715578587;0,00338478935144956;"nucleolus, ribonucleoprotein complex, cytoplasm, extracellular vesicular exosome, nucleus"
"537";"Q9Y217";"Q9Y217-1,Q9Y217-2";"Q9Y217-1,Q9Y217-2";"MTMR6_HUMAN";"Myotubularin-related protein 6";"MTMR6";1;1;5,3075597542827e-05;NA;1;NA;1;NA;NA;"cytoplasm, nuclear envelope, cytosol"
"538";"Q9Y237";"Q9Y237-1,Q9Y237-2";"Q9Y237-1,Q9Y237-2";"PIN4_HUMAN";"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4";"PIN4";1;2;0,000335470189049319;1;1;1;1;NA;NA;"preribosome, nucleolus, nucleus, cytoplasm, mitochondrial matrix, spindle"
"539";"Q9Y266";"Q9Y266";"Q9Y266";"NUDC_HUMAN";"Nuclear migration protein nudC";"NUDC";3;6;0,000796615010854273;3;3;3;3;0,00096537266084562;0,000929774811390513;"cytoplasm, microtubule, nucleoplasm, cytosol"
"540";"Q9Y277";"Q9Y277-1,Q9Y277-2";"Q9Y277-1,Q9Y277-2";"VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 3";"VDAC3";1;1;0,000131995072617108;0;1;0;1;NA;NA;"mitochondrion, pore complex, extracellular vesicular exosome, mitochondrial outer membrane"
"541";"Q9Y2Q3";"Q9Y2Q3-1,Q9Y2Q3-2,Q9Y2Q3-3,Q9Y2Q3-4";"Q9Y2Q3-1,Q9Y2Q3-2,Q9Y2Q3-3,Q9Y2Q3-4";"GSTK1_HUMAN";"Glutathione S-transferase kappa 1";"GSTK1";1;1;4,86134897848017e-05;NA;1;NA;1;NA;NA;"mitochondrial matrix, mitochondrial inner membrane, intracellular, extracellular vesicular exosome, peroxisome"
"542";"Q9Y2W1";"Q9Y2W1";"Q9Y2W1";"TR150_HUMAN";"Thyroid hormone receptor-associated protein 3";"THRAP3";4;12;0,000552208520613119;4;3;9;3;0,00100378539499445;0,000322257028869382;"mediator complex, nucleus"
"543";"Q9Y333";"Q9Y333";"Q9Y333";"LSM2_HUMAN";"U6 snRNA-associated Sm-like protein LSm2";"LSM2";1;2;0,000925191468746542;NA;1;NA;2;NA;0,0021596874566334;"catalytic step 2 spliceosome, cytosol, nucleoplasm"
"544";"Q9Y383";"Q9Y383-1,Q9Y383-2";"Q9Y383-1,Q9Y383-2";"LC7L2_HUMAN";"Putative RNA-binding protein Luc7-like 2";"LUC7L2";7;17;0,000952923610985756;6;6;7;10;NA;NA;"nuclear speck, U1 snRNP"
"545";"Q9Y3U8";"Q9Y3U8";"Q9Y3U8";"RL36_HUMAN";"60S ribosomal protein L36";"RPL36";3;6;0,00251123398659776;3;2;3;3;0,00304322238799905;0,00293100440543105;"cytosol, cytoplasm, nucleolus, cytosolic large ribosomal subunit"
"546";"Q9Y490";"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";11;20;0,000345899998153961;8;5;13;7;0,000544929628705064;0,000282603730551203;"cell-cell junction, ruffle membrane, cytosol, ruffle, microtubule organizing center, cytoplasm, plasma membrane, extracellular vesicular exosome, actin cytoskeleton, extracellular region, focal adhesion, cell surface"
