"";"X";"accession";"name";"go_name"
"201";201;"P17813";"EGLN_HUMAN";"P:positive regulation of gene expression, P:response to corticosteroid, P:negative regulation of pathway-restricted SMAD protein phosphorylation, C:endothelial microparticle, P:positive regulation of systemic arterial blood pressure, C:extracellular space, C:external side of plasma membrane, P:chronological cell aging, F:galactose binding, P:transforming growth factor beta receptor signaling pathway, P:negative regulation of cell migration, C:transforming growth factor beta receptor homodimeric complex, F:transforming growth factor beta-activated receptor activity, P:positive regulation of BMP signaling pathway, P:negative regulation of nitric-oxide synthase activity, F:type I transforming growth factor beta receptor binding, P:cellular response to mechanical stimulus, P:positive regulation of pathway-restricted SMAD protein phosphorylation, P:negative regulation of protein autophosphorylation, P:wound healing, F:glycosaminoglycan binding, F:activin binding, P:regulation of cell proliferation, P:cell adhesion, P:BMP signaling pathway, C:cytoplasm, P:detection of hypoxia, P:heart looping, P:patterning of blood vessels, P:extracellular matrix disassembly, P:negative regulation of transcription from RNA polymerase II promoter, C:nucleus, C:cell surface, P:bone development, P:negative regulation of transforming growth factor beta receptor signaling pathway, F:type II transforming growth factor beta receptor binding, P:negative regulation of endothelial cell proliferation, P:artery morphogenesis, P:regulation of cell adhesion, P:regulation of transforming growth factor beta receptor signaling pathway, P:smooth muscle tissue development, F:transforming growth factor beta receptor, cytoplasmic mediator activity, P:positive regulation of transcription from RNA polymerase II promoter, P:central nervous system vasculogenesis, P:response to statin, P:venous blood vessel morphogenesis, P:positive regulation of collagen biosynthetic process, P:response to transforming growth factor beta, P:cell chemotaxis, P:extracellular matrix constituent secretion, F:transmembrane signaling receptor activity, P:cell migration involved in endocardial cushion formation"
"203";203;"P55884";"EIF3B_HUMAN";"C:eukaryotic translation initiation factor 3 complex, F:protein complex scaffold, C:extracellular vesicular exosome, P:formation of translation preinitiation complex, F:nucleotide binding, P:regulation of translational initiation, C:eukaryotic 48S preinitiation complex, F:translation initiation factor activity, C:eukaryotic 43S preinitiation complex, C:cytosol"
"206";206;"P60228";"EIF3E_HUMAN";"C:eukaryotic 43S preinitiation complex, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:nucleoplasm, C:eukaryotic 48S preinitiation complex, P:formation of translation preinitiation complex, C:cytosol, C:eukaryotic translation initiation factor 3 complex, C:PML body, F:translation initiation factor activity, C:extracellular vesicular exosome, P:negative regulation of translational initiation"
"209";209;"O15372";"EIF3H_HUMAN";"C:cytosol, C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, C:extracellular vesicular exosome, P:translational initiation, C:eukaryotic translation initiation factor 3 complex, P:formation of translation preinitiation complex, P:regulation of translational initiation, F:translation initiation factor activity"
"210";210;"Q13347";"EIF3I_HUMAN";"C:eukaryotic 48S preinitiation complex, C:eukaryotic 43S preinitiation complex, F:translation initiation factor activity, P:regulation of translational initiation, C:extracellular vesicular exosome, C:cytosol, P:formation of translation preinitiation complex, C:eukaryotic translation initiation factor 3 complex"
"216";216;"P06733";"ENOA_HUMAN";"C:M band, F:transcription corepressor activity, C:cytosol, F:magnesium ion binding, P:negative regulation of cell growth, P:small molecule metabolic process, C:phosphopyruvate hydratase complex, P:negative regulation of transcription from RNA polymerase II promoter, P:glycolysis, C:plasma membrane, F:phosphopyruvate hydratase activity, C:nucleus, C:extracellular vesicular exosome, F:DNA binding, F:sequence-specific DNA binding transcription factor activity, P:gluconeogenesis, C:extracellular space, P:transcription, DNA-templated, P:response to virus"
"217";217;"P14625";"ENPL_HUMAN";"F:ATP binding, C:cytosol, F:RNA binding, C:melanosome, P:protein transport, C:midbody, P:ER-associated ubiquitin-dependent protein catabolic process, P:actin rod assembly, C:extracellular vesicular exosome, P:activation of signaling protein activity involved in unfolded protein response, C:perinuclear region of cytoplasm, P:protein folding, F:calcium ion binding, P:toll-like receptor signaling pathway, P:innate immune response, C:endoplasmic reticulum membrane, C:endocytic vesicle lumen, F:low-density lipoprotein particle receptor binding, P:sequestering of calcium ion, P:response to hypoxia, C:endoplasmic reticulum lumen, F:virion binding, P:regulation of phosphoprotein phosphatase activity, P:negative regulation of apoptotic process, C:plasma membrane, F:protein phosphatase binding, P:cellular response to ATP"
"218";218;"Q9NZ08";"ERAP1_HUMAN";"P:membrane protein ectodomain proteolysis, C:endoplasmic reticulum membrane, C:endoplasmic reticulum lumen, C:cytosol, P:response to bacterium, C:integral component of membrane, C:extracellular vesicular exosome, P:antigen processing and presentation of endogenous peptide antigen via MHC class I, F:metalloexopeptidase activity, P:positive regulation of angiogenesis, F:aminopeptidase activity, P:fat cell differentiation, P:angiogenesis, P:regulation of blood pressure, F:zinc ion binding, F:interleukin-1, Type II receptor binding, P:regulation of innate immune response"
"222";222;"Q01844";"EWS_HUMAN";"F:RNA binding, P:transcription, DNA-templated, P:regulation of transcription, DNA-templated, F:zinc ion binding, C:plasma membrane, C:nucleus, C:cytoplasm, F:nucleotide binding"
"223";223;"P15311";"EZRI_HUMAN";"C:cortical cytoskeleton, C:astrocyte projection, P:actin filament bundle assembly, C:Schwann cell microvillus, C:nucleolus, C:cytosol, C:actin filament, C:uropod, C:microvillus, P:establishment or maintenance of apical/basal cell polarity, C:T-tubule, P:regulation of cell shape, C:cell body, P:epithelial cell differentiation, P:receptor internalization, C:microspike, P:cytoskeletal anchoring at plasma membrane, C:extracellular vesicular exosome, C:extrinsic component of membrane, C:ruffle membrane, P:filopodium assembly, C:ruffle, C:filopodium, C:microvillus membrane, F:actin filament binding, C:apical plasma membrane, P:leukocyte cell-cell adhesion, C:membrane raft, P:membrane to membrane docking, C:basolateral plasma membrane, C:cell tip, C:apical part of cell, P:axon guidance"
"226";226;"O95864";"FADS2_HUMAN";"P:unsaturated fatty acid biosynthetic process, C:integral component of plasma membrane, F:heme binding, F:stearoyl-CoA 9-desaturase activity, C:endoplasmic reticulum membrane, P:linoleic acid metabolic process, P:alpha-linolenic acid metabolic process, F:iron ion binding"
"227";227;"P49327";"FAS_HUMAN";"F:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity, F:zinc ion binding, C:mitochondrion, F:3-oxoacyl-[acyl-carrier-protein] synthase activity, F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity, P:triglyceride biosynthetic process, C:plasma membrane, P:positive regulation of cellular metabolic process, F:drug binding, F:[acyl-carrier-protein] S-acetyltransferase activity, C:Golgi apparatus, C:glycogen granule, P:cellular response to interleukin-4, P:long-chain fatty-acyl-CoA biosynthetic process, P:fatty acid metabolic process, F:myristoyl-[acyl-carrier-protein] hydrolase activity, C:cytosol, C:extracellular vesicular exosome, F:fatty acid synthase activity, C:melanosome, F:enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity, F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity, P:pantothenate metabolic process, F:palmitoyl-[acyl-carrier-protein] hydrolase activity, P:acetyl-CoA metabolic process, F:NADPH binding, F:[acyl-carrier-protein] S-malonyltransferase activity, F:oleoyl-[acyl-carrier-protein] hydrolase activity"
"228";228;"P22087";"FBRL_HUMAN";"F:histone-glutamine methyltransferase activity, P:snoRNA metabolic process, F:RNA binding, P:rRNA processing, C:box C/D snoRNP complex, P:tRNA processing, P:histone glutamine methylation, C:extracellular vesicular exosome, C:granular component, C:Cajal body"
"230";230;"P02765";"FETUA_HUMAN";"P:regulation of inflammatory response, C:blood microparticle, P:negative regulation of endopeptidase activity, P:negative regulation of insulin receptor signaling pathway, P:ossification, F:kinase inhibitor activity, P:acute-phase response, P:skeletal system development, P:pinocytosis, P:negative regulation of bone mineralization, F:cysteine-type endopeptidase inhibitor activity, P:positive regulation of phagocytosis, C:extracellular vesicular exosome"
"234";234;"P21333";"FLNA_HUMAN";"C:cytosol, C:plasma membrane, C:dendritic shaft, F:signal transducer activity, C:nucleus, C:cortical cytoskeleton, P:establishment of protein localization, P:platelet activation, P:positive regulation of transcription factor import into nucleus, P:negative regulation of sequence-specific DNA binding transcription factor activity, P:adenylate cyclase-inhibiting dopamine receptor signaling pathway, C:actin filament, P:spindle assembly involved in mitosis, P:actin crosslink formation, P:epithelial to mesenchymal transition, P:negative regulation of protein catabolic process, P:early endosome to late endosome transport, P:mRNA transcription from RNA polymerase II promoter, F:Ral GTPase binding, P:actin cytoskeleton reorganization, P:receptor clustering, P:platelet degranulation, F:Rac GTPase binding, F:glycoprotein binding, C:perinuclear region of cytoplasm, P:cytoplasmic sequestering of protein, F:actin filament binding, C:apical dendrite, F:protein homodimerization activity, C:extracellular vesicular exosome, P:cilium assembly, C:trans-Golgi network, C:Myb complex, P:protein localization to cell surface, P:positive regulation of I-kappaB kinase/NF-kappaB signaling, C:actin cytoskeleton, C:neuronal cell body, P:cell junction assembly, P:protein stabilization, F:Fc-gamma receptor I complex binding"
"238";238;"P07954";"FUMH_HUMAN";"F:fumarate hydratase activity, P:homeostasis of number of cells within a tissue, C:tricarboxylic acid cycle enzyme complex, C:extracellular vesicular exosome, P:fumarate metabolic process, C:mitochondrial matrix, P:tricarboxylic acid cycle"
"241";241;"Q13283";"G3BP1_HUMAN";"C:cytoplasm, F:ATP-dependent DNA helicase activity, P:transport, P:nucleic acid phosphodiester bond hydrolysis, C:plasma membrane, F:mRNA binding, F:ATP-dependent RNA helicase activity, F:ATP binding, C:cytosol, F:endonuclease activity, C:cytoplasmic stress granule, C:nucleus, P:Ras protein signal transduction, P:negative regulation of canonical Wnt signaling pathway, F:DNA binding"
"242";242;"P04406";"G3P_HUMAN";"C:perinuclear region of cytoplasm, P:small molecule metabolic process, P:negative regulation of translation, F:NAD binding, P:microtubule cytoskeleton organization, F:microtubule binding, P:peptidyl-cysteine S-trans-nitrosylation, C:extracellular vesicular exosome, P:protein stabilization, F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, C:lipid particle, C:nucleus, C:GAIT complex, P:neuron apoptotic process, C:cytosol, P:cellular response to interferon-gamma, C:ribonucleoprotein complex, C:microtubule cytoskeleton, P:glycolysis, F:peptidyl-cysteine S-nitrosylase activity, P:gluconeogenesis, F:NADP binding, C:plasma membrane"
"243";243;"P06744";"G6PI_HUMAN";"P:glycolysis, C:neuron projection, C:cytosol, F:glucose-6-phosphate isomerase activity, P:aldehyde catabolic process, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, F:monosaccharide binding, P:angiogenesis, P:methylglyoxal biosynthetic process, P:glucose 6-phosphate metabolic process, P:hemostasis, C:nucleus, P:negative regulation of neuron apoptotic process, C:extracellular space, P:gluconeogenesis, C:extracellular vesicular exosome, F:intramolecular transferase activity, P:learning or memory, P:humoral immune response, P:small molecule metabolic process, C:plasma membrane"
