"";"Protein.Acs";"X.1";"X";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc";"Go.Mf"
"189";"P11279";396;396;"P11279";"LAMP1_HUMAN";"Lysosome-associated membrane glycoprotein 1";"LAMP1";2;2;"8.80478904251305E-5";2;0;2;0;"1.76987155425282E-4";"0";0;"lysosome, multivesicular body, endosome membrane, melanosome, extracellular vesicular exosome, cytolytic granule, late endosome, external side of plasma membrane, dendrite, sarcolemma, alveolar lamellar body, integral component of plasma membrane, neuronal cell body, lysosomal membrane";9,87654320987654e-05;"enzyme binding, protein binding"
"190";"P11362";397;397;"P11362-5";"FGFR1_HUMAN";"Fibroblast growth factor receptor 1";"FGFR1";1;1;"2.41199804938332E-5";1;0;1;0;"0";"0";2;"cytosol, cytoplasmic membrane-bounded vesicle, receptor complex, nucleus, extracellular region, integral component of plasma membrane";4,93827160493827e-05;"ATP binding, protein homodimerization activity, protein tyrosine kinase activity, heparin binding, fibroblast growth factor-activated receptor activity, identical protein binding, fibroblast growth factor binding, protein binding"
"191";"P11532";401;401;"P11532-6";"DMD_HUMAN";"Dystrophin";"DMD";1;1;"7.47272122943272E-6";0;1;0;1;"0";"0";2;"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft";4,93827160493827e-05;"dystroglycan binding, structural constituent of muscle, actin binding, protein binding, nitric-oxide synthase binding, zinc ion binding, myosin binding, calcium ion binding, vinculin binding, structural constituent of cytoskeleton"
"192";"P11532";403;403;"P11532-3";"DMD_HUMAN";"Dystrophin";"DMD";1;1;"7.47272122943272E-6";0;1;0;1;"0";"0";2;"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft";4,93827160493827e-05;"dystroglycan binding, structural constituent of muscle, actin binding, protein binding, nitric-oxide synthase binding, zinc ion binding, myosin binding, calcium ion binding, vinculin binding, structural constituent of cytoskeleton"
"193";"P11532";400;400;"P11532-2";"DMD_HUMAN";"Dystrophin";"DMD";1;1;"7.47272122943272E-6";0;1;0;1;"0";"0";2;"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft";4,93827160493827e-05;"dystroglycan binding, structural constituent of muscle, actin binding, protein binding, nitric-oxide synthase binding, zinc ion binding, myosin binding, calcium ion binding, vinculin binding, structural constituent of cytoskeleton"
"194";"P11532";402;402;"P11532-4";"DMD_HUMAN";"Dystrophin";"DMD";1;1;"7.47272122943272E-6";0;1;0;1;"0";"0";2;"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft";4,93827160493827e-05;"dystroglycan binding, structural constituent of muscle, actin binding, protein binding, nitric-oxide synthase binding, zinc ion binding, myosin binding, calcium ion binding, vinculin binding, structural constituent of cytoskeleton"
"195";"P11586";404;404;"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";22;67;"0.00131549198427151";21;14;41;26;"0.00161815475738291";"0.00213566058851629";0;"extracellular vesicular exosome, mitochondrion, cytosol";0,00330864197530864;"methenyltetrahydrofolate cyclohydrolase activity, formate-tetrahydrofolate ligase activity, methylenetetrahydrofolate dehydrogenase (NADP+) activity, methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, ATP binding"
"196";"P11717";405;405;"P11717";"MPRI_HUMAN";"Cation-independent mannose-6-phosphate receptor";"IGF2R";2;2;"1.47394501434281E-5";2;0;2;0;"2.96281187524458E-5";"0";0;"nuclear envelope lumen, extracellular vesicular exosome, endosome, late endosome, lysosomal membrane, clathrin coat, integral component of plasma membrane, extracellular space, trans-Golgi network transport vesicle, perinuclear region of cytoplasm, cell surface, endocytic vesicle";9,87654320987654e-05;"retinoic acid binding, protein binding, glycoprotein binding, identical protein binding, mannose binding, phosphoprotein binding, transporter activity, receptor activity, G-protein coupled receptor activity, insulin-like growth factor-activated receptor activity"
"197";"P12004";408;408;"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";4;7;"4.9235975507846E-4";4;0;7;0;"9.89704035797696E-4";"0";0;"extracellular vesicular exosome, PCNA complex, nucleoplasm, microtubule cytoskeleton, cytoplasm, DNA replication factor C complex, nuclear replication fork, PCNA-p21 complex";0,000345679012345679;"identical protein binding, DNA polymerase binding, dinucleotide insertion or deletion binding, purine-specific mismatch base pair DNA N-glycosylase activity, protein binding, DNA polymerase processivity factor activity, MutLalpha complex binding, receptor tyrosine kinase binding"
"198";"P12268";412;412;"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";6;10;"3.57159244234236E-4";4;3;7;3;"5.02553994831126E-4";"4.48258601525606E-4";0;"nucleus, peroxisomal membrane, extracellular vesicular exosome, cytosol";0,000493827160493827;"adenyl nucleotide binding, IMP dehydrogenase activity, DNA binding, nucleotide binding, RNA binding, metal ion binding"
"199";"P12814";414;414;"P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";2;2;"6.50522851880362E-5";1;1;1;1;"0";"0";7;"fascia adherens, ruffle, pseudopodium, Z disc, plasma membrane, extracellular vesicular exosome, focal adhesion, cytosol, nucleus, cytoskeleton, platelet alpha granule lumen, dendritic spine";9,87654320987654e-05;"ion channel binding, double-stranded RNA binding, protein binding, integrin binding, calcium ion binding, vinculin binding"
"200";"P12830";415;415;"P12830";"CADH1_HUMAN";"Cadherin-1";"CDH1";3;3;"6.24421263729242E-5";0;3;0;3;"0";"2.61230069369797E-4";0;"lateral loop, trans-Golgi network, axon terminus, integral component of membrane, apical part of cell, apical junction complex, cytoplasmic side of plasma membrane, basolateral plasma membrane, node of Ranvier, focal adhesion, actin cytoskeleton, Golgi apparatus, cell-cell adherens junction, cell surface, perinuclear region of cytoplasm, Schmidt-Lanterman incisure, aggresome, lateral plasma membrane, endosome, catenin complex";0,000148148148148148;"cell adhesion molecule binding, gamma-catenin binding, GTPase activating protein binding, protein binding, calcium ion binding, ankyrin binding, beta-catenin binding, glycoprotein binding"
"201";"P13164";419;419;"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";2;12;"5.64861081650453E-4";2;1;8;4;"7.56960449357359E-4";"7.87709132253543E-4";0;"plasma membrane, integral component of membrane";0,000592592592592593;"receptor signaling protein activity, protein binding"
"202";"P13591";420;420;"P13591-4";"NCAM1_HUMAN";"Neural cell adhesion molecule 1";"NCAM1";1;1;"5.34906327320504E-5";0;1;0;1;"0";"0";3;"anchored component of membrane, extracellular region, external side of plasma membrane, Golgi membrane, integral component of membrane";4,93827160493827e-05;"identical protein binding"
"203";"P13598";421;421;"P13598";"ICAM2_HUMAN";"Intercellular adhesion molecule 2";"ICAM2";2;4;"2.67025238598396E-4";2;0;4;0;"5.36753773180673E-4";"0";0;"uropod, integral component of plasma membrane";0,000197530864197531;"integrin binding"
"204";"P13611";423;423;"P13611-2";"CSPG2_HUMAN";"Versican core protein";"VCAN";1;1;"1.08115342483155E-5";1;0;1;0;"0";"0";2;"extracellular space, Golgi lumen, proteinaceous extracellular matrix, lysosomal lumen";4,93827160493827e-05;"carbohydrate binding, hyaluronic acid binding, calcium ion binding, protein binding, glycosaminoglycan binding"
"205";"P13611";422;422;"P13611-1";"CSPG2_HUMAN";"Versican core protein";"VCAN";1;1;"1.08115342483155E-5";1;0;1;0;"0";"0";2;"extracellular space, Golgi lumen, proteinaceous extracellular matrix, lysosomal lumen";4,93827160493827e-05;"carbohydrate binding, hyaluronic acid binding, calcium ion binding, protein binding, glycosaminoglycan binding"
"206";"P13612";424;424;"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";23;58;"0.00103174722762704";23;0;58;0;"0.00207393960325381";"0";0;"extracellular vesicular exosome, integrin complex, plasma membrane, external side of plasma membrane, cell surface";0,0028641975308642;"cell adhesion molecule binding, metal ion binding, protein binding"
"207";"P13639";425;425;"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";35;117;"0.00252355001195561";30;18;79;38;"0.00339772019881996";"0.00348245866369667";1;"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol";0,00577777777777778;"GTPase activity, translation activator activity, translation elongation factor activity, GTP binding, poly(A) RNA binding, protein kinase binding"
"208";"P13645";426;426;"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";25;173;"0.00619054006134928";23;18;86;87;"0.00617323373132302";"0.013119024406972";28;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome";0,00854320987654321;"structural constituent of epidermis"
"209";"P13646";427;427;"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";1;1;"4.72949823069647E-5";1;0;1;0;"0";"0";44;"extracellular vesicular exosome, keratin filament";4,93827160493827e-05;"structural molecule activity"
"210";"P13647";428;428;"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";14;44;"0.0017892999299902";11;10;20;24;"0.00156737320652719";"0.00420955246484559";37;"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion";0,00217283950617284;"structural constituent of cytoskeleton, scaffold protein binding, protein binding"
"211";"P13987";435;435;"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";3;6;"8.60530554076862E-4";3;0;6;0;"0.00172977290185178";"0";0;"anchored component of external side of plasma membrane, sarcolemma, extracellular vesicular exosome, compact myelin, extracellular space";0,000296296296296296;"complement binding, protein binding"
"212";"P14174";438;438;"P14174";"MIF_HUMAN";"Macrophage migration inhibitory factor";"MIF";1;1;"1.59634653509911E-4";0;1;0;1;"0";"6.67840351258439E-4";0;"cytoplasm, cell surface, extracellular vesicular exosome, extracellular space";4,93827160493827e-05;"dopachrome isomerase activity, receptor binding, chemoattractant activity, protein binding, phenylpyruvate tautomerase activity, cytokine receptor binding, cytokine activity"
"213";"P14317";441;441;"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";2;2;"7.55472640067478E-5";0;2;0;2;"0";"3.16056133311607E-4";0;"plasma membrane, transcription factor complex, mitochondrion, cytoplasm, nucleus";9,87654320987654e-05;"protein binding, RNA polymerase II transcription factor binding, protein kinase binding"
"214";"P14618";443;443;"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";29;267;"0.00974558277662397";29;22;164;103;"0";"0";15;"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium";0,0131851851851852;"ATP binding, pyruvate kinase activity, protein binding, MHC class II protein complex binding, magnesium ion binding, poly(A) RNA binding, potassium ion binding"
"215";"P14625";444;444;"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";30;83;"0.00201705438901887";27;13;55;28;"0.00259150994832657";"0.00301276671535952";8;"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane";0,00409876543209877;"low-density lipoprotein particle receptor binding, RNA binding, calcium ion binding, ATP binding, protein binding, virion binding, protein phosphatase binding"
"216";"P14866";446;446;"P14866-1";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";17;45;"0.00140256253296059";17;3;41;4;"0";"0";0;"extracellular vesicular exosome, pronucleus, ribonucleoprotein complex, cytoplasm, nucleoplasm";0,00222222222222222;"RNA binding, transcription regulatory region DNA binding, nucleotide binding, poly(A) RNA binding, protein binding"
"217";"P14868";447;447;"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";15;55;"0.00201534767155725";14;12;27;28;"0.00198872094105114";"0.00429230724760913";0;"extracellular vesicular exosome, cytosol";0,00271604938271605;"protein binding, aminoacylase activity, aspartate-tRNA ligase activity, ATP binding, poly(A) RNA binding"
"218";"P14923";448;448;"P14923";"PLAK_HUMAN";"Junction plakoglobin";"JUP";9;20;"4.92831816205093E-4";9;2;18;2;"8.9158764337058E-4";"2.06178900388511E-4";0;"cytosol, gamma-catenin-TCF7L2 complex, cytoplasmic side of plasma membrane, intermediate filament, fascia adherens, apicolateral plasma membrane, actin cytoskeleton, lateral plasma membrane, extracellular vesicular exosome, zonula adherens, desmosome, protein-DNA complex, catenin complex, basolateral plasma membrane, Z disc";0,000987654320987654;"protein homodimerization activity, structural molecule activity, protein binding, protein phosphatase binding, protein kinase binding, alpha-catenin binding, cadherin binding, structural constituent of cell wall, transcription coactivator activity"
"219";"P15144";449;449;"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";4;8;"1.51875782036316E-4";4;0;8;0;"3.0528911608001E-4";"0";0;"external side of plasma membrane, cytosol, endoplasmic reticulum-Golgi intermediate compartment, extracellular vesicular exosome, integral component of plasma membrane, lysosomal membrane";0,000395061728395062;"metallopeptidase activity, aminopeptidase activity, receptor activity, virus receptor activity, zinc ion binding"
"220";"P15151";450;450;"P15151-1,P15151-2,P15151-3";"PVR_HUMAN";"Poliovirus receptor";"PVR";3;5;"7.33732420209421E-5";3;0;5;0;"0";"0";0;"plasma membrane, extracellular space, cell surface, cytoplasm, nucleus, integral component of membrane, cell junction";0,000246913580246914;"protein binding, cell adhesion molecule binding, receptor activity, virus receptor activity"
"221";"P15311";451;451;"P15311";"EZRI_HUMAN";"Ezrin";"EZR";7;9;"3.2920252897207E-4";7;0;9;0;"6.69353101246163E-4";"0";30;"cortical cytoskeleton, astrocyte projection, Schwann cell microvillus, nucleolus, cytosol, actin filament, uropod, microvillus, T-tubule, cell body, microspike, extracellular vesicular exosome, extrinsic component of membrane, ruffle membrane, ruffle, filopodium, microvillus membrane, apical plasma membrane, membrane raft, basolateral plasma membrane, cell tip, apical part of cell";0,000444444444444444;"poly(A) RNA binding, cell adhesion molecule binding, actin filament binding, protein binding"
