"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P53985"	"P53985"	"MOT1_HUMAN"	"Monocarboxylate transporter 1"	"SLC16A1"	5	17	0.000699414043439537	5	0	0	0	17	0	0	0	0.00140515166797359	0	0	0	0	"leukocyte migration;pyruvate metabolic process;blood coagulation"	"integral to membrane;plasma membrane;mitochondrion"	"symporter activity;secondary active monocarboxylate transmembrane transporter activity;mevalonate transmembrane transporter activity"
"P53999"	"P53999"	"TCP4_HUMAN"	"Activated RNA polymerase II transcriptional coactivator p15"	"SUB1"	5	12	0.00194371665615434	4	0	3	0	7	0	5	0	0.00227792072158757	0	0.00333311969145356	0	0	"transcription;regulation of transcription from RNA polymerase II promoter"	"nucleolus;transcription factor complex"	"transcription coactivator activity;single-stranded DNA binding"
"P59998"	"P59998"	"ARPC4_HUMAN"	"Actin-related protein 2/3 complex subunit 4"	"ARPC4"	5	17	0.00208158941499862	3	0	5	0	7	0	10	0	0.00172199959310489	0	0.00503935953350717	0	0	"actin nucleation;Fc-gamma receptor signaling pathway involved in phagocytosis;Arp2/3 complex-mediated actin nucleation;actin filament polymerization;innate immune response"	"Arp2/3 protein complex;cytosol;cell projection"	""
"P60709,P63261"	"P60709, P63261"	"ACTB_HUMAN, ACTG_HUMAN"	"Actin, cytoplasmic 1, Actin, cytoplasmic 2"	"ACTB, ACTG1"	7	36	0.00200480435819366	7	1	3	0	21	2	13	0	0.00200581509713706	0.00450480387810947	0.00264275871253666	0	57	"adherens junction organization;cellular membrane organization;Fc-gamma receptor signaling pathway involved in phagocytosis;innate immune response;cell junction assembly;'de novo' posttranslational protein folding;axon guidance;blood coagulation;cellular component movement;sarcomere organization"	"MLL5-L complex;axon;cytoskeleton;extracellular vesicular exosome;cortical cytoskeleton;postsynaptic density;NuA4 histone acetyltransferase complex;cytosol;ribonucleoprotein complex;myofibril;filamentous actin"	"ATP binding;structural constituent of cytoskeleton"
"P62191"	"P62191"	"PRS4_HUMAN"	"26S protease regulatory subunit 4"	"PSMC1"	5	15	0.00080517808031141	3	0	5	0	5	0	10	0	0.000516599877931467	0	0.00226366952307274	0	4	"gene expression;regulation of apoptotic process;viral reproduction;mRNA metabolic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;protein polyubiquitination;regulation of cellular amino acid metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;G1/S transition of mitotic cell cycle;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;DNA damage response;apoptotic process;S phase of mitotic cell cycle;M phase of mitotic cell cycle;mitotic anaphase"	"nucleoplasm;cytosol;proteasome accessory complex"	"ATPase activity;ATP binding"
"P62263"	"P62263"	"RS14_HUMAN"	"40S ribosomal protein S14"	"RPS14"	5	35	0.00476811287892166	5	2	5	0	16	2	17	0	0.00437912479306144	0.00803199876382229	0.00953139789913675	0	0	"maturation of SSU-rRNA;viral transcription;ribosomal small subunit assembly;translational termination;SRP-dependent cotranslational protein targeting to membrane;nuclear-transcribed mRNA catabolic process;translational initiation;erythrocyte differentiation;negative regulation of transcription from RNA polymerase II promoter;translational elongation"	"cytosolic small ribosomal subunit;mitochondrion;nucleolus"	"mRNA 5'-UTR binding;translation regulator activity;structural constituent of ribosome"
"P62316"	"P62316"	"SMD2_HUMAN"	"Small nuclear ribonucleoprotein Sm D2"	"SNRPD2"	5	18	0.00313794934743561	5	0	4	0	10	0	8	0	0.00350237205377265	0	0.00573974509579122	0	0	"spliceosomal snRNP assembly;spliceosomal complex assembly;ncRNA metabolic process"	"nucleoplasm;U12-type spliceosomal complex;cytosol;catalytic step 2 spliceosome;small nuclear ribonucleoprotein complex"	""
"P62826"	"P62826"	"RAN_HUMAN"	"GTP-binding nuclear protein Ran"	"RAN"	5	14	0.00133330563836513	5	0	3	0	9	0	5	0	0.00172199959310489	0	0.00195975092969723	0	0	"DNA metabolic process;viral infectious cycle;intracellular transport of viral material;RNA export from nucleus;small GTPase mediated signal transduction;gene expression;positive regulation of transcription;protein export from nucleus;cell division;androgen receptor signaling pathway;mitosis;mitotic spindle organization;positive regulation of protein binding"	"melanosome;nucleoplasm;nuclear pore;cytosol"	"androgen receptor binding;transcription coactivator activity;GTPase activity;GTP binding;chromatin binding"
"P62847-1,P62847-2,P62847-3"	"P62847-[1-3]"	"RS24_HUMAN"	"40S ribosomal protein S24"	"RPS24"	5	13	0.000670233124333922	5	0	2	0	9	0	4	0	0	0	0	0	0	"translational elongation;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;viral transcription;translational termination;translational initiation;erythrocyte homeostasis"	"cytosolic small ribosomal subunit;nucleolus"	"nucleotide binding;translation initiation factor binding;structural constituent of ribosome"
"P62851"	"P62851"	"RS25_HUMAN"	"40S ribosomal protein S25"	"RPS25"	5	19	0.00312679219420028	5	0	4	0	11	0	8	0	0.00363686314063752	0	0.00541831937042691	0	0	"viral transcription;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;translational elongation;translational termination;ribosomal small subunit assembly;translational initiation"	"cytosolic small ribosomal subunit;nucleolus"	"RNA binding;structural constituent of ribosome"
"P62937"	"P62937"	"PPIA_HUMAN"	"Peptidyl-prolyl cis-trans isomerase A"	"PPIA"	6	16	0.00199476376025536	5	0	3	0	10	0	6	0	0.00250472668087984	0	0.00307859055137893	0	0	"leukocyte migration;positive regulation of viral genome replication;entry into host cell;platelet activation;uncoating of virus;platelet degranulation;positive regulation of protein secretion;establishment of integrated proviral latency;lipid particle organization;RNA-dependent DNA replication;viral release from host cell;protein folding"	"nucleus;extracellular region;cytosol"	"unfolded protein binding;virion binding;peptide binding;peptidyl-prolyl cis-trans isomerase activity"
"P63104"	"P63104"	"1433Z_HUMAN"	"14-3-3 protein zeta/delta"	"YWHAZ"	5	12	0.0013863702806948	5	0	2	0	6	0	6	0	0.0014705930591037	0	0.00266959012598565	0	12	"histamine secretion by mast cell;negative regulation of apoptotic process;platelet activation;protein targeting to mitochondrion;mRNA metabolic process;intrinsic apoptotic signaling pathway;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;cellular membrane organization;gene expression"	"postsynaptic density;cytoplasmic vesicle membrane;melanosome;mitochondrion;perinuclear region of cytoplasm;protein complex;cell leading edge;cytosol;nucleoplasm"	""
"P78344-1,P78344-2"	"P78344-[1,2]"	"IF4G2_HUMAN"	"Eukaryotic translation initiation factor 4 gamma 2"	"EIF4G2"	5	12	0.000136081596103419	2	0	5	0	3	0	9	0	0	0	0	0	0	"RNA metabolic process;regulation of translational initiation;cell cycle arrest;cell death;cytokine-mediated signaling pathway"	"eukaryotic translation initiation factor 4F complex;cytosol"	"DNA binding;translation initiation factor activity"
"Q00059"	"Q00059"	"TFAM_HUMAN"	"Transcription factor A, mitochondrial"	"TFAM"	5	6	0.000501731738478865	5	0	0	0	6	0	0	0	0.0010079997618175	0	0	0	0	"regulation of transcription from RNA polymerase I promoter;DNA-dependent DNA replication;positive regulation of transcription;transcription initiation from mitochondrial promoter;mitochondrial respiratory chain complex assembly"	"mitochondrial nucleoid"	"mitochondrial light strand promoter sense binding;DNA binding;sequence-specific DNA binding transcription factor activity;chromatin binding"
"Q04837"	"Q04837"	"SSBP_HUMAN"	"Single-stranded DNA-binding protein, mitochondrial"	"SSBP1"	5	18	0.00250187853376623	4	0	5	0	9	0	9	0	0.00251318859534227	0	0.00514831865855598	0	0	"DNA replication;positive regulation of helicase activity;mitochondrion morphogenesis"	"mitochondrial nucleoid"	"chromatin binding;single-stranded DNA binding"
"Q06187"	"Q06187"	"BTK_HUMAN"	"Tyrosine-protein kinase BTK"	"BTK"	5	9	0.000316056734349072	5	0	2	0	7	0	2	0	0.00050170549601842	0	0.000256938513392779	0	2	"regulation of B cell apoptotic process;innate immune response;transcription;toll-like receptor 2 signaling pathway;toll-like receptor TLR1:TLR2 signaling pathway;I-kappaB kinase/NF-kappaB cascade;positive regulation of NF-kappaB transcription factor activity;MyD88-dependent toll-like receptor signaling pathway;B cell receptor signaling pathway;B cell activation;toll-like receptor TLR6:TLR2 signaling pathway;toll-like receptor 4 signaling pathway;adaptive immune response;peptidyl-tyrosine phosphorylation;mesoderm development;positive regulation of B cell differentiation;apoptotic signaling pathway;calcium-mediated signaling;cell maturation;regulation of B cell cytokine production"	"plasma membrane;cytosol;cytoplasmic vesicle;membrane raft;nucleus"	"ATP binding;phosphatidylinositol-3;non-membrane spanning protein tyrosine kinase activity;metal ion binding"
"Q07020"	"Q07020"	"RL18_HUMAN"	"60S ribosomal protein L18"	"RPL18"	5	12	0.00131304263474256	3	0	4	1	5	0	6	1	0.00109914867644993	0	0.0027019544732847	0.00362823843231719	0	"viral transcription;nuclear-transcribed mRNA catabolic process;translational elongation;translational termination;SRP-dependent cotranslational protein targeting to membrane;translational initiation"	"cytosolic large ribosomal subunit"	"structural constituent of ribosome;RNA binding"
"Q07021"	"Q07021"	"C1QBP_HUMAN"	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	"C1QBP"	5	16	0.00116714900866005	4	0	4	0	8	0	8	0	0.00117242525487992	0	0.0024017373095864	0	0	"positive regulation of dendritic cell chemotaxis;blood coagulation;positive regulation of protein kinase B signaling cascade;negative regulation of defense response to virus;negative regulation of interferon-gamma production;RNA splicing;regulation of complement activation;immune response;negative regulation of RIG-I signaling pathway;negative regulation of transcription from RNA polymerase II promoter;negative regulation of mRNA splicing;positive regulation of apoptotic process;apoptotic process;positive regulation of trophoblast cell migration;mature ribosome assembly;transcription;complement activation;mRNA processing;positive regulation of mitochondrial translation;positive regulation of substrate adhesion-dependent cell spreading;positive regulation of neutrophil chemotaxis;negative regulation of MDA-5 signaling pathway;innate immune response;negative regulation of interleukin-12 production;phosphatidylinositol 3-kinase cascade;virus-host interaction"	"plasma membrane;nucleus;mitochondrial matrix;extracellular space;cell surface;cytosol;mitochondrion;nucleolus"	"mRNA binding;transcription corepressor activity;mitochondrial ribosome binding;kininogen binding;complement component C1q binding;hyaluronic acid binding;adrenergic receptor binding;transcription factor binding"
"Q13162"	"Q13162"	"PRDX4_HUMAN"	"Peroxiredoxin-4"	"PRDX4"	5	8	0.000639649338620632	5	0	0	0	8	0	0	0	0.00130319727676774	0	0	0	4	"reactive oxygen species metabolic process;I-kappaB phosphorylation"	"mitochondrion;extracellular space"	"thioredoxin peroxidase activity"
"Q13242"	"Q13242"	"SRSF9_HUMAN"	"Serine/arginine-rich splicing factor 9"	"SRSF9"	5	7	0.000651570176214634	5	0	0	0	7	0	0	0	0.00130903136489421	0	0	0	0	"termination of RNA polymerase II transcription;mRNA export from nucleus;negative regulation of mRNA splicing;mRNA 3'-end processing;mRNA splice site selection"	"nucleoplasm;nucleolus"	"RNA binding;nucleotide binding"
"Q14739"	"Q14739"	"LBR_HUMAN"	"Lamin-B receptor"	"LBR"	5	8	0.000267590260522061	5	0	0	0	8	0	0	0	0.000537599872969331	0	0	0	0	"cholesterol biosynthetic process"	"integral to nuclear inner membrane;mitochondrion"	"DNA binding;oxidoreductase activity;lamin binding"
"Q15392"	"Q15392"	"DHC24_HUMAN"	"Delta(24)-sterol reductase"	"DHCR24"	5	7	0.000279063970820609	5	0	0	0	7	0	0	0	0.00056065103031322	0	0	0	0	"regulation of neuron death;protein localization;skin development;response to hormone stimulus;Ras protein signal transduction;male genitalia development;cell cycle arrest;response to oxidative stress;negative regulation of apoptotic process;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;amyloid precursor protein catabolic process;plasminogen activation;negative regulation of cell proliferation;cellular membrane organization;cholesterol biosynthetic process"	"integral to membrane;nucleus;cytosol;Golgi membrane;endoplasmic reticulum membrane;cytoskeleton"	"delta24-sterol reductase activity;UDP-N-acetylmuramate dehydrogenase activity;oxidoreductase activity;peptide antigen binding;flavin adenine dinucleotide binding"
"Q15424"	"Q15424"	"SAFB1_HUMAN"	"Scaffold attachment factor B1"	"SAFB"	8	16	0.000359711497750967	8	0	0	0	16	0	0	0	0.000722675239073527	0	0	0	0	"hormone metabolic process;growth;chromatin organization;transcription;positive regulation of transcription from RNA polymerase II promoter;intracellular estrogen receptor signaling pathway"	"nucleus"	"nucleotide binding;core promoter binding;chromatin binding;RNA binding;double-stranded DNA binding"
"Q7L1Q6-1,Q7L1Q6-2,Q7L1Q6-3,Q7L1Q6-4"	"Q7L1Q6-[1-4]"	"BZW1_HUMAN"	"Basic leucine zipper and W2 domain-containing protein 1"	"BZW1"	5	7	0.000120283897685446	5	0	0	0	7	0	0	0	0	0	0	0	4	"regulation of transcription;transcription"	"cytoplasm"	""
"Q8NE71-1,Q8NE71-2"	"Q8NE71-[1,2]"	"ABCF1_HUMAN"	"ATP-binding cassette sub-family F member 1"	"ABCF1"	5	10	0.000121721901051086	2	0	4	0	2	0	8	0	0	0	0	0	0	"translational initiation;ATP catabolic process;inflammatory response"	"polysomal ribosome;ribosome;nuclear envelope;nucleoplasm"	"ATP binding;translation activator activity;translation factor activity;ATPase activity;ribosome binding"
"Q92896-1,Q92896-2,Q92896-3"	"Q92896-[1-3]"	"GSLG1_HUMAN"	"Golgi apparatus protein 1"	"GLG1"	5	7	4.07116225455002e-05	5	0	0	0	7	0	0	0	0	0	0	0	0	"negative regulation of transforming growth factor beta receptor signaling pathway;regulation of chondrocyte differentiation;negative regulation of protein processing;bone morphogenesis"	"extracellular matrix;integral to membrane;Golgi membrane"	"receptor binding"
"Q969P0-1,Q969P0-3"	"Q969P0-[1,3]"	"IGSF8_HUMAN"	"Immunoglobulin superfamily member 8"	"IGSF8"	5	9	0.000151010612967945	5	0	0	0	9	0	0	0	0	0	0	0	0	"cellular component movement;single fertilization;skeletal muscle tissue development;cell proliferation;nervous system development"	"integral to membrane;plasma membrane"	""
"Q96A26"	"Q96A26"	"F162A_HUMAN"	"Protein FAM162A"	"FAM162A"	5	15	0.00200366895561365	5	0	2	0	11	0	4	0	0.00295199930246552	0	0.00219899325098495	0	0	"neuron apoptotic process;activation of cysteine-type endopeptidase activity involved in apoptotic process;cellular response to hypoxia;positive regulation of apoptotic process;transformed cell apoptotic process;positive regulation of release of cytochrome c from mitochondria"	"integral to membrane;mitochondrion"	""
"Q99436"	"Q99436"	"PSB7_HUMAN"	"Proteasome subunit beta type-7"	"PSMB7"	5	15	0.00111395313777798	4	0	3	0	9	0	6	0	0.00134278668632006	0	0.00183381747645315	0	0	"regulation of apoptotic process;mRNA metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;gene expression;S phase of mitotic cell cycle;M phase of mitotic cell cycle;small molecule metabolic process;virus-host interaction;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;DNA damage response;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;apoptotic process;protein polyubiquitination;viral reproduction;antigen processing and presentation of exogenous peptide antigen via MHC class I;mitotic anaphase;G1/S transition of mitotic cell cycle;regulation of cellular amino acid metabolic process"	"proteasome core complex;nucleoplasm;cytosol"	"threonine-type endopeptidase activity"
"Q99536"	"Q99536"	"VAT1_HUMAN"	"Synaptic vesicle membrane protein VAT-1 homolog"	"VAT1"	5	9	0.000471091632312216	5	0	0	0	9	0	0	0	0.000946442524454595	0	0	0	0	"negative regulation of mitochondrial fusion"	"mitochondrial outer membrane;integral to membrane"	"zinc ion binding;oxidoreductase activity"
"Q9NSI8-1,Q9NSI8-3"	"Q9NSI8-[1,3]"	"SAMN1_HUMAN"	"SAM domain-containing protein SAMSN-1"	"SAMSN1"	6	11	0.000303325756104515	6	0	0	0	11	0	0	0	0	0	0	0	0	"negative regulation of peptidyl-tyrosine phosphorylation;negative regulation of B cell activation;negative regulation of adaptive immune response"	"ruffle;cytosol;nucleus"	"phosphotyrosine binding"
"Q9UBB4-1,Q9UBB4-2"	"Q9UBB4-[1,2]"	"ATX10_HUMAN"	"Ataxin-10"	"ATXN10"	5	7	0.000151575798887825	5	0	0	0	7	0	0	0	0	0	0	0	0	"neuron projection development;cell death"	"cytosol;perinuclear region of cytoplasm;dendrite;neuronal cell body"	""
"Q9UI08-1,Q9UI08-2"	"Q9UI08-[1,2]"	"EVL_HUMAN"	"Ena/VASP-like protein"	"EVL"	5	6	0.00014834856690601	5	0	0	0	6	0	0	0	0	0	0	0	0	"axon guidance;actin polymerization or depolymerization;protein homotetramerization;cell surface receptor signaling pathway;organ morphogenesis"	"cytosol;lamellipodium;focal adhesion;cytoskeleton"	"profilin binding;SH3 domain binding"
