"";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc"
"394";"P11177";"P11177-1,P11177-2";"ODPB_HUMAN";"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial";"PDHB";"6";"15";"3.83523366719493E-4";"3";"5";"5";"10";"0";"0";"0";"mitochondrial matrix, pyruvate dehydrogenase complex"
"395";"P11233";"P11233";"RALA_HUMAN";"Ras-related protein Ral-A";"RALA";"4";"7";"6.23815029492611E-4";"4";"0";"7";"0";"0.00125394540457863";"0";"0";"cytoplasmic vesicle membrane, extracellular vesicular exosome, midbody, cell surface, plasma membrane, cleavage furrow"
"396";"P11279";"P11279";"LAMP1_HUMAN";"Lysosome-associated membrane glycoprotein 1";"LAMP1";"2";"2";"8.80478904251305E-5";"2";"0";"2";"0";"1.76987155425282E-4";"0";"0";"lysosome, multivesicular body, endosome membrane, melanosome, extracellular vesicular exosome, cytolytic granule, late endosome, external side of plasma membrane, dendrite, sarcolemma, alveolar lamellar body, integral component of plasma membrane, neuronal cell body, lysosomal membrane"
"397";"P11362";"P11362-5";"FGFR1_HUMAN";"Fibroblast growth factor receptor 1";"FGFR1";"1";"1";"2.41199804938332E-5";"1";"0";"1";"0";"0";"0";"2";"cytosol, cytoplasmic membrane-bounded vesicle, receptor complex, nucleus, extracellular region, integral component of plasma membrane"
"398";"P11388";"P11388-4";"TOP2A_HUMAN";"DNA topoisomerase 2-alpha";"TOP2A";"1";"1";"3.66265840010863E-5";"1";"0";"1";"0";"0";"0";"13";"synaptonemal complex, cytoplasm, nucleolus, nucleoplasm, DNA topoisomerase complex (ATP-hydrolyzing)"
"399";"P11388";"P11388-3";"TOP2A_HUMAN";"DNA topoisomerase 2-alpha";"TOP2A";"2";"4";"1.46506336004345E-4";"2";"0";"4";"0";"0";"0";"13";"synaptonemal complex, cytoplasm, nucleolus, nucleoplasm, DNA topoisomerase complex (ATP-hydrolyzing)"
"400";"P11532";"P11532-2";"DMD_HUMAN";"Dystrophin";"DMD";"1";"1";"7.47272122943272E-6";"0";"1";"0";"1";"0";"0";"2";"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft"
"401";"P11532";"P11532-6";"DMD_HUMAN";"Dystrophin";"DMD";"1";"1";"7.47272122943272E-6";"0";"1";"0";"1";"0";"0";"2";"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft"
"402";"P11532";"P11532-4";"DMD_HUMAN";"Dystrophin";"DMD";"1";"1";"7.47272122943272E-6";"0";"1";"0";"1";"0";"0";"2";"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft"
"403";"P11532";"P11532-3";"DMD_HUMAN";"Dystrophin";"DMD";"1";"1";"7.47272122943272E-6";"0";"1";"0";"1";"0";"0";"2";"costamere, cell surface, syntrophin complex, Z disc, cytosol, postsynaptic membrane, nucleus, filopodium, cell-substrate junction, dystrophin-associated glycoprotein complex, cytoskeleton, sarcolemma, neuron projection terminus, membrane raft"
"404";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";"22";"67";"0.00131549198427151";"21";"14";"41";"26";"0.00161815475738291";"0.00213566058851629";"0";"extracellular vesicular exosome, mitochondrion, cytosol"
"405";"P11717";"P11717";"MPRI_HUMAN";"Cation-independent mannose-6-phosphate receptor";"IGF2R";"2";"2";"1.47394501434281E-5";"2";"0";"2";"0";"2.96281187524458E-5";"0";"0";"nuclear envelope lumen, extracellular vesicular exosome, endosome, late endosome, lysosomal membrane, clathrin coat, integral component of plasma membrane, extracellular space, trans-Golgi network transport vesicle, perinuclear region of cytoplasm, cell surface, endocytic vesicle"
"406";"P11908";"P11908-1,P11908-2";"PRPS2_HUMAN";"Ribose-phosphate pyrophosphokinase 2";"PRPS2";"1";"3";"1.20552806687793E-4";"1";"1";"2";"1";"0";"0";"2";"ribose phosphate diphosphokinase complex"
"407";"P11940";"P11940-1,P11940-2";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";"9";"26";"6.07010662813061E-4";"8";"6";"14";"12";"0";"0";"18";"cytosol, catalytic step 2 spliceosome, cytoplasmic stress granule"
"408";"P12004";"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";"4";"7";"4.9235975507846E-4";"4";"0";"7";"0";"9.89704035797696E-4";"0";"0";"extracellular vesicular exosome, PCNA complex, nucleoplasm, microtubule cytoskeleton, cytoplasm, DNA replication factor C complex, nuclear replication fork, PCNA-p21 complex"
"409";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";"3";"5";"2.11114408318588E-4";"3";"1";"3";"2";"2.62219097828529E-4";"3.54164059317002E-4";"26";"keratin filament"
"410";"P12036";"P12036-1,P12036-2";"NFH_HUMAN";"Neurofilament heavy polypeptide";"NEFH";"1";"1";"1.02490405001651E-5";"1";"0";"1";"0";"0";"0";"13";"neurofilament, mitochondrion"
"411";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";"3";"10";"0.00123207954051273";"3";"0";"10";"0";"0.00224076259577262";"0";"28";"integral component of membrane, mitochondrial inner membrane presequence translocase complex"
"412";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";"6";"10";"3.57159244234236E-4";"4";"3";"7";"3";"5.02553994831126E-4";"4.48258601525606E-4";"0";"nucleus, peroxisomal membrane, extracellular vesicular exosome, cytosol"
"413";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";"17";"31";"2.40836876751092E-4";"11";"10";"13";"18";"2.03014678281941E-4";"5.85031539189576E-4";"0";"extrinsic component of membrane, mitotic spindle, nuclear inclusion body, kinetochore, nucleoplasm, nuclear pore nuclear basket, nuclear membrane, nuclear periphery, cytoplasmic dynein complex"
"414";"P12814";"P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";"2";"2";"6.50522851880362E-5";"1";"1";"1";"1";"0";"0";"7";"fascia adherens, ruffle, pseudopodium, Z disc, plasma membrane, extracellular vesicular exosome, focal adhesion, cytosol, nucleus, cytoskeleton, platelet alpha granule lumen, dendritic spine"
"415";"P12830";"P12830";"CADH1_HUMAN";"Cadherin-1";"CDH1";"3";"3";"6.24421263729242E-5";"0";"3";"0";"3";"0";"2.61230069369797E-4";"0";"lateral loop, trans-Golgi network, axon terminus, integral component of membrane, apical part of cell, apical junction complex, cytoplasmic side of plasma membrane, basolateral plasma membrane, node of Ranvier, focal adhesion, actin cytoskeleton, Golgi apparatus, cell-cell adherens junction, cell surface, perinuclear region of cytoplasm, Schmidt-Lanterman incisure, aggresome, lateral plasma membrane, endosome, catenin complex"
"416";"P12882";"P12882";"MYH1_HUMAN";"Myosin-1";"MYH1";"1";"1";"1.26236789779197E-5";"0";"1";"0";"1";"0";"5.28118551794536E-5";"1";"muscle myosin complex, intercalated disc, focal adhesion, myosin filament, nucleolus, A band"
"417";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";"24";"86";"0.00259242483286209";"22";"14";"49";"37";"0.00296911210739309";"0.00466610951495018";"0";"membrane, Ku70:Ku80 complex, nonhomologous end joining complex, cytosol, nuclear telomere cap complex, nucleolus, transcription factor complex, nucleoplasm"
"418";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";"19";"62";"0.00155491131082741";"18";"8";"50";"12";"0.00252061625042153";"0.00125904328515935";"0";"nonhomologous end joining complex, Ku70:Ku80 complex, nuclear telomere cap complex, cytosol, nucleoplasm"
"419";"P13164";"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";"2";"12";"5.64861081650453E-4";"2";"1";"8";"4";"7.56960449357359E-4";"7.87709132253543E-4";"0";"plasma membrane, integral component of membrane"
"420";"P13591";"P13591-4";"NCAM1_HUMAN";"Neural cell adhesion molecule 1";"NCAM1";"1";"1";"5.34906327320504E-5";"0";"1";"0";"1";"0";"0";"3";"anchored component of membrane, extracellular region, external side of plasma membrane, Golgi membrane, integral component of membrane"
"421";"P13598";"P13598";"ICAM2_HUMAN";"Intercellular adhesion molecule 2";"ICAM2";"2";"4";"2.67025238598396E-4";"2";"0";"4";"0";"5.36753773180673E-4";"0";"0";"uropod, integral component of plasma membrane"
"422";"P13611";"P13611-1";"CSPG2_HUMAN";"Versican core protein";"VCAN";"1";"1";"1.08115342483155E-5";"1";"0";"1";"0";"0";"0";"2";"extracellular space, Golgi lumen, proteinaceous extracellular matrix, lysosomal lumen"
"423";"P13611";"P13611-2";"CSPG2_HUMAN";"Versican core protein";"VCAN";"1";"1";"1.08115342483155E-5";"1";"0";"1";"0";"0";"0";"2";"extracellular space, Golgi lumen, proteinaceous extracellular matrix, lysosomal lumen"
"424";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";"23";"58";"0.00103174722762704";"23";"0";"58";"0";"0.00207393960325381";"0";"0";"extracellular vesicular exosome, integrin complex, plasma membrane, external side of plasma membrane, cell surface"
"425";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";"35";"117";"0.00252355001195561";"30";"18";"79";"38";"0.00339772019881996";"0.00348245866369667";"1";"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol"
"426";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";"25";"173";"0.00619054006134928";"23";"18";"86";"87";"0.00617323373132302";"0.013119024406972";"28";"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome"
"427";"P13646";"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";"1";"1";"4.72949823069647E-5";"1";"0";"1";"0";"0";"0";"44";"extracellular vesicular exosome, keratin filament"
"428";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";"14";"44";"0.0017892999299902";"11";"10";"20";"24";"0.00156737320652719";"0.00420955246484559";"37";"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion"
"429";"P13674";"P13674-1";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";"1";"1";"3.78459684163945E-4";"1";"0";"1";"0";"0";"0";"20";"mitochondrion, endoplasmic reticulum lumen, endoplasmic reticulum"
"430";"P13674";"P13674-2";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"mitochondrion, endoplasmic reticulum lumen, endoplasmic reticulum"
"431";"P13674";"P13674-3";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";"1";"1";"4.47216182866716E-4";"1";"0";"1";"0";"0";"0";"22";"mitochondrion, endoplasmic reticulum lumen, endoplasmic reticulum"
"432";"P13942";"P13942-7";"COBA2_HUMAN";"Collagen alpha-2(XI) chain";"COL11A2";"1";"1";"1.40998349874345E-5";"0";"1";"0";"1";"0";"0";"1";"endoplasmic reticulum lumen, collagen type XI"
"433";"P13942";"P13942-1";"COBA2_HUMAN";"Collagen alpha-2(XI) chain";"COL11A2";"1";"1";"1.40998349874345E-5";"0";"1";"0";"1";"0";"0";"1";"endoplasmic reticulum lumen, collagen type XI"
"434";"P13942";"P13942-4";"COBA2_HUMAN";"Collagen alpha-2(XI) chain";"COL11A2";"1";"1";"1.40998349874345E-5";"0";"1";"0";"1";"0";"0";"1";"endoplasmic reticulum lumen, collagen type XI"
"435";"P13987";"P13987";"CD59_HUMAN";"CD59 glycoprotein";"CD59";"3";"6";"8.60530554076862E-4";"3";"0";"6";"0";"0.00172977290185178";"0";"0";"anchored component of external side of plasma membrane, sarcolemma, extracellular vesicular exosome, compact myelin, extracellular space"
"436";"P14136";"P14136-3";"GFAP_HUMAN";"Glial fibrillary acidic protein";"GFAP";"1";"1";"4.78881965014202E-5";"1";"0";"1";"0";"0";"0";"9";"cytosol, membrane, intermediate filament, astrocyte projection, cell body"
"437";"P14136";"P14136-1";"GFAP_HUMAN";"Glial fibrillary acidic protein";"GFAP";"1";"1";"4.78881965014202E-5";"1";"0";"1";"0";"0";"0";"9";"cytosol, membrane, intermediate filament, astrocyte projection, cell body"
"438";"P14174";"P14174";"MIF_HUMAN";"Macrophage migration inhibitory factor";"MIF";"1";"1";"1.59634653509911E-4";"0";"1";"0";"1";"0";"6.67840351258439E-4";"0";"cytoplasm, cell surface, extracellular vesicular exosome, extracellular space"
"439";"P14209";"P14209-1";"CD99_HUMAN";"CD99 antigen";"CD99";"2";"10";"9.92323521818363E-4";"2";"0";"10";"0";"0";"0";"0";"integral component of plasma membrane, cytoplasm"
"440";"P14314";"P14314-1";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";"12";"36";"0.00125168080592998";"11";"7";"22";"14";"0";"0";"0";"endoplasmic reticulum lumen"
"441";"P14317";"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";"2";"2";"7.55472640067478E-5";"0";"2";"0";"2";"0";"3.16056133311607E-4";"0";"plasma membrane, transcription factor complex, mitochondrion, cytoplasm, nucleus"
"442";"P14406";"P14406";"CX7A2_HUMAN";"Cytochrome c oxidase subunit 7A2, mitochondrial";"COX7A2";"2";"3";"6.63541632059267E-4";"2";"0";"3";"0";"0.00133380079178932";"0";"0";"mitochondrial respiratory chain"
"443";"P14618";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";"29";"267";"0.00974558277662397";"29";"22";"164";"103";"0";"0";"15";"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium"
"444";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";"30";"83";"0.00201705438901887";"27";"13";"55";"28";"0.00259150994832657";"0.00301276671535952";"8";"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane"
"445";"P14859";"P14859-5";"PO2F1_HUMAN";"POU domain, class 2, transcription factor 1";"POU2F1";"1";"1";"1.4824752479386E-4";"0";"1";"0";"1";"0";"0";"10";"nucleoplasm"
"446";"P14866";"P14866-1";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";"17";"45";"0.00140256253296059";"17";"3";"41";"4";"0";"0";"0";"extracellular vesicular exosome, pronucleus, ribonucleoprotein complex, cytoplasm, nucleoplasm"
"447";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";"15";"55";"0.00201534767155725";"14";"12";"27";"28";"0.00198872094105114";"0.00429230724760913";"0";"extracellular vesicular exosome, cytosol"
"448";"P14923";"P14923";"PLAK_HUMAN";"Junction plakoglobin";"JUP";"9";"20";"4.92831816205093E-4";"9";"2";"18";"2";"8.9158764337058E-4";"2.06178900388511E-4";"0";"cytosol, gamma-catenin-TCF7L2 complex, cytoplasmic side of plasma membrane, intermediate filament, fascia adherens, apicolateral plasma membrane, actin cytoskeleton, lateral plasma membrane, extracellular vesicular exosome, zonula adherens, desmosome, protein-DNA complex, catenin complex, basolateral plasma membrane, Z disc"
"449";"P15144";"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";"4";"8";"1.51875782036316E-4";"4";"0";"8";"0";"3.0528911608001E-4";"0";"0";"external side of plasma membrane, cytosol, endoplasmic reticulum-Golgi intermediate compartment, extracellular vesicular exosome, integral component of plasma membrane, lysosomal membrane"
"450";"P15151";"P15151-1,P15151-2,P15151-3";"PVR_HUMAN";"Poliovirus receptor";"PVR";"3";"5";"7.33732420209421E-5";"3";"0";"5";"0";"0";"0";"0";"plasma membrane, extracellular space, cell surface, cytoplasm, nucleus, integral component of membrane, cell junction"
"451";"P15311";"P15311";"EZRI_HUMAN";"Ezrin";"EZR";"7";"9";"3.2920252897207E-4";"7";"0";"9";"0";"6.69353101246163E-4";"0";"30";"cortical cytoskeleton, astrocyte projection, Schwann cell microvillus, nucleolus, cytosol, actin filament, uropod, microvillus, T-tubule, cell body, microspike, extracellular vesicular exosome, extrinsic component of membrane, ruffle membrane, ruffle, filopodium, microvillus membrane, apical plasma membrane, membrane raft, basolateral plasma membrane, cell tip, apical part of cell"
"452";"P15313";"P15313";"VATB1_HUMAN";"V-type proton ATPase subunit B, kidney isoform";"ATP6V1B1";"1";"1";"5.36783191626892E-5";"1";"0";"1";"0";"1.07900064053132E-4";"0";"1";"vacuolar proton-transporting V-type ATPase complex, proton-transporting V-type ATPase, V1 domain, basolateral plasma membrane, cytosol, lateral plasma membrane, extracellular vesicular exosome, apical plasma membrane, microvillus, endomembrane system"
"453";"P15531";"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";"4";"9";"5.43492981522228E-4";"4";"0";"9";"0";"0";"0";"0";"perinuclear region of cytoplasm, centrosome, ruffle membrane, nucleus, cytosol"
"454";"P15813";"P15813";"CD1D_HUMAN";"Antigen-presenting glycoprotein CD1d";"CD1D";"2";"2";"1.09599911365013E-4";"0";"2";"0";"2";"0";"4.58517256087883E-4";"0";"lysosomal membrane, endosome membrane, cytoplasm, integral component of plasma membrane, cell surface"
"455";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";"11";"37";"0.00231824385899205";"10";"7";"22";"15";"0.00277078526257941";"0.00393182459358637";"0";"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleoplasm"
"456";"P15924";"P15924-1";"DESP_HUMAN";"Desmoplakin";"DSP";"3";"3";"1.91828476004595E-5";"0";"3";"0";"3";"0";"0";"0";"desmosome, plasma membrane, fascia adherens, extracellular vesicular exosome, mitochondrion, cornified envelope, intercalated disc, intermediate filament, basolateral plasma membrane"
"457";"P15927";"P15927-1,P15927-2,P15927-3";"RFA2_HUMAN";"Replication protein A 32 kDa subunit";"RPA2";"3";"11";"2.49305971222268E-4";"3";"0";"11";"0";"0";"0";"0";"PML body, DNA replication factor A complex"
"458";"P16070";"P16070-1";"CD44_HUMAN";"CD44 antigen";"CD44";"2";"2";"3.28383463909752E-4";"1";"1";"1";"1";"0";"0";"62";"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface"
"459";"P16070";"P16070-6";"CD44_HUMAN";"CD44 antigen";"CD44";"1";"1";"1.64191731954876E-4";"1";"0";"1";"0";"0";"0";"62";"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface"
"460";"P16070";"P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";"1";"2";"3.28383463909752E-4";"1";"1";"1";"1";"0";"0";"62";"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface"
"461";"P16070";"P16070-3";"CD44_HUMAN";"CD44 antigen";"CD44";"1";"3";"4.92575195864628E-4";"1";"1";"1";"2";"0";"0";"62";"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface"
"462";"P16070";"P16070-14";"CD44_HUMAN";"CD44 antigen";"CD44";"2";"2";"3.28383463909752E-4";"2";"0";"2";"0";"0";"0";"62";"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface"
"463";"P16070";"P16070-4";"CD44_HUMAN";"CD44 antigen";"CD44";"1";"1";"1.64191731954876E-4";"1";"0";"1";"0";"0";"0";"62";"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface"
