"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P68104,Q5VTE0"	"P68104, Q5VTE0"	"EF1A1_HUMAN, EF1A3_HUMAN"	"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3"	"EEF1A1, EEF1A1P5"	20	156	0.00353408222795347	19	2	13	3	101	2	47	6	0.00448901027941595	0.00139458112467257	0.00447856539897988	0.00460042453219148	0	"GTP catabolic process;transcription;regulation of transcription"	"eukaryotic translation elongation factor 1 complex;plasma membrane;cytosol;nucleus;cytoplasm"	"GTPase activity;translation elongation factor activity;GTP binding"
"Q14126"	"Q14126"	"DSG2_HUMAN"	"Desmoglein-2"	"DSG2"	10	17	0.000318295970578719	10	0	0	0	17	0	0	0	0.000624465306408772	0	0	0	0	"bundle of His cell to Purkinje myocyte communication;homophilic cell adhesion;regulation of heart rate by cardiac conduction;regulation of ventricular cardiac muscle cell action potential;cellular component disassembly involved in execution phase of apoptosis;cell adhesion"	"integral to membrane;plasma membrane;desmosome;cell-cell junction"	"calcium ion binding"
"Q14839-1,Q14839-2"	"Q14839-[1,2]"	"CHD4_HUMAN"	"Chromodomain-helicase-DNA-binding protein 4"	"CHD4"	12	15	8.21102545318285e-05	12	0	0	0	15	0	0	0	0	0	0	0	0	"chromatin modification;regulation of transcription from RNA polymerase II promoter;transcription"	"centrosome;cytoplasm;NuRD complex"	"DNA binding;ATP binding;zinc ion binding;ATP-dependent DNA helicase activity"
"Q15008"	"Q15008"	"PSMD6_HUMAN"	"26S proteasome non-ATPase regulatory subunit 6"	"PSMD6"	10	19	0.00102241690715759	6	0	6	0	9	0	10	0	0.000950154228502202	0	0.00226341105325024	0	0	"viral process;G1/S transition of mitotic cell cycle;apoptotic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;regulation of cellular amino acid metabolic process;protein polyubiquitination;mRNA metabolic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;DNA damage response;negative regulation of apoptotic process;gene expression;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	"proteasome accessory complex;nucleoplasm;cytosol"	"ATPase activity"
"Q92499"	"Q92499"	"DDX1_HUMAN"	"ATP-dependent RNA helicase DDX1"	"DDX1"	10	22	0.000622321756148979	9	0	5	0	15	0	7	0	0.000832454943439992	0	0.000832874094324379	0	0	"multicellular organismal development;double-strand break repair;spliceosomal complex assembly;response to exogenous dsRNA;transcription;regulation of transcription;regulation of translational initiation;response to virus;DNA duplex unwinding"	"cleavage body;cytoplasmic stress granule;tRNA-splicing ligase complex"	"nuclease activity;chromatin binding;ATP-dependent helicase activity;double-stranded RNA binding;RNA helicase activity;ATP binding;exonuclease activity;DNA/RNA helicase activity;transcription cofactor activity;DNA binding;poly(A) RNA binding"
"Q92841-1,Q92841-2,Q92841-3,Q92841-4"	"Q92841-[1-4]"	"DDX17_HUMAN"	"Probable ATP-dependent RNA helicase DDX17"	"DDX17"	10	30	0.000263728745605625	10	0	6	0	19	0	11	0	0	0	0	0	16	"regulation of skeletal muscle cell differentiation;transcription;RNA processing;positive regulation of intracellular estrogen receptor signaling pathway;positive regulation of transcription from RNA polymerase II promoter"	"nucleus;nucleolus"	"RNA helicase activity;ATP binding;estrogen receptor binding;ATP-dependent helicase activity;RNA-dependent ATPase activity;RNA binding;transcription coactivator activity"
"Q92945"	"Q92945"	"FUBP2_HUMAN"	"Far upstream element-binding protein 2"	"KHSRP"	10	22	0.00069396940860495	10	0	3	0	17	0	5	0	0.00108012297302603	0	0.00061917503496086	0	3	"regulation of transcription;mRNA processing;RNA splicing;mRNA transport;transcription"	"nucleoplasm;cytosol;cytoplasmic stress granule"	"RNA binding;DNA binding"
"Q9P2B2"	"Q9P2B2"	"FPRP_HUMAN"	"Prostaglandin F2 receptor negative regulator"	"PTGFRN"	10	19	0.0004524689156818	10	0	0	0	19	0	0	0	0.000887699393611399	0	0	0	0	"lipid particle organization"	"integral to membrane;endoplasmic reticulum membrane;Golgi apparatus"	""
"Q9Y230"	"Q9Y230"	"RUVB2_HUMAN"	"RuvB-like 2"	"RUVBL2"	10	20	0.000904217748969654	9	0	4	0	12	0	8	0	0.00106439163394487	0	0.00152132509669865	0	0	"histone H4 acetylation;DNA recombination;histone H2A acetylation;protein folding;regulation of transcription;transcription;regulation of growth;cellular response to UV;DNA repair"	"membrane;cytoplasm;ribonucleoprotein complex;Ino80 complex;MLL1 complex;NuA4 histone acetyltransferase complex;nuclear matrix"	"unfolded protein binding;ATP binding;ATP-dependent DNA helicase activity;identical protein binding;ATP-dependent 5'-3' DNA helicase activity;damaged DNA binding"
"Q9Y2W1"	"Q9Y2W1"	"TR150_HUMAN"	"Thyroid hormone receptor-associated protein 3"	"THRAP3"	10	18	0.000414269018633966	9	0	3	0	13	0	5	0	0.000559037804948881	0	0.000553172921286498	0	1	"RNA splicing;mRNA stabilization;positive regulation of mRNA splicing;androgen receptor signaling pathway;positive regulation of transcription from RNA polymerase II promoter;transcription initiation from RNA polymerase II promoter;nuclear-transcribed mRNA catabolic process;regulation of alternative mRNA splicing;mRNA processing"	"mediator complex"	"RNA polymerase II transcription cofactor activity;ATP binding;phosphoprotein binding;receptor activity;ligand-dependent nuclear receptor transcription coactivator activity;thyroid hormone receptor binding;vitamin D receptor binding"
"O75822"	"O75822"	"EIF3J_HUMAN"	"Eukaryotic translation initiation factor 3 subunit J"	"EIF3J"	9	18	0.00146041680618471	6	0	6	0	7	0	11	0	0.00111424201731761	0	0.00375392864219294	0	0	"translational initiation;regulation of translational initiation;formation of translation preinitiation complex"	"eukaryotic 43S preinitiation complex;cytosol;eukaryotic translation initiation factor 3 complex;eukaryotic 48S preinitiation complex"	"translation initiation factor activity"
"P09622"	"P09622"	"DLDH_HUMAN"	"Dihydrolipoyl dehydrogenase, mitochondrial"	"DLD"	9	25	0.00102812578038544	9	0	4	0	17	0	8	0	0.0013716153488507	0	0.00138383795632903	0	0	"branched-chain amino acid catabolic process;cellular nitrogen compound metabolic process;cell redox homeostasis;mitochondrial electron transport;lysine catabolic process;proteolysis;sperm capacitation;tricarboxylic acid cycle;regulation of membrane potential;pyruvate metabolic process;regulation of acetyl-CoA biosynthetic process from pyruvate;gastrulation"	"mitochondrial matrix;nucleus;acrosomal matrix;cilium"	"dihydrolipoyl dehydrogenase activity;flavin adenine dinucleotide binding"
"P15311"	"P15311"	"EZRI_HUMAN"	"Ezrin"	"EZR"	9	12	0.000551577819039346	8	0	1	0	11	0	1	0	0.000988561832452075	0	0.000194441596001963	0	39	"axon guidance;establishment or maintenance of apical/basal cell polarity;leukocyte cell-cell adhesion;cytoskeletal anchoring at plasma membrane;regulation of cell shape;epithelial cell differentiation;actin filament bundle assembly;membrane to membrane docking"	"extrinsic to membrane;filopodium;microtubule basal body;cortical cytoskeleton;actin filament;ruffle;uropod;basolateral plasma membrane;ruffle membrane;nucleolus;cytosol;microvillus;apical part of cell;apical plasma membrane;microvillus membrane"	"actin filament binding"
"P17980"	"P17980"	"PRS6A_HUMAN"	"26S protease regulatory subunit 6A"	"PSMC3"	9	18	0.000858285958987824	6	0	6	0	8	0	10	0	0.000748387739584625	0	0.00200561936153609	0	0	"gene expression;G1/S transition of mitotic cell cycle;protein polyubiquitination;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;modulation by virus of host morphology or physiology;apoptotic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;DNA damage response;antigen processing and presentation of exogenous peptide antigen via MHC class I;negative regulation of apoptotic process;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;viral process;regulation of cellular amino acid metabolic process;mRNA metabolic process;blastocyst development"	"cytosol;perinuclear region of cytoplasm;cytoplasmic mRNA processing body;nucleoplasm;proteasome accessory complex"	"ATP binding;transcription corepressor activity;ATPase activity;transcription coactivator activity"
"P22061-1,P22061-2"	"P22061-[1,2]"	"PIMT_HUMAN"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase"	"PCMT1"	9	44	0.002028714094935	7	0	9	0	19	0	25	0	0	0	0	0	0	"protein repair"	"endoplasmic reticulum"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"
"P23588"	"P23588"	"IF4B_HUMAN"	"Eukaryotic translation initiation factor 4B"	"EIF4B"	9	26	0.000890750676112659	8	0	7	0	14	0	12	0	0.000940996531809964	0	0.00172923122693488	0	0	"nuclear-transcribed mRNA poly(A) tail shortening;insulin receptor signaling pathway;regulation of translational initiation"	"cytosol;eukaryotic translation initiation factor 4F complex"	"translation initiation factor activity;nucleotide binding"
"P26373"	"P26373"	"RL13_HUMAN"	"60S ribosomal protein L13"	"RPL13"	9	26	0.00257937755025988	9	0	5	0	18	0	8	0	0.00350341227381381	0	0.00333826312687903	0	0	"translational termination;translational initiation;translational elongation;nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane"	"cytosolic large ribosomal subunit"	"RNA binding;structural constituent of ribosome"
"P26583"	"P26583"	"HMGB2_HUMAN"	"High mobility group protein B2"	"HMGB2"	9	21	0.00220587871658871	9	0	2	0	19	0	2	0	0.0039248924606013	0	0.000842552057142912	0	2	"male gonad development;spermatid nucleus differentiation;nucleosome assembly;positive regulation of transcription from RNA polymerase II promoter;response to steroid hormone stimulus;apoptotic DNA fragmentation;base-excision repair;negative regulation of transcription;cell chemotaxis;positive regulation of DNA binding;cellular response to lipopolysaccharide;positive regulation of endothelial cell proliferation;positive regulation of nuclease activity;V(D)J recombination;positive regulation of megakaryocyte differentiation;negative regulation of apoptotic process;phosphatidylinositol-mediated signaling;positive regulation of erythrocyte differentiation;DNA topological change"	"extracellular space;condensed chromosome;perinuclear region of cytoplasm;nucleoplasm;protein complex"	"transcription regulatory region DNA binding;double-stranded DNA binding;DNA binding;chemoattractant activity;RAGE receptor binding;damaged DNA binding;sequence-specific DNA binding transcription factor activity;single-stranded DNA binding"
"P26639"	"P26639"	"SYTC_HUMAN"	"Threonine--tRNA ligase, cytoplasmic"	"TARS"	9	14	0.000405334678341722	9	0	2	0	12	0	2	0	0.000681622858252386	0	0.000243559308358048	0	0	"threonyl-tRNA aminoacylation"	"actin cytoskeleton;cytosol"	"protein homodimerization activity;ATP binding;threonine-tRNA ligase activity"
"P32942"	"P32942"	"ICAM3_HUMAN"	"Intercellular adhesion molecule 3"	"ICAM3"	9	19	0.000727093559203478	9	0	0	0	19	0	0	0	0.00142648586286	0	0	0	0	"regulation of immune response;cell-cell adhesion"	"integral to plasma membrane"	"integrin binding"
"P39019"	"P39019"	"RS19_HUMAN"	"40S ribosomal protein S19"	"RPS19"	9	28	0.00404216513711814	9	0	6	0	16	0	12	0	0.0045316167955538	0	0.0072866226183256	0	0	"translational elongation;protein tetramerization;nuclear-transcribed mRNA catabolic process;monocyte chemotaxis;ribosomal small subunit assembly;translational termination;erythrocyte differentiation;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;response to extracellular stimulus;translational initiation;negative regulation of respiratory burst involved in inflammatory response;nucleolus organization;SRP-dependent cotranslational protein targeting to membrane;positive regulation of respiratory burst involved in inflammatory response;positive regulation of cellular component movement;viral transcription"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;protein homodimerization activity"
"P42704"	"P42704"	"LPPRC_HUMAN"	"Leucine-rich PPR motif-containing protein, mitochondrial"	"LRPPRC"	9	18	0.000270292350068619	3	0	9	0	5	0	13	0	0.000147301926864083	0	0.000821095387108067	0	0	"negative regulation of mitochondrial RNA catabolic process;mRNA transport;regulation of mitochondrial translation;transcription;regulation of transcription;mitochondrion transport along microtubule"	"microtubule;condensed nuclear chromosome;nuclear outer membrane;nucleoplasm;ribonucleoprotein complex;perinuclear region of cytoplasm;mitochondrial nucleoid;nuclear inner membrane"	"single-stranded DNA binding;RNA binding;microtubule binding;beta-tubulin binding"
"P46782"	"P46782"	"RS5_HUMAN"	"40S ribosomal protein S5"	"RPS5"	9	39	0.00400182840518261	9	0	7	0	27	0	12	0	0.00543544110128466	0	0.00517921705714319	0	0	"translational initiation;SRP-dependent cotranslational protein targeting to membrane;translational termination;regulation of translational fidelity;viral transcription;translational elongation;nuclear-transcribed mRNA catabolic process"	"cytosolic small ribosomal subunit"	"structural constituent of ribosome;mRNA binding"
"P52209"	"P52209"	"6PGD_HUMAN"	"6-phosphogluconate dehydrogenase, decarboxylating"	"PGD"	9	22	0.000953453622257236	8	0	4	0	15	0	7	0	0.00127539680775485	0	0.00127603898509325	0	0	"pentose biosynthetic process;pentose-phosphate shunt;D-gluconate metabolic process"	"cytosol"	"NADP binding;phosphogluconate dehydrogenase (decarboxylating) activity"
"P53621-1,P53621-2"	"P53621-[1,2]"	"COPA_HUMAN"	"Coatomer subunit alpha"	"COPA"	9	23	0.000196671054100855	8	0	6	0	15	0	8	0	0	0	0	0	0	"intracellular protein transport;retrograde vesicle-mediated transport;RNA modification;COPI coating of Golgi vesicle;pancreatic juice secretion"	"cytosol;extracellular space;COPI vesicle coat"	"structural molecule activity"
"P55084"	"P55084"	"ECHB_HUMAN"	"Trifunctional enzyme subunit beta, mitochondrial"	"HADHB"	9	18	0.000794910413492943	8	0	2	0	15	0	3	0	0.00129961320283881	0	0.000557257531464774	0	0	"cardiolipin acyl-chain remodeling;glycerophospholipid biosynthetic process;fatty acid beta-oxidation"	"endoplasmic reticulum;mitochondrial fatty acid beta-oxidation multienzyme complex;mitochondrial outer membrane;mitochondrial nucleoid;mitochondrial inner membrane"	"3-hydroxyacyl-CoA dehydrogenase activity;enoyl-CoA hydratase activity;acetyl-CoA C-acyltransferase activity;long-chain-3-hydroxyacyl-CoA dehydrogenase activity;NAD binding;long-chain-enoyl-CoA hydratase activity;fatty-acyl-CoA binding"
