"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc"
"1739";1739;"Q969P0";"Q969P0-1,Q969P0-3";"IGSF8_HUMAN";"Immunoglobulin superfamily member 8";"IGSF8";2;2;"2.99477734969653E-5";2;0;2;0;"0";"0";0;"plasma membrane, integral component of membrane, extracellular vesicular exosome"
"1743";1743;"Q96A08";"Q96A08";"H2B1A_HUMAN";"Histone H2B type 1-A";"HIST1H2BA";1;1;"3.63098506507122E-4";1;0;1;0;"7.29872930465142E-4";"0";20;"nucleosome, nucleus, extrinsic component of plasma membrane"
"1750";1750;"Q96CW1";"Q96CW1-1,Q96CW1-2";"AP2M1_HUMAN";"AP-2 complex subunit mu";"AP2M1";2;2;"4.22022647210108E-5";2;0;2;0;"0";"0";0;"lysosomal membrane, extracellular vesicular exosome, cytosol, mitochondrion, clathrin adaptor complex, clathrin-coated endocytic vesicle membrane, coated pit, plasma membrane"
"1751";1751;"Q96D96";"Q96D96-1";"HVCN1_HUMAN";"Voltage-gated hydrogen channel 1";"HVCN1";2;2;"1.34490733726298E-4";2;0;2;0;"0";"0";0;"integral component of plasma membrane"
"1756";1756;"Q96F81";"Q96F81";"DISP1_HUMAN";"Protein dispatched homolog 1";"DISP1";2;2;"2.40918440336479E-5";2;0;2;0;"4.84275878033743E-5";"0";0;"integral component of membrane, basolateral plasma membrane"
"1770";1770;"Q96KQ4";"Q96KQ4";"ASPP1_HUMAN";"Apoptosis-stimulating of p53 protein 1";"PPP1R13B";2;2;"3.36843764286967E-5";2;0;2;0;"6.77097649654518E-5";"0";0;"cytoplasm, plasma membrane, nucleus"
"1785";1785;"Q96PL2";"Q96PL2";"TECTB_HUMAN";"Beta-tectorin";"TECTB";1;1;"5.57993469715493E-5";0;1;0;1;"0";"2.33439636458117E-4";0;"anchored component of membrane, plasma membrane, proteinaceous extracellular matrix"
"1789";1789;"Q96PV0";"Q96PV0-4";"SYGP1_HUMAN";"Ras GTPase-activating protein SynGAP";"SYNGAP1";4;4;"5.46775432721957E-5";0;4;0;4;"0";"0";0;"dendritic shaft, intrinsic component of the cytoplasmic side of the plasma membrane, cytoplasm"
"1795";1795;"Q96RT1";"Q96RT1-1";"LAP2_HUMAN";"Protein LAP2";"ERBB2IP";3;3;"3.90042177485263E-5";3;0;3;0;"0";"0";0;"hemidesmosome, cytoplasm, nuclear membrane, nucleus, basement membrane, basal plasma membrane"
"1808";1808;"Q99102";"Q99102-3";"MUC4_HUMAN";"Mucin-4";"MUC4";1;1;"1.26957020426277E-5";0;1;0;1;"0";"0";1;"proteinaceous extracellular matrix, integral component of plasma membrane, extracellular vesicular exosome, Golgi lumen"
"1809";1809;"Q99102";"Q99102-11";"MUC4_HUMAN";"Mucin-4";"MUC4";1;1;"1.26957020426277E-5";0;1;0;1;"0";"0";1;"proteinaceous extracellular matrix, integral component of plasma membrane, extracellular vesicular exosome, Golgi lumen"
"1810";1810;"Q99418";"Q99418-2";"CYH2_HUMAN";"Cytohesin-2";"CYTH2";2;3;"1.37684888652298E-4";0;2;0;3;"0";"0";0;"cytoplasm, plasma membrane"
"1815";1815;"Q99466";"Q99466-1";"NOTC4_HUMAN";"Neurogenic locus notch homolog protein 4";"NOTCH4";2;2;"1.83304894195104E-5";0;2;0;2;"0";"0";0;"integral component of plasma membrane, nucleoplasm, cytosol, endoplasmic reticulum membrane, Golgi membrane, cell surface, extracellular region"
"1821";1821;"Q99653";"Q99653";"CHP1_HUMAN";"Calcineurin B homologous protein 1";"CHP1";3;5;"4.70717568042044E-4";3;0;5;0;"9.46200561696698E-4";"0";0;"endoplasmic reticulum-Golgi intermediate compartment, transport vesicle, plasma membrane, endoplasmic reticulum, cytosol, microtubule cytoskeleton, Golgi membrane, nucleus, extracellular vesicular exosome"
"1822";1822;"Q99714";"Q99714-1,Q99714-2";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";5;24;"8.44045294420217E-4";5;3;17;7;"0";"0";0;"endoplasmic reticulum, mitochondrial inner membrane, mitochondrial matrix, plasma membrane"
"1827";1827;"Q99808";"Q99808";"S29A1_HUMAN";"Equilibrative nucleoside transporter 1";"SLC29A1";4;10;"4.02587393720169E-4";4;0;10;0;"8.09250480398492E-4";"0";0;"basolateral plasma membrane, apical plasma membrane, integral component of plasma membrane"
"1835";1835;"Q9BQ39";"Q9BQ39";"DDX50_HUMAN";"ATP-dependent RNA helicase DDX50";"DDX50";3;4;"9.96362830591029E-5";3;0;4;0;"2.00281258649505E-4";"0";0;"nucleolus, plasma membrane"
"1842";1842;"Q9BS26";"Q9BS26";"ERP44_HUMAN";"Endoplasmic reticulum resident protein 44";"ERP44";1;1;"4.5216712201083E-5";1;0;1;0;"9.08911869610129E-5";"0";0;"cell surface, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum lumen, endoplasmic reticulum membrane, extracellular vesicular exosome"
"1847";1847;"Q9BTW9";"Q9BTW9-4";"TBCD_HUMAN";"Tubulin-specific chaperone D";"TBCD";2;2;"3.08019885128183E-5";2;0;2;0;"0";"0";0;"lateral plasma membrane, tight junction, cytoplasm, adherens junction, microtubule"
"1848";1848;"Q9BUF5";"Q9BUF5";"TBB6_HUMAN";"Tubulin beta-6 chain";"TUBB6";4;14;"0.00174934574830019";3;3;7;7;"0.00180873167986508";"0.0039789148118762";94;"plasma membrane, extracellular vesicular exosome, cytoplasm, microtubule"
"1851";1851;"Q9BUQ8";"Q9BUQ8";"DDX23_HUMAN";"Probable ATP-dependent RNA helicase DDX23";"DDX23";2;2;"4.47755735454627E-5";0;2;0;2;"0";"1.87321074133465E-4";0;"nucleoplasm, plasma membrane, mitochondrion, catalytic step 2 spliceosome, U5 snRNP, extracellular vesicular exosome"
"1852";1852;"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";3;4;"7.34319406145589E-4";3;0;4;0;"0.00147607287624685";"0";0;"recycling endosome, early endosome, extracellular vesicular exosome, secretory granule membrane, plasma membrane, late endosome membrane, lysosomal membrane, mitochondrion, SNARE complex, integral component of membrane"
"1854";1854;"Q9BVA1";"Q9BVA1";"TBB2B_HUMAN";"Tubulin beta-2B chain";"TUBB2B";0;0;"0";0;0;0;0;"0";"0";256;"plasma membrane, cytoplasm, microtubule"
"1861";1861;"Q9BW04";"Q9BW04-1";"SARG_HUMAN";"Specifically androgen-regulated gene protein";"SARG";2;2;"6.10914647375698E-5";0;2;0;2;"0";"0";0;"plasma membrane, extracellular vesicular exosome, cytoplasm"
"1864";1864;"Q9BWF2";"Q9BWF2";"TRAIP_HUMAN";"TRAF-interacting protein";"TRAIP";3;4;"1.56571301950019E-4";3;0;4;0;"3.14727692163507E-4";"0";0;"cytoplasm, plasma membrane, perinuclear region of cytoplasm"
"1868";1868;"Q9BX66";"Q9BX66-2";"SRBS1_HUMAN";"Sorbin and SH3 domain-containing protein 1";"SORBS1";2;2;"2.84179336743649E-5";0;2;0;2;"0";"0";0;"nuclear matrix, plasma membrane, zonula adherens, stress fiber, nucleus, cytosol, focal adhesion, centrosome, membrane raft"
"1869";1869;"Q9BX67";"Q9BX67-1,Q9BX67-2";"JAM3_HUMAN";"Junctional adhesion molecule C";"JAM3";2;2;"5.92193069472249E-5";2;0;2;0;"0";"0";0;"integral component of membrane, tight junction, plasma membrane, cell-cell contact zone, desmosome, Schmidt-Lanterman incisure, extracellular space, paranodal junction"
"1870";1870;"Q9BXM0";"Q9BXM0-1";"PRAX_HUMAN";"Periaxin";"PRX";3;3;"3.76960680772889E-5";3;0;3;0;"0";"0";0;"nucleus, plasma membrane, cytoplasm"
"1872";1872;"Q9BXS0";"Q9BXS0-1";"COPA1_HUMAN";"Collagen alpha-1(XXV) chain";"COL25A1";1;1;"3.74270849207741E-5";1;0;1;0;"0";"0";2;"extracellular space, integral component of plasma membrane, collagen, endoplasmic reticulum lumen"
"1873";1873;"Q9BXS0";"Q9BXS0-2";"COPA1_HUMAN";"Collagen alpha-1(XXV) chain";"COL25A1";2;5;"1.87135424603871E-4";2;0;5;0;"0";"0";2;"extracellular space, integral component of plasma membrane, collagen, endoplasmic reticulum lumen"
"1874";1874;"Q9BXS9";"Q9BXS9-2";"S26A6_HUMAN";"Solute carrier family 26 member 6";"SLC26A6";2;2;"4.83741374272456E-5";0;2;0;2;"0";"0";0;"vesicle membrane, brush border membrane, cytoplasmic vesicle membrane, plasma membrane, endoplasmic reticulum, sperm midpiece, basolateral plasma membrane, integral component of membrane, apical plasma membrane, chloride channel complex"
"1885";1885;"Q9BZF3";"Q9BZF3-5";"OSBL6_HUMAN";"Oxysterol-binding protein-related protein 6";"OSBPL6";2;3;"5.89656910716479E-5";0;2;0;3;"0";"0";0;"cytosol, plasma membrane, nuclear membrane, perinuclear endoplasmic reticulum"
"1888";1888;"Q9BZZ2";"Q9BZZ2-3";"SN_HUMAN";"Sialoadhesin";"SIGLEC1";2;2;"2.14838913442244E-5";0;2;0;2;"0";"0";0;"integral component of membrane, plasma membrane, extracellular region"
"1902";1902;"Q9H207";"Q9H207";"O10A5_HUMAN";"Olfactory receptor 10A5";"OR10A5";2;2;"1.73734875271038E-4";0;2;0;2;"0";"6.46070581659057E-4";2;"integral component of membrane, plasma membrane"
"1903";1903;"Q9H251";"Q9H251-1";"CAD23_HUMAN";"Cadherin-23";"CDH23";2;2;"1.09469201870243E-5";2;0;2;0;"0";"0";0;"plasma membrane, membrane, stereocilium, integral component of membrane"
"1904";1904;"Q9H2G2";"Q9H2G2-1";"SLK_HUMAN";"STE20-like serine/threonine-protein kinase";"SLK";1;1;"1.56471213753588E-5";1;0;1;0;"0";"0";1;"extracellular vesicular exosome, plasma membrane, cytoplasm"
"1905";1905;"Q9H2K8";"Q9H2K8";"TAOK3_HUMAN";"Serine/threonine-protein kinase TAO3";"TAOK3";3;3;"6.13295717827607E-5";3;0;3;0;"1.2328002863977E-4";"0";0;"plasma membrane, mitochondrion"
"1906";1906;"Q9H2Y9";"Q9H2Y9";"SO5A1_HUMAN";"Solute carrier organic anion transporter family member 5A1";"SLCO5A1";3;5;"1.082428369908E-4";0;3;0;5;"0";"4.52839860817927E-4";0;"plasma membrane, integral component of membrane"
"1909";1909;"Q9H4A6";"Q9H4A6";"GOLP3_HUMAN";"Golgi phosphoprotein 3";"GOLPH3";4;6;"3.6962386215382E-4";4;0;6;0;"7.42989702808817E-4";"0";0;"trans-Golgi network, mitochondrial intermembrane space, endosome, mitochondrion, cytosol, Golgi cisterna membrane, nuclear membrane, plasma membrane, Golgi cisterna"
"1910";1910;"Q9H4B7";"Q9H4B7";"TBB1_HUMAN";"Tubulin beta-1 chain";"TUBB1";0;0;"0";0;0;0;0;"0";"0";32;"microtubule, microtubule cytoskeleton, cytoplasm, plasma membrane"
"1936";1936;"Q9HD67";"Q9HD67";"MYO10_HUMAN";"Unconventional myosin-X";"MYO10";2;3;"2.67609113026818E-5";0;2;0;3;"0";"1.11955744015627E-4";0;"cell cortex, filopodium tip, plasma membrane, cytosol, filopodium membrane, myosin complex, neuronal cell body, lamellipodium, nucleolus, neuron projection, ruffle"
"1940";1940;"Q9NP85";"Q9NP85-2";"PODO_HUMAN";"Podocin";"NPHS2";2;2;"9.58641522383275E-5";2;0;2;0;"0";"0";0;"protein complex, integral component of plasma membrane, slit diaphragm, cell-cell junction, extracellular vesicular exosome, endoplasmic reticulum, membrane raft, intrinsic component of the cytoplasmic side of the plasma membrane"
"1941";1941;"Q9NPG1";"Q9NPG1-1";"FZD3_HUMAN";"Frizzled-3";"FZD3";2;2;"5.51290845454646E-5";2;0;2;0;"0";"0";0;"apical part of cell, apical plasma membrane, cytoplasm, presynaptic active zone, dendrite, axon, lateral plasma membrane, integral component of membrane, neuronal cell body, neuron projection membrane"
"1942";1942;"Q9NPH3";"Q9NPH3-1";"IL1AP_HUMAN";"Interleukin-1 receptor accessory protein";"IL1RAP";11;29;"9.34002753430792E-4";11;0;29;0;"0";"0";0;"integral component of plasma membrane, extracellular region"
"1945";1945;"Q9NPY3";"Q9NPY3";"C1QR1_HUMAN";"Complement component C1q receptor";"CD93";2;2;"8.44692568419005E-5";0;2;0;2;"0";"3.53381780957303E-4";1;"plasma membrane, cell surface, cytoplasmic membrane-bounded vesicle, integral component of membrane"
"1946";1946;"Q9NQC3";"Q9NQC3-1";"RTN4_HUMAN";"Reticulon-4";"RTN4";6;13;"2.00212925333319E-4";4;3;10;3;"0";"0";0;"integral component of endoplasmic reticulum membrane, neuronal cell body, plasma membrane, nuclear envelope, cell projection"
"1947";1947;"Q9NQC7";"Q9NQC7-1";"CYLD_HUMAN";"Ubiquitin carboxyl-terminal hydrolase CYLD";"CYLD";2;2;"5.76087400218819E-5";1;1;1;1;"0";"0";2;"cytosol, microtubule, perinuclear region of cytoplasm, extrinsic component of cytoplasmic side of plasma membrane"
"1954";1954;"Q9NRD9";"Q9NRD9-2";"DUOX1_HUMAN";"Dual oxidase 1";"DUOX1";2;2;"2.36724502303542E-5";2;0;2;0;"0";"0";0;"apical plasma membrane, integral component of membrane"
"1979";1979;"Q9NY59";"Q9NY59";"NSMA2_HUMAN";"Sphingomyelin phosphodiesterase 3";"SMPD3";2;2;"5.60549164996632E-5";2;0;2;0;"1.12677318797469E-4";"0";0;"Golgi cis cisterna, Golgi membrane, plasma membrane"
"1984";1984;"Q9NYK1";"Q9NYK1";"TLR7_HUMAN";"Toll-like receptor 7";"TLR7";1;1;"2.33339499887381E-5";1;0;1;0;"4.69041269859183E-5";"0";1;"endolysosome membrane, receptor complex, integral component of membrane, plasma membrane, early phagosome, endoplasmic reticulum membrane, Golgi membrane"
"1986";1986;"Q9NZB2";"Q9NZB2-1";"F120A_HUMAN";"Constitutive coactivator of PPAR-gamma-like protein 1";"FAM120A";4;4;"6.56815211221457E-5";4;0;4;0;"0";"0";0;"plasma membrane, cytoplasm"
"1990";1990;"Q9P0L0";"Q9P0L0-1,Q9P0L0-2";"VAPA_HUMAN";"Vesicle-associated membrane protein-associated protein A";"VAPA";4;7;"2.58043968023048E-4";4;0;7;0;"0";"0";0;"endoplasmic reticulum membrane, integral component of membrane, vesicle, plasma membrane, microtubule"
"1993";1993;"Q9P1Z3";"Q9P1Z3";"HCN3_HUMAN";"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3";"HCN3";2;2;"4.74366541437719E-5";2;0;2;0;"9.53535449771867E-5";"0";0;"integral component of plasma membrane"
"2003";2003;"Q9P2D8";"Q9P2D8-2";"UNC79_HUMAN";"Protein unc-79 homolog";"UNC79";4;4;"2.78679091516352E-5";2;2;2;2;"0";"0";0;"integral component of membrane, plasma membrane"
"2012";2012;"Q9UBC2";"Q9UBC2-1,Q9UBC2-2";"EP15R_HUMAN";"Epidermal growth factor receptor substrate 15-like 1";"EPS15L1";4;8;"8.49906720075913E-5";0;4;0;8;"0";"0";0;"coated pit, nucleus, plasma membrane"
"2017";2017;"Q9UBY0";"Q9UBY0";"SL9A2_HUMAN";"Sodium/hydrogen exchanger 2";"SLC9A2";2;3;"6.78250683016246E-5";2;0;3;0;"1.36336780441519E-4";"0";0;"integral component of membrane, plasma membrane"
"2018";2018;"Q9UDY2";"Q9UDY2-4";"ZO2_HUMAN";"Tight junction protein ZO-2";"TJP2";3;3;"4.62806348411085E-5";0;3;0;3;"0";"0";0;"tight junction, cytosol, adherens junction, nucleoplasm, plasma membrane"
"2019";2019;"Q9UDY2";"Q9UDY2-2";"ZO2_HUMAN";"Tight junction protein ZO-2";"TJP2";2;2;"3.0853756560739E-5";2;0;2;0;"0";"0";0;"tight junction, cytosol, adherens junction, nucleoplasm, plasma membrane"
"2024";2024;"Q9UGN4";"Q9UGN4-1";"CLM8_HUMAN";"CMRF35-like molecule 8";"CD300A";3;6;"6.84148515042474E-4";3;0;6;0;"0";"0";6;"plasma membrane, membrane, extracellular vesicular exosome, integral component of membrane"
"2025";2025;"Q9UGN4";"Q9UGN4-4";"CLM8_HUMAN";"CMRF35-like molecule 8";"CD300A";1;1;"1.14024752507079E-4";1;0;1;0;"0";"0";6;"plasma membrane, membrane, extracellular vesicular exosome, integral component of membrane"
"2030";2030;"Q9UIA0";"Q9UIA0";"CYH4_HUMAN";"Cytohesin-4";"CYTH4";2;3;"1.39781612844972E-4";0;2;0;3;"0";"5.84784063919191E-4";0;"plasma membrane"
"2031";2031;"Q9UIQ6";"Q9UIQ6-1,Q9UIQ6-2,Q9UIQ6-3";"LCAP_HUMAN";"Leucyl-cystinyl aminopeptidase";"LNPEP";3;3;"1.79102294181851E-5";3;0;3;0;"0";"0";0;"extracellular region, lysosomal membrane, perinuclear region of cytoplasm, early endosome lumen, cytosol, cytoplasmic vesicle membrane, integral component of plasma membrane"
"2033";2033;"Q9UJZ1";"Q9UJZ1";"STML2_HUMAN";"Stomatin-like protein 2";"STOML2";2;3;"1.54702122081234E-4";2;0;3;0;"3.10970409321668E-4";"0";0;"mitochondrial intermembrane space, cytoskeleton, extrinsic component of plasma membrane, mitochondrial inner membrane, membrane raft"
"2039";2039;"Q9UKF2";"Q9UKF2-1,Q9UKF2-2";"ADA30_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 30";"ADAM30";2;2;"2.32379558906832E-5";0;2;0;2;"0";"0";0;"integral component of membrane, plasma membrane"
"2043";2043;"Q9UKN1";"Q9UKN1";"MUC12_HUMAN";"Mucin-12";"MUC12";4;4;"1.34048814557428E-5";0;4;0;4;"0";"5.60800587037024E-5";0;"Golgi lumen, integral component of plasma membrane"
"2053";2053;"Q9ULD2";"Q9ULD2-2";"MTUS1_HUMAN";"Microtubule-associated tumor suppressor 1";"MTUS1";3;3;"4.33653192605662E-5";0;3;0;3;"0";"0";0;"microtubule organizing center, spindle, microtubule, Golgi apparatus, nucleus, mitochondrion, plasma membrane, extracellular space"
"2060";2060;"Q9ULL8";"Q9ULL8-2";"SHRM4_HUMAN";"Protein Shroom4";"SHROOM4";2;2;"2.45920765621429E-5";0;2;0;2;"0";"0";0;"cytoplasmic side of plasma membrane, apical plasma membrane, myosin II complex, cytoplasm, nucleus, cortical actin cytoskeleton, basal plasma membrane, stress fiber"
"2063";2063;"Q9ULV4";"Q9ULV4";"COR1C_HUMAN";"Coronin-1C";"CORO1C";10;20;"7.74598529689439E-4";6;6;10;10;"7.78519449497284E-4";"0.00162028777204052";0;"lamellipodium, plasma membrane, cytoplasm, actin cytoskeleton"
"2065";2065;"Q9UM54";"Q9UM54-5";"MYO6_HUMAN";"Unconventional myosin-VI";"MYO6";1;1;"2.12805082924726E-5";0;1;0;1;"0";"0";1;"unconventional myosin complex, clathrin-coated vesicle membrane, extracellular vesicular exosome, ruffle, filamentous actin, endocytic vesicle, lysosomal membrane, axon, nuclear membrane, cell cortex, neuronal cell body, cytoplasmic membrane-bounded vesicle, plasma membrane, cytosol, DNA-directed RNA polymerase II, holoenzyme, microvillus, perinuclear region of cytoplasm, Golgi apparatus, coated pit, ruffle membrane, apical part of cell"
"2066";2066;"Q9UM54";"Q9UM54-4";"MYO6_HUMAN";"Unconventional myosin-VI";"MYO6";1;1;"2.12805082924726E-5";0;1;0;1;"0";"0";1;"unconventional myosin complex, clathrin-coated vesicle membrane, extracellular vesicular exosome, ruffle, filamentous actin, endocytic vesicle, lysosomal membrane, axon, nuclear membrane, cell cortex, neuronal cell body, cytoplasmic membrane-bounded vesicle, plasma membrane, cytosol, DNA-directed RNA polymerase II, holoenzyme, microvillus, perinuclear region of cytoplasm, Golgi apparatus, coated pit, ruffle membrane, apical part of cell"
"2067";2067;"Q9UMD9";"Q9UMD9-2";"COHA1_HUMAN";"Collagen alpha-1(XVII) chain";"COL17A1";2;2;"2.45263662707277E-5";0;2;0;2;"0";"0";0;"hemidesmosome, endoplasmic reticulum lumen, extracellular region, integral component of plasma membrane, collagen, basement membrane, cell-cell junction"
"2069";2069;"Q9UN67";"Q9UN67";"PCDBA_HUMAN";"Protocadherin beta-10";"PCDHB10";2;2;"4.58949628840993E-5";2;0;2;0;"9.22545547654281E-5";"0";0;"plasma membrane, integral component of membrane"
"2070";2070;"Q9UN72";"Q9UN72-1,Q9UN72-2";"PCDA7_HUMAN";"Protocadherin alpha-7";"PCDHA7";0;0;"0";0;0;0;0;"0";"0";4;"integral component of plasma membrane"
"2071";2071;"Q9UN75";"Q9UN75-1";"PCDAC_HUMAN";"Protocadherin alpha-12";"PCDHA12";1;1;"2.92635257496914E-5";1;0;1;0;"0";"0";1;"integral component of membrane, plasma membrane"
"2097";2097;"Q9Y2N7";"Q9Y2N7-2";"HIF3A_HUMAN";"Hypoxia-inducible factor 3-alpha";"HIF3A";2;2;"5.48818689197002E-5";2;0;2;0;"0";"0";0;"cytosol, plasma membrane, nucleoplasm"
"2098";2098;"Q9Y2P5";"Q9Y2P5";"S27A5_HUMAN";"Bile acyl-CoA synthetase";"SLC27A5";2;2;"5.32115511699702E-5";0;2;0;2;"0";"2.2261345041948E-4";0;"basal plasma membrane, protein complex, integral component of endoplasmic reticulum membrane"
"2099";2099;"Q9Y2Q0";"Q9Y2Q0-2";"AT8A1_HUMAN";"Probable phospholipid-transporting ATPase IA";"ATP8A1";1;1;"1.81978441253367E-5";0;1;0;1;"0";"0";2;"integral component of membrane, endoplasmic reticulum, chromaffin granule membrane, plasma membrane"
"2110";2110;"Q9Y3F4";"Q9Y3F4";"STRAP_HUMAN";"Serine-threonine kinase receptor-associated protein";"STRAP";2;4;"2.09805544613025E-4";2;0;4;0;"4.217351074991E-4";"0";0;"cell junction, SMN complex, plasma membrane, SMN-Sm protein complex, cytosol, nucleus, spliceosomal complex, mitochondrion"
"2113";2113;"Q9Y3S1";"Q9Y3S1-4";"WNK2_HUMAN";"Serine/threonine-protein kinase WNK2";"WNK2";2;2;"1.59843144568043E-5";0;2;0;2;"0";"0";0;"plasma membrane, cytoplasm"
"2117";2117;"Q9Y487";"Q9Y487";"VPP2_HUMAN";"V-type proton ATPase 116 kDa subunit a isoform 2";"ATP6V0A2";1;1;"2.41270248806597E-5";0;1;0;1;"0";"1.07665851020636E-4";1;"vacuolar proton-transporting V-type ATPase, V0 domain, endosome membrane, acrosomal vesicle, integral component of membrane, phagocytic vesicle membrane, lysosomal membrane, plasma membrane"
"2118";2118;"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";8;13;"9.39212148749769E-5";6;3;10;3;"1.45225587981784E-4";"9.06749001118305E-5";0;"cytosol, actin cytoskeleton, ruffle, intracellular membrane-bounded organelle, centrosome, focal adhesion, cell-cell junction, extracellular vesicular exosome, plasma membrane, cell surface, ruffle membrane"
"2119";2119;"Q9Y493";"Q9Y493-3";"ZAN_HUMAN";"Zonadhesin";"ZAN";4;5;"3.26422211124461E-5";4;0;5;0;"0";"0";0;"plasma membrane, integral component of membrane"
"2123";2123;"Q9Y4D7";"Q9Y4D7-1,Q9Y4D7-2";"PLXD1_HUMAN";"Plexin-D1";"PLXND1";10;22;"1.04902772306513E-4";10;0;22;0;"0";"0";0;"intracellular, integral component of plasma membrane"
"2125";2125;"Q9Y4F1";"Q9Y4F1-2";"FARP1_HUMAN";"FERM, RhoGEF and pleckstrin domain-containing protein 1";"FARP1";2;2;"3.51348998155784E-5";2;0;2;0;"0";"0";0;"dendritic spine, cytosol, synapse, cell junction, filopodium, dendrite, cytoskeleton, extrinsic component of cytoplasmic side of plasma membrane"
"2126";2126;"Q9Y4G6";"Q9Y4G6";"TLN2_HUMAN";"Talin-2";"TLN2";2;2;"1.44437334017622E-5";2;0;2;0;"2.90336915076092E-5";"0";0;"focal adhesion, synapse, cytoplasm, plasma membrane, ruffle, cell-cell junction, actin cytoskeleton, fascia adherens"
"2127";2127;"Q9Y4J8";"Q9Y4J8-2";"DTNA_HUMAN";"Dystrobrevin alpha";"DTNA";1;1;"3.29438943986356E-5";1;0;1;0;"0";"0";1;"synapse, cytoplasm, plasma membrane, cell junction, protein complex"
"2134";2134;"Q9Y5H5";"Q9Y5H5-2";"PCDA9_HUMAN";"Protocadherin alpha-9";"PCDHA9";1;1;"8.69588770435565E-5";1;0;1;0;"0";"0";4;"integral component of membrane, plasma membrane"
"2135";2135;"Q9Y5H8";"Q9Y5H8-1";"PCDA3_HUMAN";"Protocadherin alpha-3";"PCDHA3";1;1;"2.89862923478522E-5";0;1;0;1;"0";"0";1;"integral component of plasma membrane"
"2136";2136;"Q9Y5H9";"Q9Y5H9-2";"PCDA2_HUMAN";"Protocadherin alpha-2";"PCDHA2";2;3;"5.80948897267079E-5";0;2;0;3;"0";"0";0;"integral component of plasma membrane"
"2137";2137;"Q9Y5I0";"Q9Y5I0-1";"PCDAD_HUMAN";"Protocadherin alpha-13";"PCDHA13";1;1;"2.89862923478522E-5";0;1;0;1;"0";"0";1;"plasma membrane, integral component of membrane"
"2141";2141;"Q9Y5S1";"Q9Y5S1";"TRPV2_HUMAN";"Transient receptor potential cation channel subfamily V member 2";"TRPV2";1;1;"2.40287763791096E-5";1;0;1;0;"4.83008140133131E-5";"0";0;"cell surface, cell body, melanosome, endomembrane system, growth cone membrane, axonal growth cone, integral component of plasma membrane"
"2142";2142;"Q9Y5X1";"Q9Y5X1";"SNX9_HUMAN";"Sorting nexin-9";"SNX9";1;1;"3.70245078728868E-5";0;1;0;1;"0";"1.61347984022522E-4";1;"Golgi apparatus, ruffle, trans-Golgi network, cytoplasmic vesicle membrane, clathrin-coated vesicle, extrinsic component of cytoplasmic side of plasma membrane, extracellular vesicular exosome"
"2144";2144;"Q9Y624";"Q9Y624";"JAM1_HUMAN";"Junctional adhesion molecule A";"F11R";9;19;"0.0011665609294955";9;0;19;0;"0.00234493182681356";"0";0;"tight junction, integral component of membrane, plasma membrane, cell-cell junction, extracellular vesicular exosome"
"2150";2150;"Q9Y6M7";"Q9Y6M7-3";"S4A7_HUMAN";"Sodium bicarbonate cotransporter 3";"SLC4A7";1;1;"2.01625317447992E-5";1;0;1;0;"0";"0";1;"basolateral plasma membrane, stereocilium, plasma membrane, integral component of membrane, apical plasma membrane"
"2151";2151;"Q9Y6M7";"Q9Y6M7-1";"S4A7_HUMAN";"Sodium bicarbonate cotransporter 3";"SLC4A7";2;2;"4.03250634895985E-5";2;0;2;0;"0";"0";1;"basolateral plasma membrane, stereocilium, plasma membrane, integral component of membrane, apical plasma membrane"
"2152";2152;"Q9Y6N7";"Q9Y6N7-5";"ROBO1_HUMAN";"Roundabout homolog 1";"ROBO1";1;1;"2.22386252618288E-5";1;0;1;0;"0";"0";3;"axolemma, integral component of plasma membrane, cytoplasm, cell surface"
"2153";2153;"Q9Y6N7";"Q9Y6N7-3";"ROBO1_HUMAN";"Roundabout homolog 1";"ROBO1";1;1;"2.22386252618288E-5";1;0;1;0;"0";"0";3;"axolemma, integral component of plasma membrane, cytoplasm, cell surface"
"2154";2154;"Q9Y6N7";"Q9Y6N7-4";"ROBO1_HUMAN";"Roundabout homolog 1";"ROBO1";1;1;"2.22386252618288E-5";1;0;1;0;"0";"0";3;"axolemma, integral component of plasma membrane, cytoplasm, cell surface"
