"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5136"	"spectra.count.P5134"	"spectra.count.P5136"	"dNSAF.P5134"	"dNSAF.P5136"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q13423"	"Q13423"	"NNTM_HUMAN"	"NAD(P) transhydrogenase, mitochondrial"	"NNT"	5	5	8.45211102837924e-05	5	0	5	0	0.000169897890912391	0	0	"small molecule metabolic process;tricarboxylic acid cycle;reactive oxygen species metabolic process"	"mitochondrial respiratory chain;integral to membrane"	"NAD(P)+ transhydrogenase (AB-specific) activity;NADP binding;NAD binding;NAD(P)+ transhydrogenase (B-specific) activity"
"Q13547"	"Q13547"	"HDAC1_HUMAN"	"Histone deacetylase 1"	"HDAC1"	5	9	0.000395519948251095	5	0	9	0	0.000795044040429798	0	2	"negative regulation of apoptotic process;virus-host interaction;positive regulation of receptor biosynthetic process;histone H3 deacetylation;odontogenesis of dentin-containing tooth;neurotrophin TRK receptor signaling pathway;negative regulation by host of viral transcription;chromatin remodeling;Notch signaling pathway;negative regulation of cell cycle;fungiform papilla formation;transforming growth factor beta receptor signaling pathway;transcription initiation from RNA polymerase II promoter;hair follicle placode formation;blood coagulation;positive regulation of cell proliferation;epidermal cell differentiation;mitotic cell cycle;embryonic digit morphogenesis;positive regulation of transcription from RNA polymerase II promoter;eyelid development in camera-type eye;histone H4 deacetylation;negative regulation of androgen receptor signaling pathway"	"cytosol;NuRD complex;Sin3 complex"	"transcription factor binding;NAD-dependent histone deacetylase activity (H3-K9 specific);NAD-dependent histone deacetylase activity (H3-K18 specific);NAD-dependent histone deacetylase activity (H4-K16 specific);sequence-specific DNA binding transcription factor activity;RNA polymerase II transcription corepressor activity;NAD-dependent histone deacetylase activity (H3-K14 specific);core promoter binding;histone deacetylase activity"
"Q13813-1,Q13813-2,Q13813-3"	"Q13813-[1-3]"	"SPTN1_HUMAN"	"Spectrin alpha chain, non-erythrocytic 1"	"SPTAN1"	5	12	2.97054775948863e-05	5	0	12	0	0	0	0	"cellular component disassembly involved in execution phase of apoptosis;axon guidance;actin filament capping"	"spectrin;intracellular membrane-bounded organelle;lateral plasma membrane;Z disc;membrane;cuticular plate;cytosol;fascia adherens;microtubule cytoskeleton"	"structural constituent of cytoskeleton;actin binding;calcium ion binding"
"Q14739"	"Q14739"	"LBR_HUMAN"	"Lamin-B receptor"	"LBR"	5	7	0.000208952676545493	5	0	7	0	0.000420020737143413	0	0	"cholesterol biosynthetic process"	"integral to nuclear inner membrane;mitochondrion"	"DNA binding;oxidoreductase activity;lamin binding"
"Q15008"	"Q15008"	"PSMD6_HUMAN"	"26S proteasome non-ATPase regulatory subunit 6"	"PSMD6"	5	9	0.000424734875019942	0	5	0	9	0	0.00177690170579045	0	"gene expression;S phase of mitotic cell cycle;M phase of mitotic cell cycle;protein polyubiquitination;regulation of cellular amino acid metabolic process;mRNA metabolic process;mitotic anaphase;DNA damage response;apoptotic process;G1/S transition of mitotic cell cycle;regulation of apoptotic process;viral reproduction;antigen processing and presentation of exogenous peptide antigen via MHC class I;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	"cytosol;nucleoplasm;proteasome accessory complex"	"ATPase activity"
"Q15393-1"	"Q15393-1"	"SF3B3_HUMAN"	"Splicing factor 3B subunit 3"	"SF3B3"	13	34	0.000542184418905476	12	4	27	7	0	0	2	"protein complex assembly;mRNA splicing"	"nucleoplasm;catalytic step 2 spliceosome;U12-type spliceosomal complex;small nuclear ribonucleoprotein complex"	"nucleic acid binding"
"Q16698"	"Q16698"	"DECR_HUMAN"	"2,4-dienoyl-CoA reductase, mitochondrial"	"DECR1"	5	12	0.000657599468190079	3	4	7	5	0.000771082845800593	0.00114629314021971	0	"fatty acid beta-oxidation;protein homotetramerization"	"mitochondrial matrix;nucleus"	"2;NADPH binding;oxidoreductase activity"
"Q16851-1,Q16851-2"	"Q16851-[1,2]"	"UGPA_HUMAN"	"UTP--glucose-1-phosphate uridylyltransferase"	"UGP2"	5	9	0.000162619947227123	4	2	7	2	0	0	0	"glucose metabolic process;UDP-glucuronate biosynthetic process;glycogen biosynthetic process;phosphorylation;xenobiotic metabolic process;UDP-glucose metabolic process"	"cytosol"	"UTP:glucose-1-phosphate uridylyltransferase activity;metal ion binding"
"Q5VST9-2"	"Q5VST9-2"	"OBSCN_HUMAN"	"Obscurin"	"OBSCN"	5	5	1.81658700016226e-05	4	1	4	1	0	0	5	"regulation of Rho protein signal transduction;neurotrophin TRK receptor signaling pathway;small GTPase mediated signal transduction;cellular protein localization;apoptotic signaling pathway;sarcomere organization;regulation of small GTPase mediated signal transduction;multicellular organismal development"	"Z disc;M band;cytosol"	"ATP binding;protein serine/threonine kinase activity;Rho guanyl-nucleotide exchange factor activity;phospholipid binding;metal ion binding;protein tyrosine kinase activity;structural constituent of muscle"
"Q63HN8-3"	"Q63HN8-3"	"RN213_HUMAN"	"E3 ubiquitin-protein ligase RNF213"	"RNF213"	5	5	1.76281785612058e-05	5	0	5	0	0	0	0	"protein autoubiquitination"	"cytoplasm"	"ATPase activity;zinc ion binding;ubiquitin-protein ligase activity;nucleotide binding"
"Q8IY81"	"Q8IY81"	"RRMJ3_HUMAN"	"pre-rRNA processing protein FTSJ3"	"FTSJ3"	5	6	0.00013004475905766	2	3	2	4	8.71353527890702e-05	0.000362699600447322	0	"rRNA processing;RNA methylation"	"nucleolus"	"methyltransferase activity"
"Q8NBX0"	"Q8NBX0"	"SCPDL_HUMAN"	"Saccharopine dehydrogenase-like oxidoreductase"	"SCCPDH"	5	6	0.000256755037113842	5	0	6	0	0.000516109397289108	0	0	""	"midbody;mitochondrion;lipid particle"	"oxidoreductase activity"
"Q8NF91-4"	"Q8NF91-4"	"SYNE1_HUMAN"	"Nesprin-1"	"SYNE1"	5	5	2.0326423065168e-05	0	5	0	5	0	0	7	"Golgi organization;nuclear matrix anchoring at nuclear membrane;cell death;cytoskeletal anchoring at nuclear membrane;muscle cell differentiation"	"sarcomere;SUN-KASH complex;nuclear membrane;nuclear outer membrane;Golgi apparatus;postsynaptic membrane;integral to membrane;cytoskeleton"	"protein homodimerization activity;actin binding"
"Q92820"	"Q92820"	"GGH_HUMAN"	"Gamma-glutamyl hydrolase"	"GGH"	5	10	0.000577295130617601	5	0	10	0	0.00116043465113746	0	0	"response to ethanol;response to zinc ion;response to drug;response to insulin stimulus;glutamine metabolic process"	"lysosome;extracellular space;cytosol;melanosome"	"gamma-glutamyl-peptidase activity"
"Q92854-1"	"Q92854-1"	"SEM4D_HUMAN"	"Semaphorin-4D"	"SEMA4D"	5	8	0.000416474012250656	5	0	8	0	0	0	13	"leukocyte aggregation;ossification involved in bone maturation;positive regulation of cell migration;negative regulation of peptidyl-tyrosine phosphorylation;positive regulation of Rho GTPase activity;negative regulation of transcription from RNA polymerase II promoter;axon guidance;negative regulation of apoptotic process;semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis;negative regulation of osteoblast differentiation;positive regulation of collateral sprouting;immune response;positive regulation of peptidyl-tyrosine phosphorylation;regulation of dendrite morphogenesis;negative regulation of alkaline phosphatase activity;positive regulation of phosphatidylinositol 3-kinase cascade;regulation of cell shape"	"extracellular space;integral to plasma membrane"	"transmembrane signaling receptor activity;semaphorin receptor binding"
"Q96A26"	"Q96A26"	"F162A_HUMAN"	"Protein FAM162A"	"FAM162A"	5	17	0.00202653082864854	5	2	12	5	0.00287546664203932	0.00249355975307534	0	"neuron apoptotic process;activation of cysteine-type endopeptidase activity involved in apoptotic process;cellular response to hypoxia;positive regulation of apoptotic process;transformed cell apoptotic process;positive regulation of release of cytochrome c from mitochondria"	"integral to membrane;mitochondrion"	""
"Q96PK6-1"	"Q96PK6-1"	"RBM14_HUMAN"	"RNA-binding protein 14"	"RBM14"	5	7	0.000192086541218951	5	0	7	0	0	0	0	"response to hormone stimulus;DNA recombination;glucocorticoid receptor signaling pathway;DNA replication;DNA repair;histone deacetylation;intracellular estrogen receptor signaling pathway;positive regulation of transcription from RNA polymerase II promoter"	"transcription factor complex;ribonucleoprotein complex;mediator complex"	"ligand-dependent nuclear receptor transcription coactivator activity;RNA binding;protein binding;RNA polymerase II transcription cofactor activity;nucleotide binding"
"Q96RW7-2"	"Q96RW7-2"	"HMCN1_HUMAN"	"Hemicentin-1"	"HMCN1"	5	5	1.62892503581541e-05	5	0	5	0	0	0	0	"visual perception;response to stimulus"	"cell cortex;basement membrane;cell junction"	"calcium ion binding"
"Q99436"	"Q99436"	"PSB7_HUMAN"	"Proteasome subunit beta type-7"	"PSMB7"	5	14	0.000927840404877097	5	2	10	4	0.00133219573668488	0.00110904895876853	0	"regulation of apoptotic process;mRNA metabolic process;negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;gene expression;S phase of mitotic cell cycle;M phase of mitotic cell cycle;small molecule metabolic process;virus-host interaction;anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process;DNA damage response;positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle;apoptotic process;protein polyubiquitination;viral reproduction;antigen processing and presentation of exogenous peptide antigen via MHC class I;mitotic anaphase;G1/S transition of mitotic cell cycle;regulation of cellular amino acid metabolic process"	"proteasome core complex;nucleoplasm;cytosol"	"threonine-type endopeptidase activity"
"Q99714-1,Q99714-2"	"Q99714-[1,2]"	"HCD2_HUMAN"	"3-hydroxyacyl-CoA dehydrogenase type-2"	"HSD17B10"	5	24	0.000844045294420217	5	3	17	7	0	0	0	"lipid metabolic process;branched-chain amino acid catabolic process;tRNA processing;cellular nitrogen compound metabolic process"	"mitochondrial matrix;mitochondrial inner membrane;plasma membrane;endoplasmic reticulum"	"3-hydroxyacyl-CoA dehydrogenase activity;3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity;cholate 7-alpha-dehydrogenase activity"
"Q9BV73-1"	"Q9BV73-1"	"CP250_HUMAN"	"Centrosome-associated protein CEP250"	"CEP250"	5	5	3.75880121900895e-05	3	2	3	2	0	0	0	"centriole-centriole cohesion;regulation of centriole-centriole cohesion;protein localization;G2/M transition of mitotic cell cycle"	"protein complex;spindle pole centrosome;cytosol;centriole;microtubule basal body;perinuclear region of cytoplasm;cilium"	""
"Q9HCF6-1"	"Q9HCF6-1"	"TRPM3_HUMAN"	"Transient receptor potential cation channel subfamily M member 3"	"TRPM3"	5	5	5.2996492937759e-05	0	5	0	5	0	0	0	""	"integral to membrane"	"calcium channel activity;cation channel activity"
"Q9NX58"	"Q9NX58"	"LYAR_HUMAN"	"Cell growth-regulating nucleolar protein"	"LYAR"	5	5	0.000242189777752503	5	0	5	0	0.000486831423564264	0	0	""	"nucleolus"	"metal ion binding"
"Q9P2P6-1"	"Q9P2P6-1"	"STAR9_HUMAN"	"StAR-related lipid transfer protein 9"	"STARD9"	5	5	2.2784733346716e-05	3	2	3	2	0	0	1	"spindle assembly;microtubule-based movement"	"centriole;nucleus;microtubule associated complex"	"microtubule binding;ATP binding;microtubule motor activity"
"Q9UBB4-1,Q9UBB4-2"	"Q9UBB4-[1,2]"	"ATX10_HUMAN"	"Ataxin-10"	"ATXN10"	5	6	0.000115945169391409	5	0	6	0	0	0	0	"neuron projection development;cell death"	"cytosol;perinuclear region of cytoplasm;dendrite;neuronal cell body"	""
"Q9UFH2-1"	"Q9UFH2-1"	"DYH17_HUMAN"	"Dynein heavy chain 17, axonemal"	"DNAH17"	5	5	2.38769780890892e-05	2	3	2	3	0	0	1	"ATP catabolic process;ciliary or flagellar motility;microtubule-based movement"	"cilium axoneme;axonemal dynein complex;microtubule"	"microtubule motor activity;ATP binding;ATPase activity"
"Q9UKD2"	"Q9UKD2"	"MRT4_HUMAN"	"mRNA turnover protein 4 homolog"	"MRTO4"	5	6	0.000460869920175055	5	0	6	0	0.000926405570866224	0	0	"ribosome biogenesis"	"nucleolus;nuclear membrane"	""
"Q9ULT8"	"Q9ULT8"	"HECD1_HUMAN"	"E3 ubiquitin-protein ligase HECTD1"	"HECTD1"	5	9	6.33033970815162e-05	4	2	6	3	8.48317744969454e-05	8.82777475801384e-05	0	"neural tube closure;protein ubiquitination involved in ubiquitin-dependent protein catabolic process"	"cytoplasm;nucleus"	"ubiquitin-protein ligase activity;metal ion binding"
"Q9Y5M8"	"Q9Y5M8"	"SRPRB_HUMAN"	"Signal recognition particle receptor subunit beta"	"SRPRB"	5	11	0.000745158068966925	5	0	11	0	0.00149785992977079	0	0	"small GTPase mediated signal transduction;activation of signaling protein activity involved in unfolded protein response;translation;SRP-dependent cotranslational protein targeting to membrane"	"endoplasmic reticulum membrane;cytoplasmic microtubule;integral to membrane"	"GTP binding"
"Q9Y6V0-6"	"Q9Y6V0-6"	"PCLO_HUMAN"	"Protein piccolo"	"PCLO"	5	8	3.09288858133055e-05	2	5	3	5	0	0	1	"regulation of exocytosis;synaptic vesicle exocytosis;cytoskeleton organization;insulin secretion;cAMP-mediated signaling"	"cytoskeleton;synaptic vesicle;membrane;synapse;cell junction"	"profilin binding;transporter activity;calcium ion binding;calcium-dependent phospholipid binding"
"A6NNM3"	"A6NNM3"	"RIM3B_HUMAN"	"RIMS-binding protein 3B"	"RIMBP3B"	4	4	5.37634708587374e-05	0	4	0	4	0	0.000224922436787467	1	""	""	""
"O15145"	"O15145"	"ARPC3_HUMAN"	"Actin-related protein 2/3 complex subunit 3"	"ARPC3"	4	16	0.00165015596886649	4	3	9	7	0.00186582245593001	0.00302028922900586	0	"Arp2/3 complex-mediated actin nucleation;cellular component movement;Fc-gamma receptor signaling pathway involved in phagocytosis;innate immune response"	"Arp2/3 protein complex;lamellipodium;cytosol"	"structural constituent of cytoskeleton"
"O15230"	"O15230"	"LAMA5_HUMAN"	"Laminin subunit alpha-5"	"LAMA5"	4	5	2.4841657853369e-05	2	2	3	2	2.9960883820978e-05	4.15705766683196e-05	0	"substrate adhesion-dependent cell spreading;neural crest cell migration;morphogenesis of a polarized epithelium;angiogenesis;cell proliferation;regulation of embryonic development;lung development;integrin-mediated signaling pathway;muscle organ development;regulation of cell proliferation;cytoskeleton organization;regulation of cell adhesion;embryo development;cell recognition;morphogenesis of embryonic epithelium;branching involved in salivary gland morphogenesis;odontogenesis of dentin-containing tooth;hair follicle development;establishment of protein localization to plasma membrane;cilium assembly;focal adhesion assembly;cell migration;regulation of cell migration;endothelial cell differentiation;branching involved in ureteric bud morphogenesis"	"laminin-1 complex;extracellular space;laminin-10 complex;laminin-11 complex"	"integrin binding;structural molecule activity"
"O43719"	"O43719"	"HTSF1_HUMAN"	"HIV Tat-specific factor 1"	"HTATSF1"	4	4	9.72608484961044e-05	0	4	0	4	0	0.000406896108051499	0	"regulation of DNA-dependent transcription;viral genome replication;transcription;regulation of transcription from RNA polymerase II promoter"	"nucleus"	"RNA binding;nucleotide binding"
"O60763-1,O60763-2"	"O60763-[1,2]"	"USO1_HUMAN"	"General vesicular transport factor p115"	"USO1"	4	4	3.81662893007063e-05	2	2	2	2	0	0	0	"M phase of mitotic cell cycle;mitotic prophase;intracellular protein transport;vesicle fusion with Golgi apparatus"	"cytosol;Golgi membrane"	"protein transporter activity"
