"";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"635";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";6;31;0,00188084356352645;6;6;6;6;8;8;7;8;0,00240987501938708;0,00245919897600957;0,00241938474304994;0,00275816514302058;"nucleoplasm, nucleus, cytoplasm, endoplasmic reticulum, perinuclear region of cytoplasm"
"636";"P39748";"FEN1_HUMAN";"Flap endonuclease 1";"FEN1";11;44;0,00102898841915489;8;11;6;8;12;15;7;10;0,00148040842062677;0,00187040110087946;0,000880740937162916;0,00123226636473467;"nucleolus, nucleus, nucleoplasm, mitochondrion"
"638";"P40222";"TXLNA_HUMAN";"Alpha-taxilin";"TXLNA";3;3;4,88281217880692e-05;NA;1;2;NA;NA;1;2;NA;NA;8,67829570615621e-05;0,000175134252287759;NA;"cytoplasm, extracellular region"
"639";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";22;106;0,0017739964699349;18;17;19;20;24;23;29;30;0,00211885197679161;0,00205239241954632;0,00261118243947682;0,00264554360790495;"extracellular vesicular exosome, cytoplasm, acrosomal vesicle, cell body, microtubule, chaperonin-containing T-complex, cytosol, zona pellucida receptor complex"
"640";"P40306";"PSB10_HUMAN";"Proteasome subunit beta type-10";"PSMB10";2;12;0,000390624974304553;1;2;2;2;3;3;3;3;0,000515160439412245;0,000520697742369372;0,000525402756863278;0,000514572767691402;"cytosol, proteasome core complex, proteasome complex, nucleoplasm, spermatoproteasome complex"
"641";"P40429";"RL13A_HUMAN";"60S ribosomal protein L13a";"RPL13A";8;35;0,00153219278714286;7;7;7;8;10;9;8;8;0,00230933990081351;0,00210074606404195;0,00188420299013038;0,00184536440827261;"cytosolic large ribosomal subunit, GAIT complex, cytosol, large ribosomal subunit, ribonucleoprotein complex"
"644";"P40925";"MDHC_HUMAN";"Malate dehydrogenase, cytoplasmic";"MDH1";13;56;0,00148998867444312;12;11;12;12;16;12;15;13;NA;NA;NA;NA;"extracellular space, cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm, centrosome"
"646";"P40937";"RFC5_HUMAN";"Replication factor C subunit 5";"RFC5";1;2;2,61374063689076e-05;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;"DNA replication factor C complex, nucleoplasm"
"647";"P40938";"RFC3_HUMAN";"Replication factor C subunit 3";"RFC3";2;4;9,9850765903692e-05;1;NA;1;2;1;NA;1;2;0,00013168426962504;NA;0,000134302390097074;0,000263068100336616;"nucleoplasm, DNA replication factor C complex"
"649";"P41091";"IF2G_HUMAN";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";10;45;0,000847250672551454;9;9;9;8;12;11;12;10;0,00119185423694528;0,00110427635616894;0,00121555044596335;0,000992078852964355;"cytosol, extracellular vesicular exosome"
"650";"P41223";"BUD31_HUMAN";"Protein BUD31 homolog";"BUD31";3;7;0,000431993244152778;2;1;2;2;2;1;2;2;0,000651105555368254;0,00032905204552509;0,000664050706591088;0,000650362803609966;"nucleus"
"651";"P41227";"NAA10_HUMAN";"N-alpha-acetyltransferase 10";"NAA10";5;14;0,00052942150772766;3;4;3;4;3;4;3;4;0,000598462978551246;0,000806527566904049;0,000610361500526276;0,000797040372083703;"cytoplasm, nucleus, nucleolus, intracellular, NatA complex"
"653";"P41250";"SYG_HUMAN";"Glycine--tRNA ligase";"GARS";26;106;0,00131863952993621;22;22;20;22;28;29;25;24;0,0018354304370002;0,00191941520570993;0,00167521007558741;0,00157706379441009;"cytosol, secretory granule, mitochondrial matrix, nucleus, cytoplasm"
"654";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";27;80;0,0005633418805343;21;17;19;19;23;18;20;19;0,000854382567107629;0,00067583431220367;0,000757712375191098;0,000704989156369599;"cytosol, cytoplasm, extracellular vesicular exosome"
"659";"P42224";"STAT1_HUMAN";"Signal transducer and activator of transcription 1-alpha/beta";"STAT1";2;2;2,36979151078096e-05;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"nucleolus, cytosol, dendrite, cytoplasm, axon, nucleus, nuclear chromatin, nucleoplasm"
"660";"P42331";"RHG25_HUMAN";"Rho GTPase-activating protein 25";"ARHGAP25";4;4;1,83704768277594e-05;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;"cytosol"
"662";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";2;10;0,00176323773123583;1;1;1;2;2;2;2;4;0,00186030158676644;0,00225635688360061;0,00227674527974087;0,00312174145732784;"cytosolic small ribosomal subunit, cytosol, nucleus, ribosome"
"665";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";4;24;0,00173399378837631;4;4;4;4;7;6;6;5;0,00266794471467967;0,00231138997832258;0,00233227565241748;0,00190350088861454;"cytosolic large ribosomal subunit, nucleolus, cytosol, cytoplasm"
"671";"P43487";"RANG_HUMAN";"Ran-specific GTPase-activating protein";"RANBP1";8;27;0,00119373826102772;6;5;6;8;6;6;6;9;0,00139939104437356;0,00141443267330188;0,00142721345894204;0,0020966920235784;"nucleus, centrosome, nuclear envelope, cytoplasm"
"672";"P43490";"NAMPT_HUMAN";"Nicotinamide phosphoribosyltransferase";"NAMPT";6;19;0,00034388522432412;5;3;4;5;6;3;4;6;0,000572866802279197;0,000289512186694172;0,000389504284110455;0,00057221330175052;"cytosol, extracellular vesicular exosome, extracellular space, nucleus"
"673";"P43686";"PRS6B_HUMAN";"26S protease regulatory subunit 6B";"PSMC4";7;22;0,000482809815439244;5;6;4;4;6;7;5;4;NA;NA;NA;NA;"proteasome complex, nucleus, inclusion body, nucleoplasm, cytosol, cytosolic proteasome complex, cytoplasm, proteasome accessory complex"
"674";"P43897";"EFTS_HUMAN";"Elongation factor Ts, mitochondrial";"TSFM";2;2;5,46874964026374e-05;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"nucleus, mitochondrion"
"675";"P45954";"ACDSB_HUMAN";"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADSB";1;1;2,0571106864418e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000108393800601661;"mitochondrial matrix, mitochondrion"
"676";"P45974";"UBP5_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 5";"USP5";8;25;0,000258937009482185;7;5;4;8;8;5;4;8;NA;NA;NA;NA;"lysosome"
"677";"P46013";"KI67_HUMAN";"Antigen KI-67";"MKI67";3;5;6,82334011473325e-06;NA;NA;3;2;NA;NA;3;2;NA;NA;NA;NA;"nucleus, nucleolus, cytoplasm, condensed chromosome, chromosome, centromeric region"
"679";"P46063";"RECQ1_HUMAN";"ATP-dependent DNA helicase Q1";"RECQL";2;6;8,21576409746865e-05;2;1;NA;1;2;2;NA;2;0,000144467180235791;0,000146020014038869;NA;0,000144302378612997;"nucleus"
"680";"P46109";"CRKL_HUMAN";"Crk-like protein";"CRKL";5;15;0,000439936542842999;3;2;1;4;4;3;2;6;0,000618872607082697;0,000469143510451613;0,000315588454617547;0,00092724993782015;"cytosol, endosome"
"682";"P46527";"CDN1B_HUMAN";"Cyclin-dependent kinase inhibitor 1B";"CDKN1B";1;1;4,48824149769121e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000236495564949079;"nucleoplasm, nucleus, cytosol, endosome, protein complex, cytoplasm"
"683";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";6;27;0,00162122561126062;6;6;5;6;7;8;5;7;0,00221727837774054;0,00256126997597908;0,00161525847549183;0,00221474900688799;"cytosol, cytosolic large ribosomal subunit"
"684";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";14;66;0,00197482625898413;12;11;12;12;18;15;16;17;0,00284118787797056;0,00239310578563701;0,00257571183162604;0,00268028306942289;"nucleolus, ribonucleoprotein complex, cytoplasm, extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol, nucleus"
"685";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";4;22;0,00122192374774643;4;4;4;4;5;6;5;6;0,00146498749957857;0,00177688104583548;0,00149411408982995;0,00175597956974691;"cytosolic large ribosomal subunit, nucleolus, cytosol, cytoplasm"
"686";"P46779";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";9;36;0,0023351960142732;8;9;9;8;9;9;9;9;NA;NA;NA;NA;"cytosolic large ribosomal subunit, extracellular vesicular exosome, cytosol, cytoplasm"
"687";"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";12;43;0,00196973650058469;12;10;11;10;12;10;11;10;0,00289976907133078;0,00244244817296974;0,00271096989494918;0,00241371762164524;"cytoplasm, cytosolic small ribosomal subunit, extracellular vesicular exosome, cytosol, nucleolus, ribosome, ribonucleoprotein complex"
"688";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";10;50;0,00217811719740897;9;9;9;10;13;11;13;13;0,00298742548933669;0,00255499235348893;0,00304682088906499;0,00298401756950455;"ribonucleoprotein complex, cytosolic small ribosomal subunit, cytosol, extracellular vesicular exosome"
"689";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";14;60;0,00323153387833767;11;11;13;12;14;13;17;16;0,00397766302915879;0,00373324502559374;0,00492604887798479;0,00454071484702231;"cytosol, ribosome, cytoplasm, nucleolus, cytosolic small ribosomal subunit"
"691";"P46976";"GLYG_HUMAN";"Glycogenin-1";"GYG1";3;9;7,61718699893879e-05;2;2;2;3;2;2;2;3;NA;NA;NA;NA;"cytosol"
"694";"P47813";"IF1AX_HUMAN";"Eukaryotic translation initiation factor 1A, X-chromosomal";"EIF1AX";4;19;0,00117255309127183;4;4;4;4;4;5;4;6;0,00130221111073651;0,00164526022762545;0,00132810141318218;0,0019510884108299;"cytosol"
"695";"P47897";"SYQ_HUMAN";"Glutamine--tRNA ligase";"QARS";13;37;0,000429009562471618;8;8;7;11;8;9;7;13;0,000483918451473696;0,000550259936774859;0,000441890126612572;0,000803737185412539;"mitochondrial matrix, cytosol, cytoplasm"
"696";"P47914";"RL29_HUMAN";"60S ribosomal protein L29";"RPL29";2;8;0,000447130473732256;2;2;2;2;2;2;2;2;0,000589680502975022;0,000596018799441672;0,000601404413516457;0,000589007822137328;"cytosol, cytosolic large ribosomal subunit"
"700";"P48147";"PPCE_HUMAN";"Prolyl endopeptidase";"PREP";10;17;0,000212780575791952;5;5;2;5;5;5;2;5;0,000330138028074044;0,000333686581377556;0,000134680706688897;0,000329761421548715;"nucleus, cytoplasm"
"701";"P48163";"MAOX_HUMAN";"NADP-dependent malic enzyme";"ME1";4;10;0,000155362205689311;2;2;3;3;2;2;3;3;0,000163914685267532;0,000165676554390255;0,000250760406684746;0,000245591548216351;"cytosol, mitochondrion"
"704";"P48454";"PP2BC_HUMAN";"Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform";"PPP3CC";1;5;5,52264090536222e-05;1;1;1;NA;2;2;1;NA;NA;NA;NA;NA;"cytosol"
"705";"P48556";"PSMD8_HUMAN";"26S proteasome non-ATPase regulatory subunit 8";"PSMD8";3;4;0,000101562493319184;2;NA;NA;2;2;NA;NA;2;0,000267883428494367;NA;NA;0,000267577839199529;"nucleoplasm, proteasome regulatory particle, cytosol, proteasome accessory complex, proteasome complex"
"706";"P48634";"PRC2A_HUMAN";"Protein PRRC2A";"PRRC2A";3;9;3,70794916499107e-05;2;2;3;2;2;2;3;2;NA;NA;NA;NA;"nucleus, cytoplasm, extracellular vesicular exosome"
"707";"P48637";"GSHB_HUMAN";"Glutathione synthetase";"GSS";6;15;0,000281225258399639;4;5;3;2;5;5;3;2;0,000494510548380952;0,000499825891936845;0,000302605385282015;0,000197578573248597;"cytosol, extracellular vesicular exosome"
"708";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";27;112;0,0019356760822526;24;22;24;22;27;26;33;26;0,00247462697213044;0,0024111640156602;0,00306727175761635;0,00234044054545688;"centrosome, microtubule, cell body, chaperonin-containing T-complex, extracellular vesicular exosome, cytoplasm, cytosol, nucleolus, zona pellucida receptor complex"
"710";"P48729";"KC1A_HUMAN";"Casein kinase I isoform alpha";"CSNK1A1";1;1;1,31850417884697e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"condensed chromosome kinetochore, nuclear speck, cytosol, centrosome"
"712";"P49137";"MAPK2_HUMAN";"MAP kinase-activated protein kinase 2";"MAPKAPK2";1;1;2,22167954135715e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"centrosome, nucleus, nucleoplasm, cytoplasm, cytosol"
"713";"P49189";"AL9A1_HUMAN";"4-trimethylaminobutyraldehyde dehydrogenase";"ALDH9A1";3;10;0,000179893080271834;3;2;2;2;4;2;2;2;0,000379591902724812;0,000191836010346611;0,000193569436739102;0,000189579440728411;"cytoplasm, cytosol, mitochondrion, extracellular vesicular exosome"
"714";"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";5;17;0,00129123255395116;4;4;4;5;4;4;4;5;0,00160272136706032;0,00161994853181583;0,00163458635468575;0,0020011163187999;"cytoplasm, cytosol, extracellular vesicular exosome, nucleolus, cytosolic large ribosomal subunit"
"717";"P49321";"NASP_HUMAN";"Nuclear autoantigenic sperm protein";"NASP";20;91;0,000513129031125635;17;18;16;18;23;23;23;22;NA;NA;NA;NA;"nucleus, cytoplasm"
"719";"P49354";"FNTA_HUMAN";"Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha";"FNTA";6;21;0,000246201954451188;5;4;4;5;6;4;5;6;NA;NA;NA;NA;"CAAX-protein geranylgeranyltransferase complex, microtubule associated complex, protein farnesyltransferase complex, cytoplasm, cytosol"
"722";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";21;109;0,00214303601776928;18;20;19;21;27;27;24;31;0,00280033008769001;0,0028304299845167;0,00253867172785265;0,00321152605676426;"mitochondrion, extracellular vesicular exosome, mitochondrial nucleoid"
"723";"P49458";"SRP09_HUMAN";"Signal recognition particle 9 kDa protein";"SRP9";5;15;0,0015500089823422;3;4;3;4;4;4;3;4;NA;NA;NA;NA;"cytosol, signal recognition particle receptor complex, signal recognition particle, endoplasmic reticulum targeting"
"724";"P49588";"SYAC_HUMAN";"Alanine--tRNA ligase, cytoplasmic";"AARS";27;105;0,00096395186711777;22;21;22;20;29;26;26;24;0,00140445082604227;0,00127269716781605;0,001284197234234;0,00116097822793184;"cytoplasm, cytosol, extracellular vesicular exosome"
"725";"P49589";"SYCC_HUMAN";"Cysteine--tRNA ligase, cytoplasmic";"CARS";6;12;4,75225570343775e-05;3;5;2;2;3;5;2;2;NA;NA;NA;NA;"cytosol, cytoplasm"
"726";"P49591";"SYSC_HUMAN";"Serine--tRNA ligase, cytoplasmic";"SARS";8;24;0,000414944038852697;6;6;5;6;7;6;5;6;0,000638438132112062;0,000553114722439061;0,000465093880102707;0,000546608426380361;"mitochondrion, extracellular vesicular exosome, cytosol, cytoplasm"
"727";"P49593";"PPM1F_HUMAN";"Protein phosphatase 1F";"PPM1F";1;2;3,91485381736942e-05;1;NA;1;NA;1;NA;1;NA;0,0001032590308073;NA;0,000105312006331626;NA;"cytosol, perinuclear region of cytoplasm, protein complex"
"728";"P49643";"PRI2_HUMAN";"DNA primase large subunit";"PRIM2";1;2;3,49183424967724e-05;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;NA;"primosome complex, nucleoplasm"
"729";"P49720";"PSB3_HUMAN";"Proteasome subunit beta type-3";"PSMB3";5;20;0,000866996894188155;4;5;4;5;4;6;5;5;0,000914723902175888;0,00138683398699355;0,00116613782620874;0,00114210053316872;"proteasome complex, Golgi apparatus, extracellular vesicular exosome, cytosol, cytoplasm, mitochondrion, actin cytoskeleton, nucleoplasm, proteasome core complex"
"730";"P49721";"PSB2_HUMAN";"Proteasome subunit beta type-2";"PSMB2";9;27;0,00119373826102772;5;6;6;8;6;7;6;8;0,00139939104437356;0,00165017145218552;0,00142721345894204;0,0018637262431808;"proteasome complex, cytosol, proteasome core complex, extracellular vesicular exosome, nucleus, nucleoplasm"
"731";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";25;95;0,00093389184260588;20;21;19;18;26;26;23;20;0,00134830707925815;0,00136279962217471;0,00121644686959606;0,00103597614734331;"nucleus, nuclear origin of replication recognition complex, nucleoplasm, microtubule cytoskeleton, MCM complex, chromatin, cytoplasm"
"733";"P49750";"YLPM1_HUMAN";"YLP motif-containing protein 1";"YLPM1";1;10;1,51831849742501e-05;1;1;1;1;3;2;2;3;NA;NA;NA;NA;"nuclear speck, nucleus"
"735";"P49756";"RBM25_HUMAN";"RNA-binding protein 25";"RBM25";4;6;6,32506630991358e-05;NA;2;2;2;NA;2;2;2;NA;NA;NA;NA;"spliceosomal complex, cytoplasm, nucleus, nuclear speck"
"736";"P49770";"EI2BB_HUMAN";"Translation initiation factor eIF-2B subunit beta";"EIF2B2";1;4;0,000101273141486366;1;1;1;1;1;1;1;1;0,000133560113921693;0,000134995710984652;0,000136215529557146;0,00013340775458666;"eukaryotic translation initiation factor 2B complex, cytoplasm, cytosol"
"742";"P49902";"5NTC_HUMAN";"Cytosolic purine 5'-nucleotidase";"NT5C2";8;20;0,00031681704689585;5;4;5;4;6;5;5;4;0,000501386096112452;0,00042231278570065;0,000426128795673425;0,000333876091692817;"cytosol"
"744";"P49915";"GUAA_HUMAN";"GMP synthase [glutamine-hydrolyzing]";"GMPS";20;59;0,000756589281039375;15;14;13;13;16;15;15;13;0,00108235728684593;0,00102561676527301;0,00103488421806403;0,000878412098382292;"cytosol, cytoplasm"
"745";"P50213";"IDH3A_HUMAN";"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial";"IDH3A";12;50;0,00121403253626074;10;10;9;11;13;13;11;13;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix"
"748";"P50453";"SPB9_HUMAN";"Serpin B9";"SERPINB9";6;20;0,00047269777475684;5;4;4;4;6;4;6;4;0,000748078723189057;0,000504079729315031;0,000762951875657845;0,000498150232552315;"extracellular vesicular exosome, nucleus, cytosol, cytoplasm, extracellular space"
"749";"P50454";"SERPH_HUMAN";"Serpin H1";"SERPINH1";9;38;0,000807883469584417;9;6;9;9;11;7;10;10;0,00123367368385564;0,0007935034973428;0,00114381939891288;0,00112024214975879;"endoplasmic reticulum lumen, extracellular space, endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment"
"750";"P50502";"F10A1_HUMAN";"Hsc70-interacting protein";"ST13";9;52;0,00125232884716067;8;9;8;8;12;17;12;11;0,00152453983695981;0,00218297942397133;0,00155485043494499;0,00139590065165066;"cytoplasm, extracellular vesicular exosome, protein complex, cytosol"
"754";"P50749";"RASF2_HUMAN";"Ras association domain-containing protein 2";"RASSF2";2;4;0,000109039486692375;2;NA;NA;NA;4;NA;NA;NA;0,000575209815785451;NA;NA;NA;"nucleus, cytoplasm"
"757";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";9;39;0,00161200934163588;7;7;9;8;9;8;12;10;0,0019624018599006;0,00176310677416234;0,00266855725811488;0,00217795915627524;"cytosol, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit"
"758";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";29;132;0,0021405963464171;26;27;27;27;33;33;31;35;0,00282304160502732;0,00285338562104968;0,00270467368086005;0,00299071946185605;"cell body, cytosol, centrosome, zona pellucida receptor complex, cytoplasm, aggresome, microtubule, extracellular vesicular exosome, intermediate filament cytoskeleton, chaperonin-containing T-complex"
"759";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";23;99;0,00171734818594896;18;19;17;17;25;25;25;24;0,00229982339023324;0,00232702963549338;0,00233231295450392;0,002168423008578;"extracellular vesicular exosome, centrosome, microtubule, cytoplasm, cell body, zona pellucida receptor complex, nucleus, chaperonin-containing T-complex, cytosol, melanosome"
"760";"P50995";"ANX11_HUMAN";"Annexin A11";"ANXA11";9;31;0,000545521313125319;8;7;9;7;8;7;9;7;0,000742647128499236;0,000656800914632258;0,000852088827467376;0,000649074956474105;"specific granule, phagocytic vesicle, cytoplasm, melanosome, midbody, extracellular vesicular exosome, spindle, nuclear envelope, nucleoplasm, azurophil granule, nucleus"
"761";"P51114";"FXR1_HUMAN";"Fragile X mental retardation syndrome-related protein 1";"FXR1";4;10;4,77011173667664e-05;3;2;2;3;3;2;2;3;NA;NA;NA;NA;"costamere, cytoplasm, nucleolus, polysome"
"763";"P51398";"RT29_HUMAN";"28S ribosomal protein S29, mitochondrial";"DAP3";2;4;2,97712501354391e-05;1;NA;1;2;1;NA;1;2;NA;NA;NA;NA;"nucleus, small ribosomal subunit, mitochondrion, nucleolus, mitochondrial ribosome"
"764";"P51452";"DUS3_HUMAN";"Dual specificity protein phosphatase 3";"DUSP3";1;1;4,80363144077221e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000253114172215771;"nucleoplasm, immunological synapse, cytosol, nucleus"
"765";"P51532";"SMCA4_HUMAN";"Transcription activator BRG1";"SMARCA4";7;18;1,94245205801718e-05;3;5;5;5;3;5;5;5;NA;NA;NA;NA;"npBAF complex, WINAC complex, nuclear chromatin, SWI/SNF complex, nuclear euchromatin, nBAF complex, nucleus, nucleolus, extracellular space, heterochromatin, perichromatin fibrils"
"766";"P51553";"IDH3G_HUMAN";"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial";"IDH3G";4;5;0,000113062572079244;NA;1;2;2;NA;1;2;2;NA;0,000120568688436674;0,000243316289437956;0,000238300874605178;"nucleus, nucleolus, mitochondrion, mitochondrial matrix"
"767";"P51570";"GALK1_HUMAN";"Galactokinase";"GALK1";7;22;0,000498744386835278;4;6;4;6;4;7;5;6;0,000478363265168513;0,00084613383135023;0,000609842485644876;0,000716726354998738;"cytosol, cytoplasm, extracellular vesicular exosome"
"770";"P51610";"HCFC1_HUMAN";"Host cell factor 1";"HCFC1";12;35;7,64214092850124e-05;5;8;9;7;5;10;12;8;NA;NA;NA;NA;"Set1C/COMPASS complex, mitochondrion, neuronal cell body, nucleoplasm, histone acetyltransferase complex, nucleus, cytoplasm, MLL1 complex, MLL5-L complex"
