"";"X";"accession";"name";"go_name"
"200";200;"P04406";"G3P_HUMAN";"C:perinuclear region of cytoplasm, P:small molecule metabolic process, P:negative regulation of translation, F:NAD binding, P:microtubule cytoskeleton organization, F:microtubule binding, P:peptidyl-cysteine S-trans-nitrosylation, C:extracellular vesicular exosome, P:protein stabilization, F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, C:lipid particle, C:nucleus, C:GAIT complex, P:neuron apoptotic process, C:cytosol, P:cellular response to interferon-gamma, C:ribonucleoprotein complex, C:microtubule cytoskeleton, P:glycolysis, F:peptidyl-cysteine S-nitrosylase activity, P:gluconeogenesis, F:NADP binding, C:plasma membrane"
"201";201;"P06744";"G6PI_HUMAN";"P:glycolysis, C:neuron projection, C:cytosol, F:glucose-6-phosphate isomerase activity, P:aldehyde catabolic process, P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, F:monosaccharide binding, P:angiogenesis, P:methylglyoxal biosynthetic process, P:glucose 6-phosphate metabolic process, P:hemostasis, C:nucleus, P:negative regulation of neuron apoptotic process, C:extracellular space, P:gluconeogenesis, C:extracellular vesicular exosome, F:intramolecular transferase activity, P:learning or memory, P:humoral immune response, P:small molecule metabolic process, C:plasma membrane"
"202";202;"Q14697";"GANAB_HUMAN";"P:protein N-linked glycosylation via asparagine, P:protein folding, C:glucosidase II complex, P:post-translational protein modification, C:melanosome, C:extracellular vesicular exosome, C:endoplasmic reticulum lumen, F:carbohydrate binding, C:Golgi apparatus, F:glucan 1,3-alpha-glucosidase activity"
"203";203;"P63244";"GBLP_HUMAN";"P:positive regulation of intrinsic apoptotic signaling pathway, P:negative regulation of Wnt signaling pathway, P:negative regulation of cell growth, P:positive regulation of GTPase activity, P:positive regulation of gastrulation, P:viral process, P:positive regulation of protein homooligomerization, C:neuronal cell body, P:positive regulation of protein phosphorylation, C:mitochondrion, P:positive regulation of mitochondrial depolarization, P:positive regulation of cAMP catabolic process, C:cytoskeleton, P:negative regulation of protein kinase B signaling, P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process, F:ion channel inhibitor activity, C:phagocytic cup, P:negative regulation of translation, F:protein tyrosine kinase inhibitor activity, C:cytosol, C:nucleus, C:perinuclear region of cytoplasm, C:dendrite, C:perikaryon, P:regulation of protein localization, P:positive regulation of cell migration, P:negative regulation of phagocytosis, P:gastrulation, P:positive regulation of cyclic-nucleotide phosphodiesterase activity, P:positive regulation of apoptotic process, P:regulation of establishment of protein localization to plasma membrane, P:regulation of establishment of cell polarity, F:cysteine-type endopeptidase activator activity involved in apoptotic process, C:midbody, P:regulation of cell division, F:receptor tyrosine kinase binding, F:SH2 domain binding, F:protein kinase C binding, F:protein complex scaffold, C:small ribosomal subunit, C:extracellular vesicular exosome, P:cell cycle, P:regulation of cell cycle, P:rhythmic process"
"204";204;"P50395";"GDIB_HUMAN";"C:membrane, F:Rab GDP-dissociation inhibitor activity, P:protein transport, C:cytosol, C:extracellular vesicular exosome, F:Rab GTPase activator activity, P:small GTPase mediated signal transduction, C:Golgi apparatus, P:vesicle-mediated transport, P:regulation of small GTPase mediated signal transduction"
"205";205;"P52566";"GDIR2_HUMAN";"P:regulation of small GTPase mediated signal transduction, P:actin cytoskeleton organization, C:cytosol, P:cellular component movement, C:cytoskeleton, P:multicellular organismal development, C:extracellular vesicular exosome, P:positive regulation of GTPase activity, P:Rho protein signal transduction, F:Rho GDP-dissociation inhibitor activity, C:cytoplasmic membrane-bounded vesicle, P:negative regulation of cell adhesion, P:immune response, F:GTPase activator activity"
"206";206;"Q92820";"GGH_HUMAN";"P:response to zinc ion, P:response to insulin, P:glutamine metabolic process, C:extracellular vesicular exosome, F:gamma-glutamyl-peptidase activity, C:lysosome, C:extracellular space, C:melanosome, C:cytosol, P:response to ethanol, P:response to drug"
"208";208;"P34897";"GLYM_HUMAN";"F:L-allo-threonine aldolase activity, P:positive regulation of cell proliferation, F:amino acid binding, C:extracellular vesicular exosome, F:chromatin binding, C:microtubule cytoskeleton, P:tetrahydrofolate interconversion, F:pyridoxal phosphate binding, C:mitochondrial inner membrane, P:protein homotetramerization, P:L-serine biosynthetic process, F:glycine hydroxymethyltransferase activity, C:mitochondrial intermembrane space, P:glycine biosynthetic process from serine, C:mitochondrial nucleoid, P:one-carbon metabolic process"
"209";209;"P04899";"GNAI2_HUMAN";"F:metal ion binding, F:G-protein coupled receptor binding, C:centrosome, C:midbody, C:cytosol, P:G-protein coupled acetylcholine receptor signaling pathway, F:G-protein beta/gamma-subunit complex binding, P:response to nutrient, F:GTP binding, P:positive regulation of cell proliferation, P:cell proliferation, C:extracellular vesicular exosome, P:gamma-aminobutyric acid signaling pathway, P:platelet activation, F:GTPase activity, P:cell division, P:negative regulation of synaptic transmission, F:signal transducer activity, C:cytoplasm, C:heterotrimeric G-protein complex, P:negative regulation of adenylate cyclase activity, P:adenosine receptor signaling pathway, C:membrane raft, P:synaptic transmission, P:activation of MAPKK activity, P:regulation of calcium ion transport, P:adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway, P:cell cycle, C:nucleus"
"210";210;"P63092";"GNAS2_HUMAN";"P:regulation of insulin secretion, P:energy reserve metabolic process, C:intrinsic component of membrane, P:bone development, P:sensory perception of smell, P:intracellular transport, P:water transport, P:transmembrane transport, P:activation of adenylate cyclase activity, P:cellular response to catecholamine stimulus, F:signal transducer activity, P:cellular response to glucagon stimulus, P:cognition, F:GTP binding, P:platelet aggregation, P:hair follicle placode formation, C:extracellular vesicular exosome, F:adenylate cyclase activity, C:heterotrimeric G-protein complex, F:metal ion binding, F:GTPase activity, P:positive regulation of Ras GTPase activity, P:adenylate cyclase-activating dopamine receptor signaling pathway, P:developmental growth, C:trans-Golgi network membrane, P:positive regulation of cAMP-mediated signaling, P:adenylate cyclase-activating adrenergic receptor signaling pathway, C:cytosol, P:cellular response to prostaglandin E stimulus"
"212";212;"Q9H4A6";"GOLP3_HUMAN";"P:gene expression, P:positive regulation of protein secretion, C:trans-Golgi network, P:cell adhesion molecule production, C:mitochondrial intermembrane space, P:leukocyte tethering or rolling, P:lamellipodium assembly, C:endosome, P:cell proliferation, P:Golgi organization, C:mitochondrion, C:cytosol, F:phosphatidylinositol-4-phosphate binding, P:protein retention in Golgi apparatus, C:Golgi cisterna membrane, P:protein secretion, P:Golgi to plasma membrane protein transport, P:Golgi vesicle budding, P:regulation of mitochondrion organization, C:nuclear membrane, C:plasma membrane, C:Golgi cisterna, P:glycoprotein biosynthetic process, P:positive regulation of TOR signaling"
"213";213;"P38646";"GRP75_HUMAN";"F:unfolded protein binding, P:cellular protein metabolic process, C:nucleolus, P:protein folding, P:protein targeting to mitochondrion, F:ATP binding, P:negative regulation of apoptotic process, C:extracellular vesicular exosome, C:mitochondrial nucleoid, P:protein export from nucleus"
"214";214;"P11021";"GRP78_HUMAN";"C:extracellular vesicular exosome, C:cell surface, F:unfolded protein binding, C:endoplasmic reticulum lumen, P:platelet activation, P:cerebellar Purkinje cell layer development, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, F:ATP binding, P:positive regulation of protein ubiquitination, C:midbody, F:ATPase activity, P:cellular response to interleukin-4, P:cellular response to antibiotic, F:ribosome binding, P:substantia nigra development, P:ER-associated ubiquitin-dependent protein catabolic process, C:integral component of endoplasmic reticulum membrane, P:regulation of protein folding in endoplasmic reticulum, P:ER overload response, P:cerebellum structural organization, F:calcium ion binding, C:melanosome, P:negative regulation of apoptotic process, F:misfolded protein binding, C:endoplasmic reticulum-Golgi intermediate compartment, C:endoplasmic reticulum chaperone complex, C:nucleus, P:platelet degranulation, P:negative regulation of transforming growth factor beta receptor signaling pathway, P:cellular response to glucose starvation"
"215";215;"Q9Y2Q3";"GSTK1_HUMAN";"F:glutathione transferase activity, F:protein disulfide oxidoreductase activity, C:mitochondrial matrix, C:peroxisome, C:mitochondrial inner membrane, C:extracellular vesicular exosome, P:epithelial cell differentiation, P:glutathione metabolic process, F:glutathione peroxidase activity"
"218";218;"P0C0S8";"H2A1_HUMAN";"C:extracellular vesicular exosome, C:nucleosome, F:DNA binding, C:nucleus, P:nucleosome assembly"
"219";219;"Q8IUE6";"H2A2B_HUMAN";"P:nucleosome assembly, C:extracellular vesicular exosome, C:nucleosome, F:DNA binding, C:nucleus"
"222";222;"P68431";"H31_HUMAN";"F:DNA binding, P:blood coagulation, C:nucleosome, C:nucleoplasm, P:nucleosome assembly, P:regulation of gene silencing, C:extracellular vesicular exosome"
"223";223;"P62805";"H4_HUMAN";"P:negative regulation of megakaryocyte differentiation, C:nucleosome, P:phosphatidylinositol-mediated signaling, P:CENP-A containing nucleosome assembly at centromere, C:nucleolus, C:extracellular vesicular exosome, P:telomere maintenance, F:DNA binding, C:actin cytoskeleton, C:nucleoplasm"
"227";227;"P69905";"HBA_HUMAN";"F:heme binding, C:cytosolic small ribosomal subunit, F:iron ion binding, P:positive regulation of cell death, P:hydrogen peroxide catabolic process, C:hemoglobin complex, C:haptoglobin-hemoglobin complex, P:protein heterooligomerization, F:oxygen transporter activity, P:oxygen transport, C:endocytic vesicle lumen, P:bicarbonate transport, C:blood microparticle, C:extracellular vesicular exosome, P:small molecule metabolic process, F:oxygen binding, P:oxidation-reduction process"
"228";228;"Q99714";"HCD2_HUMAN";"F:3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity, F:3-hydroxyacyl-CoA dehydrogenase activity, F:testosterone dehydrogenase [NAD(P)] activity, C:endoplasmic reticulum, P:cellular nitrogen compound metabolic process, P:branched-chain amino acid catabolic process, C:mitochondrial inner membrane, P:lipid metabolic process, F:cholate 7-alpha-dehydrogenase activity, P:tRNA processing, C:mitochondrial matrix, C:plasma membrane"
"232";232;"P51858";"HDGF_HUMAN";"C:transcriptional repressor complex, F:heparin binding, P:activation of signaling protein activity involved in unfolded protein response, C:extracellular space, P:cell proliferation, F:nucleotide binding, P:cellular protein metabolic process, F:RNA polymerase II transcription corepressor activity, C:cytoplasm, F:DNA binding"
"234";234;"P09429";"HMGB1_HUMAN";"C:nucleoplasm, F:chemoattractant activity, F:double-stranded DNA binding, C:condensed chromosome, P:positive regulation of DNA binding, P:myeloid dendritic cell activation, F:cytokine activity, C:cell surface, C:extracellular space, P:negative regulation of apoptotic cell clearance, P:positive regulation of apoptotic process, P:base-excision repair, DNA ligation, F:single-stranded DNA binding, F:sequence-specific DNA binding transcription factor activity, F:damaged DNA binding, P:V(D)J recombination, F:DNA binding, bending, P:dendritic cell chemotaxis, P:DNA topological change, P:innate immune response, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:neuron projection development, P:inflammatory response to antigenic stimulus, P:positive regulation of transcription from RNA polymerase II promoter, F:RAGE receptor binding, P:apoptotic DNA fragmentation, P:negative regulation of RNA polymerase II transcriptional preinitiation complex assembly"
