"";"Protein.G";"Protein.Acs";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5574";"Spectra.Count.P5574";"DNSAF.P5574";"Unspecific.Spectra.Count";"Go.Bp";"Go.Cc";"Go.F"
"247";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";"5";"21";"0.00732939406761067";"5";"21";"0.00972113640952809";"50";"viral process;modulation by virus of host morphology or physiology;regulation of insulin secretion;energy reserve metabolic process;negative regulation of mitochondrial outer membrane permeabilization;positive regulation of cell proliferation;chromosome segregation;small molecule metabolic process";"mitochondrial inner membrane;integral to plasma membrane;MMXD complex;mitochondrial nucleoid";"adenine transmembrane transporter activity"
"249";"P07900-1,P07900-2";"P07900";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";"5";"8";"2.93669071921363E-4";"5";"8";"0";"22";"positive regulation of cardiac muscle contraction;response to unfolded protein;G2/M transition of mitotic cell cycle;chaperone-mediated protein complex assembly;neuron migration;positive regulation of lamellipodium assembly;skeletal muscle contraction;response to salt stress;positive regulation of protein import into nucleus;protein refolding;axon guidance;innate immune response;regulation of nitric-oxide synthase activity;Fc-gamma receptor signaling pathway involved in phagocytosis;protein import into mitochondrial outer membrane;cardiac muscle cell apoptotic process;response to heat;positive regulation of nitric oxide biosynthetic process;response to estrogen stimulus;positive regulation of cell size;nitric oxide metabolic process";"apical plasma membrane;melanosome;extracellular region;brush border membrane;endocytic vesicle lumen;plasma membrane;basolateral plasma membrane;cell surface;neuron projection;protein complex;neuronal cell body;perinuclear region of cytoplasm;extracellular matrix;cytosol";"TPR domain binding;GTP binding;ATPase activity;CTP binding;ATP binding;dATP binding;UTP binding;nitric-oxide synthase regulator activity;protein homodimerization activity;mRNA binding"
"250";"P08962";"P08962";"CD63_HUMAN";"CD63 antigen";"CD63";"5";"9";"0.00123757794197145";"5";"9";"0.00164142681923629";"0";"platelet degranulation;cellular protein localization;regulation of rubidium ion transport;platelet activation";"late endosome membrane;cell surface;platelet dense granule membrane;endosome membrane;lysosomal membrane;integral to plasma membrane";""
"252";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";"5";"9";"0.00119162733931658";"5";"9";"0.00158048152520687";"19";"hemidesmosome assembly;epidermis development";"cytosol;keratin filament;mitochondrion;plasma membrane";"structural constituent of cytoskeleton"
"253";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"P16070";"CD44_HUMAN";"CD44 antigen";"CD44";"8";"22";"6.46896087068234E-5";"8";"22";"0";"0";"extracellular matrix organization;interferon-gamma-mediated signaling pathway;branching involved in ureteric bud morphogenesis;small molecule metabolic process;cartilage development;positive regulation of ERK1 and ERK2 cascade;cellular response to fibroblast growth factor stimulus;positive regulation of monocyte aggregation;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;wound healing involved in inflammatory response;negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;negative regulation of apoptotic process;negative regulation of DNA damage response;positive regulation of peptidyl-serine phosphorylation;positive regulation of gene expression;cell-matrix adhesion;positive regulation of heterotypic cell-cell adhesion;monocyte aggregation;branching involved in prostate gland morphogenesis;carbohydrate metabolic process;positive regulation of peptidyl-tyrosine phosphorylation;hyaluronan catabolic process;Wnt receptor signaling pathway";"cell surface;integral to plasma membrane;external side of plasma membrane;basolateral plasma membrane";"hyalurononglucosaminidase activity;hyaluronic acid binding;collagen binding"
"254";"P17568";"P17568";"NDUB7_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7";"NDUFB7";"5";"15";"0.00358325486848181";"5";"15";"0.00475254967126808";"0";"mitochondrial electron transport;small molecule metabolic process";"mitochondrial intermembrane space;mitochondrial respiratory chain complex I";"NADH dehydrogenase (ubiquinone) activity"
"256";"P42167-1";"P42167";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";"5";"10";"0.00175066091644517";"5";"10";"0";"20";"";"integral to membrane;nuclear envelope;nuclear inner membrane";"DNA binding;lamin binding"
"257";"P49368-1,P49368-2";"P49368";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";"5";"10";"3.00248267267283E-4";"5";"10";"0";"0";"'de novo' posttranslational protein folding;binding of sperm to zona pellucida";"zona pellucida receptor complex;chaperonin-containing T-complex;cytosol;plasma membrane;microtubule";"unfolded protein binding;ATP binding"
"258";"P51151";"P51151";"RAB9A_HUMAN";"Ras-related protein Rab-9A";"RAB9A";"7";"15";"0.00244231799493536";"7";"15";"0.00323930002469516";"0";"protein transport;positive regulation of exocytosis;small GTPase mediated signal transduction";"endoplasmic reticulum membrane;phagocytic vesicle;plasma membrane;Golgi membrane;phagocytic vesicle membrane;lysosome;late endosome";"GDP binding;GTP binding;GTPase activity"
"259";"P51571";"P51571";"SSRD_HUMAN";"Translocon-associated protein subunit delta";"SSR4";"5";"15";"0.0028376064565434";"5";"15";"0.00376357979747819";"0";"SRP-dependent cotranslational protein targeting to membrane;translation";"integral to membrane;Sec61 translocon complex";"calcium ion binding"
"260";"P53007";"P53007";"TXTP_HUMAN";"Tricarboxylate transport protein, mitochondrial";"SLC25A1";"5";"8";"8.41853662562929E-4";"5";"8";"0.00111656901172772";"0";"long-chain fatty-acyl-CoA biosynthetic process;mitochondrial citrate transport;gluconeogenesis;triglyceride biosynthetic process;small molecule metabolic process";"mitochondrial inner membrane;integral to membrane";"citrate transmembrane transporter activity"
"263";"P61006";"P61006";"RAB8A_HUMAN";"Ras-related protein Rab-8A";"RAB8A";"5";"12";"0.00282111381795556";"5";"12";"0.00374170524850641";"25";"Golgi vesicle fusion to target membrane;cellular response to insulin stimulus;small GTPase mediated signal transduction;protein transport;regulation of long-term neuronal synaptic plasticity;regulation of protein transport;protein localization to plasma membrane;vesicle docking involved in exocytosis;G2/M transition of mitotic cell cycle;axonogenesis;cilium assembly";"nonmotile primary cilium;neuronal cell body;microtubule basal body;perinuclear region of cytoplasm;phagocytic vesicle membrane;recycling endosome membrane;dendrite;plasma membrane;cytoplasmic vesicle membrane;phagocytic vesicle;Golgi membrane;postsynaptic density";"Rab GTPase binding;GDP binding;GTPase activity;GTP binding"
"265";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";"5";"6";"7.38204386439109E-4";"5";"6";"9.79096699193574E-4";"0";"translational termination;ribosome biogenesis;nuclear-transcribed mRNA catabolic process;viral transcription;SRP-dependent cotranslational protein targeting to membrane;translational elongation;translational initiation";"polysomal ribosome;membrane;cytosolic large ribosomal subunit";"structural constituent of ribosome;RNA binding"
"266";"P62873";"P62873";"GBB1_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1";"GNB1";"6";"14";"0.00216041383944152";"6";"14";"0.00286540434864211";"14";"adenylate cyclase-activating dopamine receptor signaling pathway;cardiac muscle cell apoptotic process;cellular response to prostaglandin E stimulus;regulation of rhodopsin mediated signaling pathway;cellular response to hypoxia;energy reserve metabolic process;sensory perception of taste;synaptic transmission;retina development in camera-type eye;cell proliferation;phospholipase C-activating G-protein coupled receptor signaling pathway;cellular response to catecholamine stimulus;cellular response to glucagon stimulus;elevation of cytosolic calcium ion concentration;Ras protein signal transduction;G-protein coupled acetylcholine receptor signaling pathway;rhodopsin mediated signaling pathway;platelet activation";"cell body;photoreceptor disc membrane;heterotrimeric G-protein complex;dendrite;photoreceptor outer segment membrane;photoreceptor inner segment";"signal transducer activity;GTPase activity"
"268";"P67812";"P67812";"SC11A_HUMAN";"Signal peptidase complex catalytic subunit SEC11A";"SEC11A";"5";"11";"0.00201116018130431";"5";"11";"0.00266744594212328";"0";"regulation of insulin secretion;proteolysis;signal peptide processing;SRP-dependent cotranslational protein targeting to membrane;translation";"endoplasmic reticulum membrane;integral to membrane";"serine-type peptidase activity"
"269";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";"5";"13";"9.59034758450809E-4";"5";"13";"0.00127198887416601";"2";"blood coagulation;cellular amino acid metabolic process;nervous system development;cell differentiation;leukocyte migration";"apical plasma membrane;plasma membrane;cytosol;integral to membrane";"peptide antigen binding;L-amino acid transmembrane transporter activity;neutral amino acid transmembrane transporter activity"
"270";"Q13449";"Q13449";"LSAMP_HUMAN";"Limbic system-associated membrane protein";"LSAMP";"5";"8";"7.74604997210268E-4";"5";"8";"0.00102737562913409";"0";"cell adhesion;nervous system development";"plasma membrane;anchored to membrane";""
"271";"Q13724";"Q13724";"MOGS_HUMAN";"Mannosyl-oligosaccharide glucosidase";"MOGS";"5";"6";"2.34602588760816E-4";"5";"6";"3.11158568680395E-4";"0";"oligosaccharide metabolic process;protein N-linked glycosylation via asparagine;protein folding;post-translational protein modification";"integral to membrane;endoplasmic reticulum membrane";"glucosidase activity;mannosyl-oligosaccharide glucosidase activity"
"272";"Q14108";"Q14108";"SCRB2_HUMAN";"Lysosome membrane protein 2";"SCARB2";"5";"12";"8.21599861057753E-4";"5";"12";"0.00108970594973009";"0";"protein targeting to lysosome;cell adhesion";"lysosomal membrane;integral to plasma membrane;lysosomal lumen";"receptor activity"
"274";"Q6NUQ4-1,Q6NUQ4-2";"Q6NUQ4";"TM214_HUMAN";"Transmembrane protein 214";"TMEM214";"5";"9";"2.13747133664154E-4";"5";"9";"0";"0";"apoptotic process";"integral to membrane;cytoplasmic microtubule;endoplasmic reticulum membrane";""
"276";"Q6Y1H2";"Q6Y1H2";"HACD2_HUMAN";"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 2";"PTPLB";"5";"7";"9.0192688159424E-4";"5";"7";"0.00119624544219057";"0";"fatty acid biosynthetic process";"integral to membrane;endoplasmic reticulum membrane";"lyase activity"
"277";"Q7Z2K6";"Q7Z2K6";"ERMP1_HUMAN";"Endoplasmic reticulum metallopeptidase 1";"ERMP1";"5";"9";"3.25822511271244E-4";"5";"9";"4.32145556391854E-4";"0";"proteolysis";"endoplasmic reticulum membrane;integral to membrane";"metallopeptidase activity;metal ion binding"
"278";"Q86SF2";"Q86SF2";"GALT7_HUMAN";"N-acetylgalactosaminyltransferase 7";"GALNT7";"5";"10";"4.98128784355157E-4";"5";"10";"6.60679152677552E-4";"0";"O-glycan processing;post-translational protein modification";"integral to membrane;Golgi membrane";"polypeptide N-acetylgalactosaminyltransferase activity"
"279";"Q86TM6-1,Q86TM6-2,Q86TM6-3";"Q86TM6";"SYVN1_HUMAN";"E3 ubiquitin-protein ligase synoviolin";"SYVN1";"5";"8";"1.41445969236667E-4";"5";"8";"0";"0";"protein N-linked glycosylation via asparagine;negative regulation of apoptotic process;in utero embryonic development;activation of signaling protein activity involved in unfolded protein response;protein ubiquitination;ER-associated protein catabolic process";"integral to membrane;nucleus;endoplasmic reticulum membrane";"acid-amino acid ligase activity;zinc ion binding"
"280";"Q86Y82";"Q86Y82";"STX12_HUMAN";"Syntaxin-12";"STX12";"5";"8";"9.48610467598083E-4";"5";"8";"0.00125816290814247";"0";"cholesterol efflux;intracellular protein transport;protein stabilization;synaptic vesicle exocytosis";"phagocytic vesicle;SNARE complex;integral to membrane;Golgi membrane;endosome membrane;membrane raft";"SNAP receptor activity;SNARE binding"
"281";"Q8IXI1-1";"Q8IXI1";"MIRO2_HUMAN";"Mitochondrial Rho GTPase 2";"RHOT2";"9";"21";"0.00119151921597575";"9";"21";"0";"2";"GTP catabolic process;cellular homeostasis;small GTPase mediated signal transduction;mitochondrion transport along microtubule;mitochondrial outer membrane permeabilization;regulation of small GTPase mediated signal transduction";"plasma membrane;integral to mitochondrial outer membrane;cytosol";"calcium ion binding;GTPase activity;GTP binding"
"282";"Q8N0U8";"Q8N0U8";"VKORL_HUMAN";"Vitamin K epoxide reductase complex subunit 1-like protein 1";"VKORC1L1";"5";"9";"0.0016735428988023";"5";"9";"0.00221965672146725";"0";"";"integral to membrane";""
"283";"Q8TC12-1,Q8TC12-2";"Q8TC12";"RDH11_HUMAN";"Retinol dehydrogenase 11";"RDH11";"5";"9";"4.63118789605668E-4";"5";"9";"0";"0";"phototransduction;retinol metabolic process;retinal metabolic process";"integral to membrane;endoplasmic reticulum membrane";"NADP-retinol dehydrogenase activity;retinol dehydrogenase activity"
"284";"Q8WVM8";"Q8WVM8";"SCFD1_HUMAN";"Sec1 family domain-containing protein 1";"SCFD1";"5";"9";"4.58790576618699E-4";"5";"9";"6.08504023330586E-4";"0";"vesicle docking involved in exocytosis;response to toxic substance;response to hypoxia;post-Golgi vesicle-mediated transport;protein transport;regulation of ER to Golgi vesicle-mediated transport;retrograde vesicle-mediated transport";"Golgi-associated vesicle;plasma membrane;Golgi cisterna membrane;cis-Golgi network;Golgi transport complex;endoplasmic reticulum membrane";"syntaxin binding"
"285";"Q96A26";"Q96A26";"F162A_HUMAN";"Protein FAM162A";"FAM162A";"5";"13";"0.00276267399167364";"5";"13";"0.00366419522273959";"0";"transformed cell apoptotic process;positive regulation of release of cytochrome c from mitochondria;positive regulation of apoptotic process;cellular response to hypoxia;activation of cysteine-type endopeptidase activity involved in apoptotic process;neuron apoptotic process";"mitochondrion;integral to membrane";""
"286";"Q96G23";"Q96G23";"CERS2_HUMAN";"Ceramide synthase 2";"CERS2";"5";"9";"7.75114605761065E-4";"5";"9";"0.00102805153415325";"0";"small molecule metabolic process;ceramide biosynthetic process;sphingolipid biosynthetic process";"endoplasmic reticulum membrane;nuclear membrane;integral to membrane";"sphingosine N-acyltransferase activity;sequence-specific DNA binding;sequence-specific DNA binding transcription factor activity"
