"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834-1.id.csv";"peptide.count.P5834-2.id.csv";"peptide.count.P5835-1.id.csv";"peptide.count.P5835-2.id.csv";"spectra.count.P5834-1.id.csv";"spectra.count.P5834-2.id.csv";"spectra.count.P5835-1.id.csv";"spectra.count.P5835-2.id.csv";"dNSAF.P5834-1.id.csv";"dNSAF.P5834-2.id.csv";"dNSAF.P5835-1.id.csv";"dNSAF.P5835-2.id.csv"
"Q92575";"Q92575";"Q92575";"UBXN4_HUMAN";"UBX domain-containing protein 4";"UBXN4";6;17;0,000321458562925542;3;5;4;4;3;6;4;4;0,00030078211229729;0,000596209891322604;0,000433168466544852;0,00042670438959469
"Q96DA6";"Q96DA6";"Q96DA6";"TIM14_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM14";"DNAJC19";6;20;0,00165619624712145;6;3;3;4;6;3;5;6;0,00263443643184523;0,00130549407237881;0,00237122393324122;0,00280300642130305
"Q96ER3";"Q96ER3";"Q96ER3";"SAAL1_HUMAN";"Protein SAAL1";"SAAL1";6;21;0,000425579541981842;6;5;3;3;7;6;4;4;0,000752166801216007;0,000638976001670639;0,000464239622372964;0,000457311877455913
"Q96G23";"Q96G23";"Q96G23";"CERS2_HUMAN";"Ceramide synthase 2";"CERS2";6;24;0,000606690835787648;5;5;5;5;6;6;6;6;0,000804196384458016;0,000797038486294428;0,00086861676712415;0,000855654591766195
"Q96GQ5-1";"Q96GQ5-1";"Q96GQ5-1";"CP058_HUMAN";"UPF0420 protein C16orf58";"C16orf58";10;23;0,000472086708047012;5;4;7;6;5;4;7;7;NA;NA;NA;NA
"Q96HS1-1,Q96HS1-2";"Q96HS1-1,Q96HS1-2";"Q96HS1-[1,2]";"PGAM5_HUMAN";"Serine/threonine-protein phosphatase PGAM5, mitochondrial";"PGAM5";6;13;0,00021605051389785;4;NA;4;5;4;NA;4;5;NA;NA;NA;NA
"Q96JJ7-1";"Q96JJ7-1";"Q96JJ7-1";"TMX3_HUMAN";"Protein disulfide-isomerase TMX3";"TMX3";9;36;0,000761704353301673;9;8;9;8;10;8;10;8;NA;NA;NA;NA
"Q96KA5-1,Q96KA5-2";"Q96KA5-1,Q96KA5-2";"Q96KA5-[1,2]";"CLP1L_HUMAN";"Cleft lip and palate transmembrane protein 1-like protein";"CLPTM1L";6;23;0,000205331393462827;6;5;3;5;6;7;4;6;NA;NA;NA;NA
"Q96PU8-1,Q96PU8-3,Q96PU8-5,Q96PU8-6,Q96PU8-8,Q96PU8-9";"Q96PU8-1,Q96PU8-3,Q96PU8-5,Q96PU8-6,Q96PU8-8,Q96PU8-9";"Q96PU8-[1,3,5,6,8,9]";"QKI_HUMAN";"Protein quaking";"QKI";6;16;7,51197515800933e-05;4;4;4;3;4;5;4;3;NA;NA;NA;NA
"Q99536";"Q99536";"Q99536";"VAT1_HUMAN";"Synaptic vesicle membrane protein VAT-1 homolog";"VAT1";6;20;0,000488851818488775;4;4;4;5;4;6;5;5;0,000518396312288458;0,000770673345526419;0,000699903247470689;0,000689458746546128
"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";6;25;0,000988265250339962;6;6;5;6;6;6;5;8;0,00125759105388496;0,00124639763288841;0,00113194228911926;0,00178408090464282
"Q9BWH2";"Q9BWH2";"Q9BWH2";"FUND2_HUMAN";"FUN14 domain-containing protein 2";"FUNDC2";6;17;0,000864026190297223;4;4;5;4;4;4;5;4;0,00107793518904425;0,00106834082819006;0,00145535437172477;0,00114690915298467
"Q9H061";"Q9H061";"Q9H061";"T126A_HUMAN";"Transmembrane protein 126A";"TMEM126A";6;14;0,000689657103929548;4;4;2;4;4;4;2;4;0,00104476795245828;0,00103546880270729;0,000564229694884064;0,00111161964058514
"Q9H7Z7";"Q9H7Z7";"Q9H7Z7";"PGES2_HUMAN";"Prostaglandin E synthase 2";"PTGES2";6;20;0,000509598845268139;5;5;4;4;6;6;4;4;0,000810595825183146;0,000803380967617726;0,000583685891259376;0,000574975676164729
"Q9HCU5";"Q9HCU5";"Q9HCU5";"PREB_HUMAN";"Prolactin regulatory element-binding protein";"PREB";6;25;0,000575895577536237;6;5;5;5;7;6;6;6;0,000854980968288698;0,000726318045064467;0,000791545255412895;0,000779733201129866
"Q9NR50-1,Q9NR50-2,Q9NR50-3";"Q9NR50-1,Q9NR50-2,Q9NR50-3";"Q9NR50-[1-3]";"EI2BG_HUMAN";"Translation initiation factor eIF-2B subunit gamma";"EIF2B3";6;12;8,50083029495967e-05;4;4;3;1;4;4;3;1;NA;NA;NA;NA
"Q9NRZ7-1,Q9NRZ7-2,Q9NRZ7-3";"Q9NRZ7-1,Q9NRZ7-2,Q9NRZ7-3";"Q9NRZ7-[1-3]";"PLCC_HUMAN";"1-acyl-sn-glycerol-3-phosphate acyltransferase gamma";"AGPAT3";6;14;0,000119222637647395;4;3;4;3;4;3;4;3;NA;NA;NA;NA
"Q9NU22";"Q9NU22";"Q9NU22";"MDN1_HUMAN";"Midasin";"MDN1";6;15;2,57485835417381e-05;3;3;3;6;3;3;3;6;2,73047378568662e-05;2,70617070042783e-05;2,94919917358093e-05;5,81037785688267e-05
"Q9UHQ9";"Q9UHQ9";"Q9UHQ9";"NB5R1_HUMAN";"NADH-cytochrome b5 reductase 1";"CYB5R1";6;19;0,000598402709615686;6;5;2;3;7;7;2;3;0,00116894119270947;0,00115853681614381;0,000360737018040631;0,000533030729296974
"Q9UHW9-1,Q9UHW9-2,Q9UHW9-3,Q9UHW9-4,Q9UHW9-5,Q9UHW9-6";"Q9UHW9-1,Q9UHW9-2,Q9UHW9-3,Q9UHW9-4,Q9UHW9-5,Q9UHW9-6";"Q9UHW9-[1-6]";"S12A6_HUMAN";"Solute carrier family 12 member 6";"SLC12A6";6;15;2,0882474420227e-05;3;2;5;4;3;2;6;4;NA;NA;NA;NA
"Q9UI09";"Q9UI09";"Q9UI09";"NDUAC_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12";"NDUFA12";6;34;0,00225242689608518;5;5;6;5;8;8;10;8;0,00281006552730157;0,00278505402107478;0,00379395829318594;0,00298987351605659
"Q9Y285";"Q9Y285";"Q9Y285";"SYFA_HUMAN";"Phenylalanine--tRNA ligase alpha subunit";"FARSA";6;14;0,000264730581232799;3;4;4;3;3;4;4;3;0,00030078211229729;0,000397473260881736;0,000433168466544852;0,000320028292196018
"Q9Y3D8-1,Q9Y3D8-2";"Q9Y3D8-1,Q9Y3D8-2";"Q9Y3D8-[1,2]";"KAD6_HUMAN";"Adenylate kinase isoenzyme 6";"TAF9";6;19;0,000530560541955768;6;4;4;4;7;4;4;4;NA;NA;NA;NA
"Q9Y5K5-1,Q9Y5K5-2,Q9Y5K5-3,Q9Y5K5-4";"Q9Y5K5-1,Q9Y5K5-2,Q9Y5K5-3,Q9Y5K5-4";"Q9Y5K5-[1-4]";"UCHL5_HUMAN";"Ubiquitin carboxyl-terminal hydrolase isozyme L5";"UCHL5";6;23;0,000167884938727965;5;6;5;5;5;7;6;5;NA;NA;NA;NA
"Q9Y6K0";"Q9Y6K0";"Q9Y6K0";"CEPT1_HUMAN";"Choline/ethanolaminephosphotransferase 1";"CEPT1";6;18;0,000415641558171826;6;5;3;2;6;6;4;2;0,000734602466572226;0,000728064001903564;0,00052896533895381;0,000260535853262143
"Q9Y6M1-1,Q9Y6M1-2,Q9Y6M1-3,Q9Y6M1-4,Q9Y6M1-5,Q9Y6M1-6";"Q9Y6M1-1,Q9Y6M1-2,Q9Y6M1-3,Q9Y6M1-4,Q9Y6M1-5,Q9Y6M1-6";"Q9Y6M1-[1-6]";"IF2B2_HUMAN";"Insulin-like growth factor 2 mRNA-binding protein 2";"IGF2BP2";6;14;3,74187911147084e-05;3;2;5;4;3;2;5;4;NA;NA;NA;NA
"O14548";"O14548";"O14548";"COX7R_HUMAN";"Cytochrome c oxidase subunit 7A-related protein, mitochondrial";"COX7A2L";5;15;0,00126393924122427;5;3;3;4;5;3;3;4;0,00223387884571671;0,00132839747715738;0,00144769461187358;0,00190145464836932
"O14681";"O14681";"O14681";"EI24_HUMAN";"Etoposide-induced protein 2.4 homolog";"EI24";5;19;0,000536802430684659;4;4;4;4;4;5;5;5;0,000599205149204012;0,000742339766646772;0,000809005812517591;0,000796933198213613
"O14773-1,O14773-2";"O14773-1,O14773-2";"O14773-[1,2]";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";5;24;0,000204744687033132;5;5;4;4;6;7;6;5;NA;NA;NA;NA
"O14949";"O14949";"O14949";"QCR8_HUMAN";"Cytochrome b-c1 complex subunit 8";"UQCRQ";5;16;0,00187432941137647;5;5;4;2;5;5;4;2;0,00310563644404518;0,00307799415438905;0,00268353147566811;0,00132174286532989
"O15162";"O15162";"O15162";"PLS1_HUMAN";"Phospholipid scramblase 1";"PLSCR1";5;16;0,000483317646958713;5;5;3;3;5;5;3;3;0,000800824491860708;0,000793696605848749;0,000518984860860341;0,000511240164891752
"O15427";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";5;23;0,00047513242874409;5;4;5;5;6;5;6;6;0,000657192744288271;0,000542786065935274;0,000709837358079951;0,000699244612626138
"O43181";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";5;28;0,00153695011732871;5;5;5;5;7;7;8;6;0,00203729750729364;0,00201916416527922;0,0025148523543404;0,00185799282783517
"O43615";"O43615";"O43615";"TIM44_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM44";"TIMM44";5;19;0,000403789439010584;5;4;5;4;5;5;5;4;0,000563411921264834;0,000558397169601554;0,000608544195256595;0,000479570420163944
"O43681";"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";5;8;0,00022082616628286;2;NA;3;3;2;NA;3;3;0,000292715159093914;NA;0,000474244786648243;0,000467167736883842
"O60762";"O60762";"O60762";"DPM1_HUMAN";"Dolichol-phosphate mannosyltransferase";"DPM1";5;19;0,000701972409356862;3;4;3;4;3;5;5;6;0,000587681973257781;0,000970752002538086;0,00105793067790762;0,00125057209565828
"O60830";"O60830";"O60830";"TI17B_HUMAN";"Mitochondrial import inner membrane translocase subunit Tim17-B";"TIMM17B";5;22;0,00122866651821336;4;4;4;5;6;6;5;5;0,00177671294240725;0,00176089898134816;0,00159919753637198;0,00157533306623621
"O75251";"O75251";"O75251";"NDUS7_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial";"NDUFS7";5;20;0,00090196603129619;5;4;4;3;5;7;4;4;0,00119559712869345;0,00165893769447823;0,00103309662443561;0,00101767995264837
"O94919";"O94919";"O94919";"ENDD1_HUMAN";"Endonuclease domain-containing 1 protein";"ENDOD1";5;13;0,000249754394065915;5;4;3;1;5;4;3;1;0,00050932437682341;0,000403832833055844;0,000330074371507177;0,000108382914957051
"O95169";"O95169";"O95169";"NDUB8_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial";"NDUFB8";5;25;0,00129112073028285;4;4;5;5;5;6;8;6;0,00136915155060057;0,00162835819780582;0,00236612452693317;0,00174811153156534
"O95249";"O95249";"O95249";"GOSR1_HUMAN";"Golgi SNAP receptor complex member 1";"GOSR1";5;10;0,000384237529332177;4;2;NA;4;4;2;NA;4;0,000814919002917457;0,000403832833055844;NA;0,000867063319656411
"O95563";"O95563";"O95563";"MPC2_HUMAN";"Mitochondrial pyruvate carrier 2";"MPC2";5;19;0,00143710886954948;5;5;5;4;5;5;5;4;0,00200521408198193;0,00198736630440868;0,00216584233272426;0,00170681755837876
"P03915";"P03915";"P03915";"NU5M_HUMAN";"NADH-ubiquinone oxidoreductase chain 5";"MT-ND5";5;17;0,000270814179048383;3;4;4;5;3;4;5;5;0,000253395212349955;0,000334853095402855;0,000456155847854031;0,000449348735311158
"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;111;0,00707635992392602;5;5;4;3;31;30;25;25;0,0100888367437396;0,00928730809936775;0,00955813817105725;0,00979823721517296
"P07384";"P07384";"P07384";"CAN1_HUMAN";"Calpain-1 catalytic subunit";"CAPN1";5;7;9,41758650323963e-05;NA;NA;4;3;NA;NA;4;3;NA;NA;0,000308192690482892;0,000227695199489604
"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";5;20;0,00137227689047206;5;5;4;4;5;5;5;5;0,00181901563151218;0,00180282514757073;0,00196472840182844;0,00193540919566163
"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";5;16;0,000151572989874626;3;5;2;3;3;5;4;4;0,000150687685450713;0,00024891076988156;0,000217011421109255;0,000213773007804835
"P10620";"P10620";"P10620";"MGST1_HUMAN";"Microsomal glutathione S-transferase 1";"MGST1";5;23;0,00142539728623227;5;5;3;3;8;7;4;4;0,00262877097715309;0,00227970147692815;0,0014196747161599;0,00139848922525228
"P11234";"P11234";"P11234";"RALB_HUMAN";"Ras-related protein Ral-B";"RALB";5;21;0,00141732992583886;4;4;5;5;5;5;6;5;0,00192301544647458;0,00155937214882552;0,00249247098225484;0,00189991625464087
"P13861";"P13861";"P13861";"KAP2_HUMAN";"cAMP-dependent protein kinase type II-alpha regulatory subunit";"PRKAR2A";5;13;0,000309101972853855;3;4;3;2;3;5;3;2;0,000378211170908473;0,000624741387772035;0,000408507885528685;0,000268274541972899
"P14866-1,P14866-2";"P14866-1,P14866-2";"P14866-[1,2]";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";5;13;0,000106007807328487;3;NA;3;4;4;NA;4;5;NA;NA;NA;NA
"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"P16070-[1,3-8,10-14,16-18]";"CD44_HUMAN";"CD44 antigen";"CD44";9;45;3,88380252020395e-05;8;9;6;6;12;13;9;11;NA;NA;NA;NA
"P18085";"P18085";"P18085";"ARF4_HUMAN";"ADP-ribosylation factor 4";"ARF4";5;22;0,00177082018215916;5;4;5;5;6;4;6;6;0,00256088867338381;0,0018762735795088;0,00273606621884256;0,00250832711680163
"P21912";"P21912";"P21912";"DHSB_HUMAN";"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial";"SDHB";5;11;0,000377376144879817;2;3;3;3;2;3;3;3;0,000363803126302436;0,000540847544271219;0,000589418520548531;0,000580622758698489
"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";5;15;0,000136190050566698;3;4;2;5;3;4;2;6;0,000144420900800589;0,00019084727460106;0,00010399318573005;0,000307323955454777
"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";5;20;0,000980510441677007;5;3;4;4;7;4;4;5;0,0018277190555864;0,000966107256114459;0,00114060787602161;0,00141430511035735
"P27544-1,P27544-2";"P27544-1,P27544-2";"P27544-[1,2]";"CERS1_HUMAN";"Ceramide synthase 1";"CERS1";5;13;0,000178395995761368;4;3;3;3;4;3;3;3;NA;NA;NA;NA
"P30050-1";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";10;26;0,00151366299433888;7;7;6;3;8;8;7;3;NA;NA;NA;NA
"P30679";"P30679";"P30679";"GNA15_HUMAN";"Guanine nucleotide-binding protein subunit alpha-15";"GNA15";5;12;0,000308211921924206;4;2;2;4;4;2;2;4;0,000544731953821829;0,000269941733326099;0,000294183931824579;0,000579587780518991
"P32942";"P32942";"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";5;12;0,000210733562705033;5;4;1;2;5;4;1;2;0,000465561587589955;0,000369134216687243;0,000100571106492132;0,000198140612352927
"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";5;16;0,000800494852775369;4;4;4;4;4;4;4;4;0,00106109245171544;0,00105164800274959;0,00114609156773325;0,00112898869746928
"P40429";"P40429";"P40429";"RL13A_HUMAN";"60S ribosomal protein L13a";"RPL13A";7;22;0,00104103764104777;5;5;6;4;5;6;7;4;0,00125449353897392;0,00149199322557578;0,00189697914659297;0,00106781197002021
"P40616";"P40616";"P40616";"ARL1_HUMAN";"ADP-ribosylation factor-like protein 1";"ARL1";5;31;0,0016452159405107;5;5;5;5;9;6;8;8;0,00253255214995066;0,00167334046846344;0,0024314870829258;0,00239520254048732
"P43246";"P43246";"P43246";"MSH2_HUMAN";"DNA mismatch repair protein Msh2";"MSH2";5;7;7,19931130975706e-05;3;4;NA;NA;3;4;NA;NA;0,000163594553583536;0,000216184600136961;NA;NA
"P43490";"P43490";"P43490";"NAMPT_HUMAN";"Nicotinamide phosphoribosyltransferase";"NAMPT";5;10;0,000195640289884001;NA;2;2;5;NA;2;2;6;NA;0,000205617532105827;0,000224083076379618;0,00066221740299624
"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";5;16;0,000517491621996198;5;2;4;5;5;2;4;5;0,000857448445830657;0,000339926627151384;0,00074090768015079;0,000912314098965079
"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";5;19;0,0011407051652049;5;4;4;5;5;4;5;5;0,00159163867757316;0,00126197760329951;0,00171913735159988;0,00169348304620393
"P51553";"P51553";"P51553";"IDH3G_HUMAN";"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial";"IDH3G";5;13;0,000317753682017704;3;3;2;3;4;4;2;3;0,000518396312288458;0,000513782230350946;0,000279961298988276;0,000413675247927677
"P51617-1,P51617-2,P51617-3,P51617-4";"P51617-1,P51617-2,P51617-3,P51617-4";"P51617-[1-4]";"IRAK1_HUMAN";"Interleukin-1 receptor-associated kinase 1";"IRAK1";5;11;3,71015872775101e-05;2;3;4;2;2;3;4;2;NA;NA;NA;NA
"P55209";"P55209";"P55209";"NP1L1_HUMAN";"Nucleosome assembly protein 1-like 1";"NAP1L1";5;20;0,000508295523413234;4;3;5;4;4;3;6;7;0,000607889281801172;0,000387307704337446;0,000844179978279226;0,000970179545651355
"P57764";"P57764";"P57764";"GSDMD_HUMAN";"Gasdermin-D";"GSDMD";5;17;0,000337398656954908;4;4;3;4;5;5;3;4;0,000526161546305176;0,000521478348470873;0,000340985920978489;0,000447863284946493
"P60604";"P60604";"P60604";"UB2G2_HUMAN";"Ubiquitin-conjugating enzyme E2 G2";"UBE2G2";5;11;0,000640395882220295;5;4;2;NA;5;4;2;NA;0,00154340720249518;0,00122373585774498;0,000666816912135711;NA
"P61204,P84077";"P61204,P84077";"P61204, P84077";"ARF1_HUMAN, ARF3_HUMAN";"ADP-ribosylation factor 1, ADP-ribosylation factor 3";"ARF1, ARF3";5;35;0,0014742436503477;5;5;4;5;8;9;9;9;0,00181720630740879;0,0020991458555278;0,00215468833018201;0,00201374732306011
"P61225";"P61225";"P61225";"RAP2B_HUMAN";"Ras-related protein Rap-2b";"RAP2B";5;18;0,00150664693601673;5;5;4;3;5;6;4;3;0,00208739498698119;0,00255780855512271;0,00210429927190368;0,00148064091471382
"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";5;15;0,000630496497953364;4;4;4;3;4;4;4;3;0,000888264251077888;0,000880358091370572;0,000962160111275982;0,000718031825258345
"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";5;12;0,000554188744229101;4;3;2;3;4;3;2;3;0,000979469955429635;0,000728064001903564;0,00052896533895381;0,000781607559786428
"P62341";"P62341";"P62341";"SELT_HUMAN";"Selenoprotein T";"SELT";5;20;0,000985224434185069;4;5;5;5;4;5;5;6;0,00104476795245828;0,00129433600338411;0,00141057423721016;0,00166742946087771
"P62888";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";5;15;0,00125294846521362;4;5;1;1;5;7;1;2;0,0022144538122757;0,00307264112107707;0,000478368654358228;0,000942460130061316
"P63218";"P63218";"P63218";"GBG5_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5";"GNG5";5;13;0,00183642936813173;4;3;3;3;4;3;3;3;0,00299602574602006;0,00222701929994031;0,00242701743755277;0,00239079959464084
"Q03252";"Q03252";"Q03252";"LMNB2_HUMAN";"Lamin-B2";"LMNB2";5;9;0,000153094640593289;2;1;4;2;2;1;4;2;0,000181901563151218;9,17801893308736e-05;0,000386051896499622;0,00018967010117484
"Q08357";"Q08357";"Q08357";"S20A2_HUMAN";"Sodium-dependent phosphate transporter 2";"SLC20A2";5;14;0,000217721503924589;4;4;3;3;4;4;3;3;0,000312468942836448;0,000371625306493108;0,000253124518026976;0,000249347196987081
"Q13445";"Q13445";"Q13445";"TMED1_HUMAN";"Transmembrane emp24 domain-containing protein 1";"TMED1";5;15;0,000634753627751394;3;4;3;2;4;4;4;3;0,000897487888675613;0,000889499632281594;0,000969381414117995;0,000716186662711793
"Q13586";"Q13586";"Q13586";"STIM1_HUMAN";"Stromal interaction molecule 1";"STIM1";5;11;0,000154255942432626;2;3;2;2;3;4;2;2;0,000223061770871567;0,000294768491281638;0,000160620132120281;0,000158223233513944
"Q14534";"Q14534";"Q14534";"ERG1_HUMAN";"Squalene monooxygenase";"SQLE";5;21;0,000351436764633089;4;3;3;5;5;5;4;7;0,000443662349149312;0,000439713450627007;0,000383361639381158;0,000660871432664947
"Q14571-1";"Q14571-1";"Q14571-1";"ITPR2_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 2";"ITPR2";5;8;3,93273175571384e-05;NA;3;3;1;NA;4;3;1;NA;NA;NA;NA
"Q15070-1,Q15070-2";"Q15070-1,Q15070-2";"Q15070-[1,2]";"OXA1L_HUMAN";"Mitochondrial inner membrane protein OXA1L";"OXA1L";7;27;0,000298115324481861;6;5;6;5;7;6;8;6;NA;NA;NA;NA
"Q15365";"Q15365";"Q15365";"PCBP1_HUMAN";"Poly(rC)-binding protein 1";"PCBP1";5;16;0,000616753658639129;5;4;3;3;5;5;3;3;0,00121608348398848;0,000945301575505252;0,000596041200554694;0,000608892780657592
"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"Q15366-[1-6]";"PCBP2_HUMAN";"Poly(rC)-binding protein 2";"PCBP2";7;19;0,000119055985931366;4;6;4;2;5;7;4;3;NA;NA;NA;NA
"Q5BKT4,Q5I7T1";"Q5BKT4,Q5I7T1";"Q5BKT4, Q5I7T1";"AG10A_HUMAN, AG10B_HUMAN";"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase, Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase";"ALG10, ALG10B";5;14;0,000142159762437909;3;NA;5;3;4;NA;6;4;0,000215359144534212;NA;0,000348915826117523;0,000229139355088903
"Q68D91-1";"Q68D91-1";"Q68D91-1";"MBLC2_HUMAN";"Metallo-beta-lactamase domain-containing protein 2";"MBLAC2";8;21;0,000723027608958398;6;6;5;4;6;6;5;4;NA;NA;NA;NA
"Q6IAN0";"Q6IAN0";"Q6IAN0";"DRS7B_HUMAN";"Dehydrogenase/reductase SDR family member 7B";"DHRS7B";5;17;0,000502464461434385;3;5;3;3;4;6;4;3;0,000626860771474967;0,000931921922436563;0,000677075633860876;0,000500228838263314
"Q6Y1H2";"Q6Y1H2";"Q6Y1H2";"HACD2_HUMAN";"Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 2";"PTPLB";5;25;0,000945466361545711;4;5;5;3;6;6;8;5;0,00120312844918916;0,00119241978264521;0,00173267386617941;0,00106676097398673
"Q6ZWT7";"Q6ZWT7";"Q6ZWT7";"MBOA2_HUMAN";"Lysophospholipid acyltransferase 2";"MBOAT2";5;18;0,000332513246537461;4;4;4;4;4;4;5;5;0,000391787982171854;0,000388300801015234;0,00052896533895381;0,000521071706524285
"Q7L0Y3";"Q7L0Y3";"Q7L0Y3";"MRRP1_HUMAN";"Mitochondrial ribonuclease P protein 1";"TRMT10C";5;10;0,000238360750206065;NA;3;4;3;NA;3;4;3;NA;0,00037577496872442;0,000546028736984578;0,000403410353438156
"Q7L8L6";"Q7L8L6";"Q7L8L6";"FAKD5_HUMAN";"FAST kinase domain-containing protein 5";"FASTKD5";5;12;0,00015087861099431;2;3;2;5;2;3;2;5;0,000133330988697228;0,000198216377481599;0,000144011505893184;0,000354656135330665
"Q86UL3";"Q86UL3";"Q86UL3";"GPAT4_HUMAN";"Glycerol-3-phosphate acyltransferase 4";"AGPAT6";5;13;0,000285264064859643;2;1;4;4;3;1;5;4;0,000335081826857507;0,000147599719684153;0,00060320608828066;0,00047536366209233
"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-1,Q86UP2-2,Q86UP2-3";"Q86UP2-[1-3]";"KTN1_HUMAN";"Kinectin";"KTN1";5;12;2,83152195528502e-05;2;2;3;5;2;2;3;5;NA;NA;NA;NA
"Q8IY67-1,Q8IY67-2";"Q8IY67-1,Q8IY67-2";"Q8IY67-[1,2]";"RAVR1_HUMAN";"Ribonucleoprotein PTB-binding 1";"RAVER1";5;15;0,00011888537417456;5;5;2;2;5;6;2;2;NA;NA;NA;NA
"Q8IZ81";"Q8IZ81";"Q8IZ81";"ELMD2_HUMAN";"ELMO domain-containing protein 2";"ELMOD2";5;21;0,000688480214673696;5;5;5;3;5;5;7;4;0,00086915422666111;0,000861418159248813;0,00131428930634257;0,00073981511916076
"Q8N1F7-1";"Q8N1F7-1";"Q8N1F7-1";"NUP93_HUMAN";"Nuclear pore complex protein Nup93";"NUP93";29;100;0,0011728862311727;22;24;23;21;24;28;25;23;NA;NA;NA;NA
"Q8N2G8-1";"Q8N2G8-1";"Q8N2G8-1";"GHDC_HUMAN";"GH3 domain-containing protein";"GHDC";10;22;0,000398737058740938;7;8;2;4;8;8;2;4;NA;NA;NA;NA
"Q8N357";"Q8N357";"Q8N357";"CB018_HUMAN";"Transmembrane protein C2orf18";"C2orf18";5;22;0,000569624369629912;5;5;4;4;6;6;5;5;0,000823705191628157;0,000816373651730142;0,000741406944086202;0,000730343092702502
"Q8N4V1-1,Q8N4V1-2";"Q8N4V1-1,Q8N4V1-2";"Q8N4V1-[1,2]";"MMGT1_HUMAN";"Membrane magnesium transporter 1";"MMGT1";5;18;0,000659949954959846;3;4;3;3;5;5;4;4;NA;NA;NA;NA
"Q8N8J7";"Q8N8J7";"Q8N8J7";"CD032_HUMAN";"Uncharacterized protein C4orf32";"C4orf32";5;14;0,00101881163080501;3;3;5;3;3;3;5;3;0,00115755540187139;0,00114725236663592;0,0020838028504241;0,00123162403360286
"Q8NEW0";"Q8NEW0";"Q8NEW0";"ZNT7_HUMAN";"Zinc transporter 7";"SLC30A7";5;11;0,000281024788740289;3;2;2;4;3;2;2;4;0,00040637583257187;0,000268505873042449;0,000292619123676576;0,000576504866792826
