;protein.acs;ID;Description;Gene;global.peptide.count;global.spectra.count;global.dNSAF;peptide.count.P5834.1.id.csv;peptide.count.P5834.2.id.csv;peptide.count.P5835.1.id.csv;peptide.count.P5835.2.id.csv;spectra.count.P5834.1.id.csv;spectra.count.P5834.2.id.csv;spectra.count.P5835.1.id.csv;spectra.count.P5835.2.id.csv;dNSAF.P5834.1.id.csv;dNSAF.P5834.2.id.csv;dNSAF.P5835.1.id.csv;dNSAF.P5835.2.id.csv;Go.Cc
1545;Q9BWH2;FUND2_HUMAN;FUN14 domain-containing protein 2;FUNDC2;6;17;0,000864026190297223;4;4;5;4;4;4;5;4;0,00107793518904425;0,00106834082819006;0,00145535437172477;0,00114690915298467;mitochondrion
1546;Q9BWH6;RPAP1_HUMAN;RNA polymerase II-associated protein 1;RPAP1;7;14;4.83E+09;2;3;5;4;2;3;5;4;NA;NA;NA;NA;nucleus
1554;Q9BY32;ITPA_HUMAN;Inosine triphosphate pyrophosphatase;ITPA;3;4;0,000198060582129988;1;3;NA;NA;1;3;NA;NA;NA;NA;NA;NA;cytosol
1555;Q9BY41;HDAC8_HUMAN;Histone deacetylase 8;HDAC8;2;5;3.18E+09;1;NA;2;2;1;NA;2;2;NA;NA;NA;NA;nucleus, nuclear chromosome, cytoplasm, cytosol, histone deacetylase complex
1557;Q9BYD1;RM13_HUMAN;39S ribosomal protein L13, mitochondrial;MRPL13;1;2;0,000107931890261847;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000309058400287619;0,000304446390328796;mitochondrial large ribosomal subunit, mitochondrial ribosome
1558;Q9BZE1;RM37_HUMAN;39S ribosomal protein L37, mitochondrial;MRPL37;5;9;0,000204381664538392;3;3;1;2;3;3;1;2;0,000361222962286107;0,000358007830723266;0,000130052943856256;0,000256224385241256;mitochondrion, mitochondrial ribosome
1564;Q9C0E2;XPO4_HUMAN;Exportin-4;XPO4;29;95;0,00079284459788351;22;20;21;19;25;23;24;23;0,00110626493662774;0,0010087049479023;0,00114708730323954;0,00108288750825898;nucleus, cytoplasm
1568;Q9GZM7;TINAL_HUMAN;Tubulointerstitial nephritis antigen-like;TINAGL1;2;2;4.11E+09;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;extracellular space, extracellular vesicular exosome, cytoplasm, extracellular region
1570;Q9GZT3;SLIRP_HUMAN;SRA stem-loop-interacting RNA-binding protein, mitochondrial;SLIRP;8;23;0,00202694109510093;3;6;6;5;4;7;7;5;0,00186908028192077;0,00324177732957673;0,0035329061170493;0,00248584667332687;ribonucleoprotein complex, nucleus, mitochondrion
1573;Q9GZZ1;NAA50_HUMAN;N-alpha-acetyltransferase 50;NAA50;1;1;2.84E+09;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;cytoplasm, extracellular vesicular exosome
1576;Q9H0A0;NAT10_HUMAN;N-acetyltransferase 10;NAT10;2;2;1.87E+09;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000107341259026724;NA;nucleus, nucleolus
1578;Q9H0P0;5NT3_HUMAN;Cytosolic 5'-nucleotidase 3;NT5C3;3;5;0,000142945509424173;1;NA;NA;3;1;NA;NA;4;NA;NA;NA;NA;mitochondrion, endoplasmic reticulum, cytosol, cytoplasm
1579;Q9H0Q0;FA49A_HUMAN;Protein FAM49A;FAM49A;4;10;0,000363485794861881;2;1;4;3;2;1;4;3;0,000420494841546675;0,000312564112272325;0,000794812728087458;0,000566242009257041;intracellular
1596;Q9H3U1;UN45A_HUMAN;Protein unc-45 homolog A;UNC45A;15;41;0,000208603531549513;10;10;10;10;11;10;10;10;NA;NA;NA;NA;nucleus, Golgi apparatus, perinuclear region of cytoplasm, cytoplasm
1604;Q9H583;HEAT1_HUMAN;HEAT repeat-containing protein 1;HEATR1;7;11;4.93E+09;3;NA;3;5;3;NA;3;5;7.13E+09;NA;7.70E+09;0,000126379331806263;ribonucleoprotein complex, nucleus, mitochondrion, nucleolus
1606;Q9H5N1;RABE2_HUMAN;Rab GTPase-binding effector protein 2;RABEP2;1;1;8.44E+08;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;early endosome, cytoplasm, nucleus
1607;Q9H5Q4;TFB2M_HUMAN;Dimethyladenosine transferase 2, mitochondrial;TFB2M;4;9;0,000218316778029646;NA;3;4;2;NA;3;4;2;NA;0,000382417455545307;0,000555680760113093;0,000273694229689524;mitochondrial matrix, mitochondrial nucleoid
1608;Q9H5X1;FA96A_HUMAN;MIP18 family protein FAM96A;FAM96A;1;4;0,000120074227916305;1;1;1;1;1;1;1;1;NA;NA;NA;NA;cytoplasm, nucleus
1609;Q9H6K4;OPA3_HUMAN;Optic atrophy 3 protein;OPA3;2;2;0,000107328918807871;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;mitochondrion
1611;Q9H7B4;SMYD3_HUMAN;SET and MYND domain-containing protein 3;SMYD3;4;9;0,000113621640902111;2;1;3;2;2;1;4;2;NA;NA;NA;NA;nucleus, cytoplasm
1612;Q9H7D0;DOCK5_HUMAN;Dedicator of cytokinesis protein 5;DOCK5;4;6;3.23E+09;1;1;3;1;1;1;3;1;NA;NA;NA;NA;cytoplasm
1614;Q9H845;ACAD9_HUMAN;Acyl-CoA dehydrogenase family member 9, mitochondrial;ACAD9;16;45;0,000696082480674234;13;10;11;10;13;11;11;10;0,00106621850220682;0,000894154823593857;0,000974454666285279;0,000872648268575292;dendrite, mitochondrion, nucleus
1618;Q9H900;ZWILC_HUMAN;Protein zwilch homolog;ZWILCH;4;9;0,000146283323349814;4;3;1;NA;5;3;1;NA;NA;NA;NA;NA;kinetochore, condensed chromosome kinetochore, cytosol
1619;Q9H9A5;CNOTA_HUMAN;CCR4-NOT transcription complex subunit 10;CNOT10;2;3;1.29E+09;NA;1;2;NA;NA;1;2;NA;NA;NA;NA;NA;cytosol, CCR4-NOT complex, nucleus
1625;Q9HAV4;XPO5_HUMAN;Exportin-5;XPO5;41;154;0,00122866651821336;32;37;25;24;40;48;35;31;0,00169210756419738;0,00201245597868361;0,00159919753637198;0,0013952950015235;cytoplasm, cytosol, nucleus, nucleoplasm
1626;Q9HB40;RISC_HUMAN;Retinoid-inducible serine carboxypeptidase;SCPEP1;2;5;5.31E+09;NA;2;1;2;NA;2;1;2;NA;NA;NA;NA;extracellular vesicular exosome, cytosol
1631;Q9HCG8;CWC22_HUMAN;Pre-mRNA-splicing factor CWC22 homolog;CWC22;2;8;8.46E+09;1;1;1;2;2;1;2;3;0,000112185986084452;5.56E+09;0,000121172676764749;0,000179046665677948;catalytic step 2 spliceosome, spliceosomal complex, nucleus, nuclear speck, cytoplasm
1637;Q9NP92;RT30_HUMAN;28S ribosomal protein S30, mitochondrial;MRPS30;1;2;4.38E+09;1;NA;1;NA;1;NA;1;NA;0,000116019220233123;NA;0,000125312973237349;NA;ribosome, mitochondrion
1644;Q9NQE9;HINT3_HUMAN;Histidine triad nucleotide-binding protein 3;HINT3;2;4;0,000211119521611086;1;2;NA;NA;1;3;NA;NA;0,000279848558694181;0,000832073145032645;NA;NA;cytoplasm, nucleolus, mitochondrion
1647;Q9NR31;SAR1A_HUMAN;GTP-binding protein SAR1a;SAR1A;5;24;0,00158019763145268;5;5;4;4;6;7;5;6;0,00189957809537869;0,00210909020937108;0,00216098073377314;0,00255447947710222;sarcoplasmic reticulum, Golgi apparatus
1648;Q9NR50;EI2BG_HUMAN;Translation initiation factor eIF-2B subunit gamma;EIF2B3;6;12;8.50E+09;4;4;3;1;4;4;3;1;NA;NA;NA;NA;eukaryotic translation initiation factor 2B complex, cytoplasm, cytosol
1649;Q9NR56;MBNL1_HUMAN;Muscleblind-like protein 1;MBNL1;2;2;8.25E+08;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;cytoplasmic stress granule, nucleus, cytoplasm
1654;Q9NRN7;ADPPT_HUMAN;L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase;AASDHPPT;1;2;6.22E+08;NA;NA;1;NA;NA;NA;2;NA;NA;NA;0,000356067283179263;NA;cytosol, extracellular vesicular exosome
1658;Q9NRV9;HEBP1_HUMAN;Heme-binding protein 1;HEBP1;2;2;0,000101650140034967;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000582141748689907;NA;extracellular vesicular exosome, extracellular region, mitochondrion, cytosol
1660;Q9NRW3;ABC3C_HUMAN;Probable DNA dC->dU-editing enzyme APOBEC-3C;APOBEC3C;1;2;0,000101115139297941;1;1;NA;NA;1;1;NA;NA;0,000268065461486005;0,000265679495431476;NA;NA;cytoplasm, nucleus
1661;Q9NRY2;SOSSC_HUMAN;SOSS complex subunit C;INIP;1;1;9.24E+09;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;SOSS complex, nucleus
1663;Q9NRZ9;HELLS_HUMAN;Lymphoid-specific helicase;HELLS;1;1;2.29E+08;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;nucleus, chromosome, centromeric region, centromeric heterochromatin
1667;Q9NTI5;PDS5B_HUMAN;Sister chromatid cohesion protein PDS5 homolog B;PDS5B;1;1;3.95E+08;1;0;0;0;1;0;0;0;NA;NA;NA;NA;chromosome, centromeric region, nucleoplasm, chromatin, chromosome, nucleus, cytosol
1668;Q9NTJ3;SMC4_HUMAN;Structural maintenance of chromosomes protein 4;SMC4;2;5;1.86E+09;2;NA;NA;1;3;NA;NA;2;NA;NA;NA;NA;cytosol, nucleus, cytoplasm, nucleoplasm, condensin complex
1670;Q9NU22;MDN1_HUMAN;Midasin;MDN1;6;15;2.57E+09;3;3;3;6;3;3;3;6;2.73E+09;2.71E+09;2.95E+09;5.81E+09;nucleus, cytoplasm, intermediate filament cytoskeleton, nucleolus
1676;Q9NUQ7;UFSP2_HUMAN;Ufm1-specific protease 2;UFSP2;4;7;0,000143372212437379;1;3;NA;1;2;4;NA;1;0,000217195896299962;0,0004305254083751;NA;0,000115546817651441;cytoplasm, endoplasmic reticulum, nucleus
1677;Q9NUQ9;FA49B_HUMAN;Protein FAM49B;FAM49B;5;8;0,000289891140099722;1;0;2;4;1;0;2;5;0,000209598508980827;NA;0,000396179801191742;0,000940823914557737;cilium, extracellular vesicular exosome
1684;Q9NVI1;FANCI_HUMAN;Fanconi anemia group I protein;FANCI;52;185;0,00133817663641666;41;41;33;33;50;51;40;44;NA;NA;NA;NA;nucleoplasm
1687;Q9NW13;RBM28_HUMAN;RNA-binding protein 28;RBM28;3;4;5.06E+09;NA;2;2;NA;NA;2;2;NA;NA;0,000133014767146194;0,000144960198290372;NA;nucleolus, spliceosomal complex
1690;Q9NWS8;RMND1_HUMAN;Required for meiotic nuclear division protein 1 homolog;RMND1;5;15;0,000320911076836451;4;5;3;3;4;5;3;3;NA;NA;NA;NA;mitochondrion
1692;Q9NWY4;CD027_HUMAN;UPF0609 protein C4orf27;C4orf27;2;2;5.55E+09;2;NA;NA;NA;2;NA;NA;NA;0,000294407154233185;NA;NA;NA;nucleus
1695;Q9NX20;RM16_HUMAN;39S ribosomal protein L16, mitochondrial;MRPL16;2;2;7.65E+09;2;NA;NA;NA;2;NA;NA;NA;0,000405836156831403;NA;NA;NA;mitochondrion, ribosome
1696;Q9NX40;OCAD1_HUMAN;OCIA domain-containing protein 1;OCIAD1;7;31;0,00121544524584668;5;5;6;6;7;8;9;7;NA;NA;NA;NA;mitochondrion, endosome
1698;Q9NX58;LYAR_HUMAN;Cell growth-regulating nucleolar protein;LYAR;5;14;0,000354836768512565;3;2;3;4;3;2;4;5;0,000403159137327238;0,000266380496738683;0,000580605754630039;0,000714926879663927;nucleolus, nucleus
1707;Q9NY65;TBA8_HUMAN;Tubulin alpha-8 chain;TUBA8;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;microtubule, cytoplasm
1709;Q9NYH9;UTP6_HUMAN;U3 small nucleolar RNA-associated protein 6 homolog;UTP6;3;5;8.05E+09;NA;2;2;1;NA;2;2;1;NA;0,000169109226572799;0,000184296131494795;9.08E+09;nucleolus
1718;Q9NZJ6;COQ3_HUMAN;Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial;COQ3;5;12;0,000312388235229412;4;4;2;2;4;4;2;2;0,000552113145608033;0,000547198960780276;0,000298170163963123;0,000293720636739977;mitochondrial matrix
1721;Q9NZQ3;SPN90_HUMAN;NCK-interacting protein with SH3 domain;NCKIPSD;5;9;5.99E+09;3;4;2;NA;3;4;2;NA;NA;NA;NA;NA;intermediate filament, nucleus, cytosol
1728;Q9P0K8;FOXJ2_HUMAN;Forkhead box protein J2;FOXJ2;1;1;8.37E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;nucleolus, nucleus
1736;Q9P258;RCC2_HUMAN;Protein RCC2;RCC2;1;3;5.52E+09;1;NA;1;1;1;NA;1;1;9.76E+09;NA;0,000105387730366276;0,000103815052640854;cytosol, microtubule, midbody, nucleolus, mitotic spindle midzone, chromosome, centromeric core region
1740;Q9P2J5;SYLC_HUMAN;Leucine--tRNA ligase, cytoplasmic;LARS;12;31;0,000253217759551392;7;7;7;6;7;9;8;7;0,000303169271918697;0,000386319674479442;0,000374233981300654;0,000322568199276939;nucleus, cytosol, cytoplasm
1741;Q9P2R7;SUCB1_HUMAN;Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial;SUCLA2;1;1;1.04E+09;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;extracellular vesicular exosome, mitochondrial matrix, mitochondrion
1745;Q9UBB6;NCDN_HUMAN;Neurochondrin;NCDN;9;25;0,000109807250037773;7;5;5;5;7;6;6;6;NA;NA;NA;NA;cytosol, neuronal cell body, dendrite
1746;Q9UBB9;TFP11_HUMAN;Tuftelin-interacting protein 11;TFIP11;6;18;0,000206579316845256;3;4;5;4;3;4;5;6;NA;NA;NA;NA;proteinaceous extracellular matrix, nuclear speck, U2-type post-mRNA release spliceosomal complex, spliceosomal complex, cytoplasm, catalytic step 2 spliceosome
1750;Q9UBQ5;EIF3K_HUMAN;Eukaryotic translation initiation factor 3 subunit K;EIF3K;2;4;0,000176255747400081;2;NA;1;1;2;NA;1;1;0,000467270070480193;NA;0,000252350436932093;0,000248584667332687;cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, nucleus
1751;Q9UBS4;DJB11_HUMAN;DnaJ homolog subfamily B member 11;DNAJB11;3;8;0,000214657837615741;1;NA;2;3;2;NA;2;4;0,000284538758001905;NA;0,000307331817045789;0,00060549114501146;nucleus, endoplasmic reticulum lumen, endoplasmic reticulum
1757;Q9UG63;ABCF2_HUMAN;ATP-binding cassette sub-family F member 2;ABCF2;1;1;1.54E+09;NA;1;NA;NA;NA;1;NA;NA;NA;8.10E+09;NA;NA;mitochondrial envelope, ATP-binding cassette (ABC) transporter complex
1762;Q9UHA4;LTOR3_HUMAN;Ragulator complex protein LAMTOR3;LAMTOR3;3;11;0,000852139681986683;3;3;2;3;3;3;2;3;0,00123223639554051;0,00122126864835437;0,000887296697599939;0,00131108364867401;Ragulator complex, extracellular vesicular exosome
1763;Q9UHB9;SRP68_HUMAN;Signal recognition particle 68 kDa protein;SRP68;5;12;0,000183845707814439;2;4;4;2;2;4;4;2;NA;NA;NA;NA;signal recognition particle, endoplasmic reticulum targeting, cytosol, ribosome, endoplasmic reticulum, nucleolus
1765;Q9UHI6;DDX20_HUMAN;Probable ATP-dependent RNA helicase DDX20;DDX20;7;15;0,000174865380460639;3;3;6;3;3;3;6;3;0,00018543363233862;0,000183783146111579;0,000400575693576671;0,000197298995674244;transcriptional repressor complex, SMN complex, nucleoplasm, SMN-Sm protein complex, cytoskeleton, nucleus, Gemini of coiled bodies, cytosol, cytoplasm
1766;Q9UHJ6;SHPK_HUMAN;Sedoheptulokinase;SHPK;2;2;4.02E+09;NA;2;NA;NA;NA;2;NA;NA;NA;0,000211209640719583;NA;NA;cytoplasm
1771;Q9UI10;EI2BD_HUMAN;Translation initiation factor eIF-2B subunit delta;EIF2B4;4;12;0,000220403936519413;4;4;NA;2;5;4;NA;3;NA;NA;NA;NA;cytosol, cytoplasm, eukaryotic translation initiation factor 2B complex
1774;Q9UI26;IPO11_HUMAN;Importin-11;IPO11;23;79;0,000389163651503102;20;19;12;15;22;24;15;18;NA;NA;NA;NA;nucleus, cytoplasm
1775;Q9UIA9;XPO7_HUMAN;Exportin-7;XPO7;42;202;0,001785096157431;37;40;35;32;49;54;53;46;0,00229594245302181;0,00250770158521338;0,0026822971005643;0,00229329074886125;cytoplasm, nucleus, nuclear pore
1776;Q9UII2;ATIF1_HUMAN;ATPase inhibitor, mitochondrial;ATPIF1;4;21;0,00190306323489993;2;2;4;2;4;4;8;5;NA;NA;NA;NA;mitochondrion, cell surface
1779;Q9UIV1;CNOT7_HUMAN;CCR4-NOT transcription complex subunit 7;CNOT7;3;11;0,000370755510759118;1;2;2;1;3;3;3;2;0,000536130922972011;0,000531358990862952;0,000579077844749434;0,000380290929673864;cytosol, nucleus, cytoplasmic mRNA processing body, CCR4-NOT complex
1781;Q9UJX2;CDC23_HUMAN;Cell division cycle protein 23 homolog;CDC23;2;2;1.61E+09;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;cytosol, nucleoplasm, anaphase-promoting complex, intracellular
1782;Q9UJX3;APC7_HUMAN;Anaphase-promoting complex subunit 7;ANAPC7;2;2;1.60E+09;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;anaphase-promoting complex, cytosol, nucleoplasm, nucleus
1783;Q9UJX6;ANC2_HUMAN;Anaphase-promoting complex subunit 2;ANAPC2;4;8;4.67E+09;NA;2;2;4;NA;2;2;4;NA;NA;NA;NA;cytosol, anaphase-promoting complex, nucleoplasm
1786;Q9UKT5;FBX4_HUMAN;F-box only protein 4;FBXO4;1;3;3.72E+09;1;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;SCF ubiquitin ligase complex, ubiquitin ligase complex, cytoplasm
1790;Q9ULK4;MED23_HUMAN;Mediator of RNA polymerase II transcription subunit 23;MED23;2;2;3.51E+08;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;transcription factor complex, mediator complex, nucleoplasm
1791;Q9ULX6;AKP8L_HUMAN;A-kinase anchor protein 8-like;AKAP8L;2;2;1.49E+09;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;nucleus, nuclear matrix, cytoplasm
1797;Q9UNM6;PSD13_HUMAN;26S proteasome non-ATPase regulatory subunit 13;PSMD13;2;4;5.11E+08;1;1;2;NA;1;1;2;NA;NA;NA;NA;NA;nucleoplasm, proteasome regulatory particle, proteasome complex, cytosol, proteasome accessory complex
1798;Q9UNS1;TIM_HUMAN;Protein timeless homolog;TIMELESS;4;6;2.39E+09;1;3;2;NA;1;3;2;NA;NA;NA;NA;NA;nuclear chromatin, nucleus
1802;Q9UQ35;SRRM2_HUMAN;Serine/arginine repetitive matrix protein 2;SRRM2;3;5;1.75E+09;NA;NA;2;3;NA;NA;2;3;NA;NA;NA;NA;Cajal body, catalytic step 2 spliceosome, nuclear speck, nucleus
1803;Q9UQ80;PA2G4_HUMAN;Proliferation-associated protein 2G4;PA2G4;9;24;0,000585133293399254;4;6;6;5;5;7;6;6;0,000646350732009404;0,000896836875441277;0,00083775221194715;0,000825250621500391;nucleolus, ribonucleoprotein complex, cytoplasm, extracellular vesicular exosome, nucleus
1806;Q9Y263;PLAP_HUMAN;Phospholipase A-2-activating protein;PLAA;16;36;0,000434985882262842;11;9;5;6;14;11;5;6;0,000896923430883993;0,0006984530131469;0,000345989907240228;0,000408992131913401;extracellular vesicular exosome
1810;Q9Y285;SYFA_HUMAN;Phenylalanine--tRNA ligase alpha subunit;FARSA;6;14;0,000264730581232799;3;4;4;3;3;4;4;3;0,00030078211229729;0,000397473260881736;0,000433168466544852;0,000320028292196018;cytosol, cytoplasm
1820;Q9Y2Z9;COQ6_HUMAN;Ubiquinone biosynthesis monooxygenase COQ6;COQ6;5;12;0,000123153054273134;2;5;2;3;2;5;2;3;NA;NA;NA;NA;cell projection, Golgi apparatus, mitochondrion
1821;Q9Y305;ACOT9_HUMAN;Acyl-coenzyme A thioesterase 9, mitochondrial;ACOT9;7;21;0,000114877393450679;6;6;5;4;6;6;5;4;NA;NA;NA;NA;mitochondrion
1824;Q9Y375;CIA30_HUMAN;Complex I intermediate-associated protein 30, mitochondrial;NDUFAF1;1;3;8.81E+09;1;1;1;NA;1;1;1;NA;0,000155756690160064;0,000154370349027463;0,000168233624621395;NA;mitochondrial respiratory chain complex I, cytoplasm
1828;Q9Y3B7;RM11_HUMAN;39S ribosomal protein L11, mitochondrial;MRPL11;5;19;0,000475293818835375;4;4;5;4;5;4;6;4;NA;NA;NA;NA;mitochondrial ribosome
1829;Q9Y3D0;MIP18_HUMAN;Mitotic spindle-associated MMXD complex subunit MIP18;FAM96B;5;14;0,000825049909608969;4;3;3;4;4;3;3;4;0,00124987577134579;0,000929063266232769;0,00101249807210791;0,00132985171726443;cytoplasm, MMXD complex, CIA complex, spindle, nucleus
1832;Q9Y3D8;KAD6_HUMAN;Adenylate kinase isoenzyme 6;TAF9;6;19;0,000530560541955768;6;4;4;4;7;4;4;4;NA;NA;NA;NA;Cajal body, nucleoplasm
1834;Q9Y3E5;PTH2_HUMAN;Peptidyl-tRNA hydrolase 2, mitochondrial;PTRH2;8;37;0,00198558499794561;8;7;5;4;11;10;8;8;0,00312992633802096;0,00282006168335086;0,00245865453636631;0,00242196458004584;cytosol, mitochondrion
1839;Q9Y3U8;RL36_HUMAN;60S ribosomal protein L36;RPL36;2;7;0,000751769079128173;1;1;2;2;1;1;3;2;0,000565915974248234;0,000560878934799783;0,0018861392657553;0,0012042546106339;cytosol, cytoplasm, nucleolus, cytosolic large ribosomal subunit
1843;Q9Y4L1;HYOU1_HUMAN;Hypoxia up-regulated protein 1;HYOU1;4;6;5.77E+09;NA;NA;2;4;NA;NA;2;4;NA;NA;0,00011013492542782;0,000216982812726829;endoplasmic reticulum lumen, endoplasmic reticulum, endocytic vesicle lumen, extracellular region, extracellular vesicular exosome
1848;Q9Y5A9;YTHD2_HUMAN;YTH domain family protein 2;YTHDF2;2;4;4.42E+09;1;1;1;1;1;1;1;1;NA;NA;NA;NA;cytoplasmic mRNA processing body
1849;Q9Y5K5;UCHL5_HUMAN;Ubiquitin carboxyl-terminal hydrolase isozyme L5;UCHL5;6;23;0,000167884938727965;5;6;5;5;5;7;6;5;NA;NA;NA;NA;nucleus, proteasome complex, Ino80 complex, cytosol
1857;Q9Y613;FHOD1_HUMAN;FH1/FH2 domain-containing protein 1;FHOD1;5;8;6.60E+09;1;NA;2;5;1;NA;2;5;4.38E+09;NA;9.45E+09;0,000232781174735935;nucleus, bleb, cytoskeleton, cytoplasm
1858;Q9Y616;IRAK3_HUMAN;Interleukin-1 receptor-associated kinase 3;IRAK3;3;5;4.03E+09;2;2;NA;1;2;2;NA;1;NA;NA;NA;NA;nucleus, cytoplasm
1866;Q9Y689;ARL5A_HUMAN;ADP-ribosylation factor-like protein 5A;ARL5A;2;2;0,000107328918807871;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;intracellular
1869;Q9Y6C2;EMIL1_HUMAN;EMILIN-1;EMILIN1;1;1;9.45E+08;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;5.33E+09;extracellular region, extracellular vesicular exosome, collagen
1875;Q9Y6I9;TX264_HUMAN;Testis-expressed sequence 264 protein;TEX264;3;6;0,000184139391053759;2;1;2;1;2;1;2;1;0,000325446886149144;0,00016127509307342;0,000351516902563554;0,000173135646896248;extracellular region
1877;Q9Y6M1;IF2B2_HUMAN;Insulin-like growth factor 2 mRNA-binding protein 2;IGF2BP2;6;14;3.74E+09;3;2;5;4;3;2;5;4;NA;NA;NA;NA;cytosol, cytoplasm, cytoskeleton, nucleus
82;Q9H993;CF211_HUMAN;UPF0364 protein C6orf211;C6orf211;17;71;0,00154653427338915;15;17;11;13;19;22;14;16;0,00219436806341152;0,00251823195216229;0,00174642524606972;0,00196612997654515;NA
981;P0CB43;F203A_HUMAN, F203B_HUMAN;Protein FAM203A, Protein FAM203B;FAM203A, FAM203B;15;51;0,000628080576792982;13;11;10;10;14;12;12;13;0,000914171958400993;0,000776601602030469;0,000846344542326095;0,000903190957975428;NA
146;Q6P3X3;TTC27_HUMAN;Tetratricopeptide repeat protein 27;TTC27;13;34;0,000387428113798755;12;7;7;7;12;7;7;8;0,000725016906510193;0,000419162193266742;0,000456805180021795;0,000514272431587432;NA
2191;Q6NXR4;TTI2_HUMAN;TELO2-interacting protein 2;TTI2;10;29;0,000548370489696512;7;6;6;5;9;7;7;6;0,000902346336891869;0,000695578206543038;0,000758044816453491;0,000640056584392035;NA
2331;162648;162648;albumin [Bos taurus];;10;18;0,000284854840526326;7;7;2;2;7;7;2;2;0,000587359248396025;0,000582131349133218;0,000181259951404271;0,000178555049352638;NA
371;Q5HYI8;RABL3_HUMAN;Rab-like protein 3;RABL3;7;18;0,000732656305929999;5;4;4;5;5;4;4;5;0,00107907706954112;0,000855578036135262;0,000932413478833834;0,00114812409912131;NA
3921;Q9Y6E2;BZW2_HUMAN;Basic leucine zipper and W2 domain-containing protein 2;BZW2;7;17;0,000498504315265562;4;6;4;3;4;6;4;3;0,000618836300761792;0,000903563916443564;0,00068273139691222;0,00050440736077864;NA
393;136429;136429;trypsin [Sus scrofa];;6;53;0,00220395985439452;5;6;4;4;12;14;12;15;0,00264584091856317;0,00305933964436245;0,00285778676629591;0,00351892581029387;NA
4601;Q6NXE6;ARMC6_HUMAN;Armadillo repeat-containing protein 6;ARMC6;6;15;0,000143801470558449;3;3;4;3;4;4;4;3;NA;NA;NA;NA;NA
462;Q6Y7W6;PERQ2_HUMAN;PERQ amino acid-rich with GYF domain-containing protein 2;GIGYF2;6;20;7.39E+07;3;5;4;5;4;5;5;6;NA;NA;NA;NA;NA
540;P57764;GSDMD_HUMAN;Gasdermin-D;GSDMD;5;17;0,000337398656954908;4;4;3;4;5;5;3;4;0,000526161546305176;0,000521478348470873;0,000340985920978489;0,000447863284946493;NA
546;P62341;SELT_HUMAN;Selenoprotein T;SELT;5;20;0,000985224434185069;4;5;5;5;4;5;5;6;0,00104476795245828;0,00129433600338411;0,00141057423721016;0,00166742946087771;NA
628;O94822;LTN1_HUMAN;E3 ubiquitin-protein ligase listerin;LTN1;6;13;7.07E+09;4;2;2;4;4;3;2;4;NA;NA;NA;NA;NA
709;Q5JVF3;PCID2_HUMAN;PCI domain-containing protein 2;PCID2;4;12;7.22E+09;3;4;3;2;3;4;3;2;NA;NA;NA;NA;NA
716;Q86U38;NOP9_HUMAN;Nucleolar protein 9;NOP9;4;8;0,000120829411739678;2;NA;3;2;2;NA;3;3;0,000160164898372142;NA;0,000259492430430171;0,000255620082445876;NA
739;Q9BSF4;CS052_HUMAN;Uncharacterized protein C19orf52;C19orf52;4;10;0,000369459162819401;3;2;3;2;3;2;3;2;0,000587681973257781;0,000388300801015234;0,000634758406744572;0,000416857365219428;NA
884;Q6AI08;HEAT6_HUMAN;HEAT repeat-containing protein 6;HEATR6;3;6;4.88E+09;NA;1;2;2;NA;1;3;2;NA;4.27E+09;0,000139743595049609;9.18E+09;NA
890;Q6UX53;MET7B_HUMAN;Methyltransferase-like protein 7B;METTL7B;3;4;0,000157474397267286;2;2;NA;NA;2;2;NA;NA;0,000417478997396238;0,000413763148622791;NA;NA;NA
9031;Q8N3P4;VPS8_HUMAN;Vacuolar protein sorting-associated protein 8 homolog;VPS8;3;6;1.35E+08;2;1;1;2;2;1;1;2;NA;NA;NA;NA;NA
