"";"X";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv"
"862";"Q92552";"Q92552";"Q92552";"RT27_HUMAN";"28S ribosomal protein S27, mitochondrial";"MRPS27";1;1;9,11675368457249e-05;1;NA;1;NA;0,000226583539901821;NA
"863";"Q92598-1,Q92598-2,Q92598-3";"Q92598-1,Q92598-2,Q92598-3";"Q92598";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";1;1;1,46633101220397e-05;1;NA;1;NA;NA;NA
"864";"Q92616";"Q92616";"Q92616";"GCN1L_HUMAN";"Translational activator GCN1";"GCN1L1";1;2;2,82615950985624e-05;1;1;1;1;3,51200245298967e-05;3,5809556851131e-05
"865";"Q92688-1";"Q92688-1";"Q92688";"AN32B_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member B";"ANP32B";5;8;0,00198137161868412;4;3;5;3;NA;NA
"866";"Q92804-1,Q92804-2";"Q92804-1,Q92804-2";"Q92804";"RBP56_HUMAN";"TATA-binding protein-associated factor 2N";"TAF15";1;2;7,43816221224411e-05;1;1;1;1;NA;NA
"868";"Q92928,Q9H0U4";"Q92928,Q9H0U4";"Q92928";"RAB1B_HUMAN, RAB1C_HUMAN";"Putative Ras-related protein Rab-1C, Ras-related protein Rab-1B";"RAB1B, RAB1C";1;4;0,00056333373513627;1;1;2;2;0,000816715296810297;0,000475857345021746
"870";"Q93008-1,Q93008-3";"Q93008-1,Q93008-3";"Q93008";"USP9X_HUMAN";"Probable ubiquitin carboxyl-terminal hydrolase FAF-X";"USP9X";1;1;7,34306619730158e-06;1;NA;1;NA;NA;NA
"871";"Q96A35";"Q96A35";"Q96A35";"RM24_HUMAN";"39S ribosomal protein L24, mitochondrial";"MRPL24";1;1;0,000174737778954306;1;NA;1;NA;0,000434285118145158;NA
"872";"Q96GA3";"Q96GA3";"Q96GA3";"LTV1_HUMAN";"Protein LTV1 homolog";"LTV1";1;1;7,94597057981686e-05;1;NA;1;NA;0,00019748544319864;NA
"873";"Q96N66-1,Q96N66-2,Q96N66-3";"Q96N66-1,Q96N66-2,Q96N66-3";"Q96N66";"MBOA7_HUMAN";"Lysophospholipid acyltransferase 7";"MBOAT7";1;1;2,66549154337077e-05;1;NA;1;NA;NA;NA
"874";"Q96QK1";"Q96QK1";"Q96QK1";"VPS35_HUMAN";"Vacuolar protein sorting-associated protein 35";"VPS35";1;1;4,74162817262941e-05;1;NA;1;NA;0,000117846212964013;NA
"875";"Q99714-1";"Q99714-1";"Q99714";"HCD2_HUMAN";"3-hydroxyacyl-CoA dehydrogenase type-2";"HSD17B10";6;15;0,00216915863529483;5;6;7;8;NA;NA
"876";"Q99798";"Q99798";"Q99798";"ACON_HUMAN";"Aconitate hydratase, mitochondrial";"ACO2";1;1;4,83889234027309e-05;NA;1;NA;1;NA;0,000122624777370988
"878";"Q9BQ67";"Q9BQ67";"Q9BQ67";"GRWD1_HUMAN";"Glutamate-rich WD repeat-containing protein 1";"GRWD1";1;1;8,46263682828029e-05;1;NA;1;NA;0,000210326424931287;NA
"879";"Q9BQA1";"Q9BQA1";"Q9BQA1";"MEP50_HUMAN";"Methylosome protein 50";"WDR77";1;1;0,000110360702497456;NA;1;NA;1;NA;0,000279670544881202
"881";"Q9BRR6-1,Q9BRR6-2,Q9BRR6-3,Q9BRR6-4";"Q9BRR6-1,Q9BRR6-2,Q9BRR6-3,Q9BRR6-4";"Q9BRR6";"ADPGK_HUMAN";"ADP-dependent glucokinase";"ADPGK";1;2;3,79711873784005e-05;1;1;1;1;NA;NA
"882";"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";1;2;0,000310644940363211;1;1;1;1;0,000386031216129029;0,000393610396499469
"883";"Q9BWF3-1";"Q9BWF3-1";"Q9BWF3";"RBM4_HUMAN";"RNA-binding protein 4";"RBM4";4;8;0,000829524401189672;4;4;4;4;NA;NA
"884";"Q9BYG3";"Q9BYG3";"Q9BYG3";"MK67I_HUMAN";"MKI67 FHA domain-interacting nucleolar phosphoprotein";"MKI67IP";1;1;0,000128816929194983;NA;1;NA;1;NA;0,000326441386857921
"885";"Q9GIY3";"Q9GIY3";"Q9GIY3";"2B1E_HUMAN";"HLA class II histocompatibility antigen, DRB1-14 beta chain";"HLA-DRB1";1;5;0,00108784121033207;1;1;3;2;0,00158693659713193;0,00113009730380567
"886";"Q9HC07";"Q9HC07";"Q9HC07";"TM165_HUMAN";"Transmembrane protein 165";"TMEM165";1;2;0,000232983705272408;1;1;1;1;0,000289523412096772;0,000295207797374602
"888";"Q9NRP0";"Q9NRP0";"Q9NRP0";"OSTC_HUMAN";"Oligosaccharyltransferase complex subunit OSTC";"OSTC";1;2;0,000506622285290337;1;1;1;1;0,000629567688049356;0,000641928364760879
"889";"Q9NRX1";"Q9NRX1";"Q9NRX1";"PNO1_HUMAN";"RNA-binding protein PNO1";"PNO1";1;2;0,000299550478207382;1;NA;2;NA;0,000744488773963127;NA
"890";"Q9NTJ5";"Q9NTJ5";"Q9NTJ5";"SAC1_HUMAN";"Phosphatidylinositide phosphatase SAC1";"SACM1L";1;1;6,42987397855709e-05;NA;1;NA;1;NA;0,000162942634326015
"891";"Q9NUU7,Q9UMR2-1,Q9UMR2-2,Q9UMR2-4";"Q9NUU7,Q9UMR2-1,Q9UMR2-2,Q9UMR2-4";"Q9NUU7";"DD19A_HUMAN, DD19B_HUMAN";"ATP-dependent RNA helicase DDX19A, ATP-dependent RNA helicase DDX19B";"DDX19A, DDX19B";1;1;1,97093265034622e-05;NA;1;NA;1;NA;0,000200099009099102
"892";"Q9NV96-1";"Q9NV96-1";"Q9NV96";"CC50A_HUMAN";"Cell cycle control protein 50A";"TMEM30A";3;3;0,000313656733413823;3;NA;3;NA;NA;NA
"893";"Q9NVA1-1,Q9NVA1-2,Q9NVA1-5";"Q9NVA1-1,Q9NVA1-2,Q9NVA1-5";"Q9NVA1";"UQCC_HUMAN";"Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog";"UQCC";1;1;4,20773246980269e-05;1;NA;1;NA;NA;NA
"894";"Q9NWH9";"Q9NWH9";"Q9NWH9";"SLTM_HUMAN";"SAFB-like transcription modulator";"SLTM";1;1;3,65022826442264e-05;1;NA;1;NA;9,07210691676538e-05;NA
"895";"Q9NWW5";"Q9NWW5";"Q9NWW5";"CLN6_HUMAN";"Ceroid-lipofuscinosis neuronal protein 6";"CLN6";1;1;0,000121361286990772;NA;1;NA;1;NA;0,000307547673149103
"896";"Q9NX14-1,Q9NX14-2";"Q9NX14-1,Q9NX14-2";"Q9NX14";"NDUBB_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial";"NDUFB11";1;2;0,000246688629111961;1;1;1;1;NA;NA
"897";"Q9NYF8-1,Q9NYF8-2,Q9NYF8-3";"Q9NYF8-1,Q9NYF8-2,Q9NYF8-3";"Q9NYF8";"BCLF1_HUMAN";"Bcl-2-associated transcription factor 1";"BCLAF1";4;6;8,20507831611524e-05;3;3;3;3;NA;NA
"898";"Q9UGN4-1";"Q9UGN4-1";"Q9UGN4";"CLM8_HUMAN";"CMRF35-like molecule 8";"CD300A";3;6;0,000757391844564484;3;3;3;3;NA;NA
"901";"Q9UPQ0-3";"Q9UPQ0-3";"Q9UPQ0";"LIMC1_HUMAN";"LIM and calponin homology domains-containing protein 1";"LIMCH1";1;1;3,48507481570915e-05;NA;1;NA;1;NA;NA
"902";"Q9Y2Q3-1,Q9Y2Q3-4";"Q9Y2Q3-1,Q9Y2Q3-4";"Q9Y2Q3";"GSTK1_HUMAN";"Glutathione S-transferase kappa 1";"GSTK1";2;5;0,000417515047058961;2;2;3;2;NA;NA
"905";"Q9Y383-1,Q9Y383-2";"Q9Y383-1,Q9Y383-2";"Q9Y383";"LC7L2_HUMAN";"Putative RNA-binding protein Luc7-like 2";"LUC7L2";2;3;0,000144426123421416;2;1;2;1;NA;NA
"906";"Q9Y394-1,Q9Y394-2";"Q9Y394-1,Q9Y394-2";"Q9Y394";"DHRS7_HUMAN";"Dehydrogenase/reductase SDR family member 7";"DHRS7";1;1;5,56686729411948e-05;NA;1;NA;1;NA;NA
"907";"Q9Y3E5";"Q9Y3E5";"Q9Y3E5";"PTH2_HUMAN";"Peptidyl-tRNA hydrolase 2, mitochondrial";"PTRH2";1;1;0,000210856761196257;1;NA;1;NA;0,000524053550387453;NA
"908";"Q9Y3Q3-1";"Q9Y3Q3-1";"Q9Y3Q3";"TMED3_HUMAN";"Transmembrane emp24 domain-containing protein 3";"TMED3";1;1;0,000173932535733318;1;NA;1;NA;NA;NA
"909";"Q9Y639-1,Q9Y639-2";"Q9Y639-1,Q9Y639-2";"Q9Y639";"NPTN_HUMAN";"Neuroplastin";"NPTN";1;3;0,000142248845178882;1;1;2;1;NA;NA
"910";"Q9Y6C9";"Q9Y6C9";"Q9Y6C9";"MTCH2_HUMAN";"Mitochondrial carrier homolog 2";"MTCH2";1;2;0,000249131090786337;1;1;1;1;0,000309589391152984;0,000315667743727297
"911";"Q9Y6D5";"Q9Y6D5";"Q9Y6D5";"BIG2_HUMAN";"Brefeldin A-inhibited guanine nucleotide-exchange protein 2";"ARFGEF2";3;3;6,34342189145044e-05;3;NA;3;NA;0,000157656446251015;NA
"912";"Q9Y6E2";"Q9Y6E2";"Q9Y6E2";"BZW2_HUMAN";"Basic leucine zipper and W2 domain-containing protein 2";"BZW2";1;1;9,00796187449406e-05;NA;1;NA;1;NA;0,00022827524188394
"913";"P14618-1";"P14618-1";"P14618";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";30;81;0,00575746173368086;30;28;40;41;NA;NA
"914";"P05023-1";"P05023-1";"P05023";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";19;40;0,00192986293351205;15;18;17;23;NA;NA
"915";"Q71U36";"Q71U36";"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";0;0;NA;0;0;0;0;NA;NA
"916";"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";0;0;NA;0;0;0;0;NA;NA
"917";"P10316";"P10316";"P10316";"1A69_HUMAN";"HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA
"918";"P07910-2";"P07910-2";"P07910";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";17;41;0,00530380552590717;15;15;20;21;NA;NA
"919";"P68104";"P68104";"P68104";"EF1A1_HUMAN";"Elongation factor 1-alpha 1";"EEF1A1";17;61;0,00498343068290462;15;16;31;30;0,00629431417987008;0,00621086534736175
"920";"P06748-1";"P06748-1";"P06748";"NPM_HUMAN";"Nucleophosmin";"NPM1";16;40;0,00513515105498369;13;15;19;21;NA;NA
"922";"O60506-1";"O60506-1";"O60506";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";10;19;0,00146762905643066;9;9;9;10;NA;NA
"923";"O60814,P58876,P62807,Q93079,Q99877,Q99880";"O60814,P58876,P62807,Q93079,Q99877,Q99880";"O60814";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1N_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-N";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BK, HIST1H2BL, HIST1H2BN";2;5;0,00122316445268014;2;2;2;3;0,00134007979313363;0,0016700326822906
"924";"P06899,P23527,Q16778";"P06899,P23527,Q16778";"P06899";"H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BJ, HIST1H2BO, HIST2H2BE";2;5;0,00244632890536028;2;2;3;2;0,00402023937940089;0,00222671024305414
"925";"P68032";"P68032";"P68032";"ACTC_HUMAN";"Actin, alpha cardiac muscle 1";"ACTC1";2;21;0,0038417664318586;2;2;9;12;0,0044787812714811;0,00518075206148349
"926";"O95831-1,O95831-3";"O95831-1,O95831-3";"O95831";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";12;25;0,000769644377123371;10;10;12;13;NA;NA
"927";"Q13509";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;0;0;0;0;0;0;0
"928";"P30479";"P30479";"P30479";"1B41_HUMAN";"HLA class I histocompatibility antigen, B-41 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"929";"P05534,P30447";"P05534,P30447";"P05534";"1A23_HUMAN, 1A24_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA
"930";"Q04826";"Q04826";"Q04826";"1B40_HUMAN";"HLA class I histocompatibility antigen, B-40 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"931";"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";0;0;0;0;0;0;0;0;0
"932";"P00338-1,P00338-3";"P00338-1,P00338-3";"P00338";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";9;21;0,00126190150247242;8;9;10;11;NA;NA
"933";"P30486";"P30486";"P30486";"1B48_HUMAN";"HLA class I histocompatibility antigen, B-48 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"934";"P30453";"P30453";"P30453";"1A34_HUMAN";"HLA class I histocompatibility antigen, A-34 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA
"935";"P30464";"P30464";"P30464";"1B15_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"936";"P17066";"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";0;0;0;0;0;0;0;0;0
"937";"P18465";"P18465";"P18465";"1B57_HUMAN";"HLA class I histocompatibility antigen, B-57 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"938";"P30508";"P30508";"P30508";"1C12_HUMAN";"HLA class I histocompatibility antigen, Cw-12 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA
"939";"P30492";"P30492";"P30492";"1B54_HUMAN";"HLA class I histocompatibility antigen, B-54 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"940";"P30490";"P30490";"P30490";"1B52_HUMAN";"HLA class I histocompatibility antigen, B-52 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"941";"Q95604";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA
"942";"P30493,Q29940";"P30493,Q29940";"P30493";"1B55_HUMAN, 1B59_HUMAN";"HLA class I histocompatibility antigen, B-55 alpha chain, HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"943";"Q09028-1,Q09028-2,Q09028-3";"Q09028-1,Q09028-2,Q09028-3";"Q09028";"RBBP4_HUMAN";"Histone-binding protein RBBP4";"RBBP4";2;5;0,000271357492023158;2;2;2;3;NA;NA
"945";"P16188";"P16188";"P16188";"1A30_HUMAN";"HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA
"946";"Q31612";"Q31612";"Q31612";"1B73_HUMAN";"HLA class I histocompatibility antigen, B-73 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"947";"Q13308-1,Q13308-2,Q13308-4,Q13308-6";"Q13308-1,Q13308-2,Q13308-4,Q13308-6";"Q13308";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";7;14;0,000123459589616313;5;7;7;7;NA;NA
"948";"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA
"949";"P0C0S8,Q6FI13,Q96KK5";"P0C0S8,Q6FI13,Q96KK5";"P0C0S8";"H2A1_HUMAN, H2A1H_HUMAN, H2A2A_HUMAN";"Histone H2A type 1, Histone H2A type 1-H, Histone H2A type 2-A";"HIST1H2AH, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4";1;7;0,00145199782663516;1;1;2;5;0,00120883486494013;0,00237269462915643
"950";"P10321";"P10321";"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA
"951";"P10319";"P10319";"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA
"952";"Q93077";"Q93077";"Q93077";"H2A1C_HUMAN";"Histone H2A type 1-C";"HIST1H2AC";1;5;0,00309546789414528;1;1;2;3;0,00360790713535977;0,00424894853590475
"953";"Q99729-3";"Q99729-3";"Q99729";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";4;9;0,00109137427240858;2;4;3;6;NA;NA
"954";"P30501";"P30501";"P30501";"1C02_HUMAN";"HLA class I histocompatibility antigen, Cw-2 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA
"955";"P17858-1";"P17858-1";"P17858";"K6PL_HUMAN";"6-phosphofructokinase, liver type";"PFKL";3;6;0,000325525484709281;3;3;3;3;NA;NA
"956";"P04899-1,P04899-4";"P04899-1,P04899-4";"P04899";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";2;6;0,000571466370044928;2;2;3;3;NA;NA
"957";"Q01546";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;0;0;0;0;0;0;0;0
"958";"P0C0S5,Q71UI9-1";"P0C0S5,Q71UI9-1";"P0C0S5";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";2;5;0,00138762353875478;2;2;3;2;0,00439713682121972;0,00269008105357606
"959";"P62820-1";"P62820-1";"P62820";"RAB1A_HUMAN";"Ras-related protein Rab-1A";"RAB1A";1;2;0,000552341857377514;1;NA;2;NA;NA;NA
"960";"P61224";"P61224";"P61224";"RAP1B_HUMAN";"Ras-related protein Rap-1b";"RAP1B";1;1;0,000547005221074349;1;0;1;0;0,00127453241194775;0
"961";"P08621-1,P08621-2";"P08621-1,P08621-2";"P08621";"RU17_HUMAN";"U1 small nuclear ribonucleoprotein 70 kDa";"SNRNP70";4;9;0,000388661604447564;4;4;5;4;NA;NA
"962";"P13646-1,P13646-3";"P13646-1,P13646-3";"P13646";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;0;0;0;0;0;NA;NA
"963";"P42081-1,P42081-3";"P42081-1,P42081-3";"P42081";"CD86_HUMAN";"T-lymphocyte activation antigen CD86";"CD86";3;6;0,000344164379216992;3;3;3;3;NA;NA
"964";"Q5XKE5";"Q5XKE5";"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;0;0;0;0;0;0;0
"965";"P17096-1";"P17096-1";"P17096";"HMGA1_HUMAN";"High mobility group protein HMG-I/HMG-Y";"HMGA1";3;8;0,00282193347694431;3;3;4;4;NA;NA
"966";"Q86SE5-1";"Q86SE5-1";"Q86SE5";"RALYL_HUMAN";"RNA-binding Raly-like protein";"RALYL";0;0;0;0;0;0;0;NA;NA
