"";"X";"AC";"Group";"ID";"Entrez_ID";"Gene_symbol";"Descr";"SP_GN";"Entrez_GN";"Non_spec_binder";"Group_size";"Specific_reporter";"Pc_P4569.1.merged";"Pc_P4569.2.merged";"Pc_grp0";"Pc_mean_grp0";"Pc_sd_grp0";"Pc_CV_grp0";"Sc_P4569.1.merged";"Sc_P4569.2.merged";"Sc_grp0";"Sc_mean_grp0";"Sc_sd_grp0";"Sc_CV_grp0";"Seqcov_P4569.1.merged";"Seqcov_P4569.2.merged";"Seqcov_grp0";"Seqcov_mean_grp0";"Seqcov_sd_grp0";"Seqcov_CV_grp0";"Glob_pc";"Glob_sc";"Glob_seqcov";"Go.Cc"
"1210";1210;"P01892";"P01892";"1A02_HUMAN";NA;"HLA-A";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A,HLAA";NA;0;1;1;20;17;20;"18.5";"2.12";"0.11";155;161;316;"158";"4.24";"0.03";"0.62";"0.55";"0.62";"0.59";"0.05";"0.08";20;316;"0.62";"cell surface, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, MHC class I protein complex"
"1211";1211;"P01893";"P01893";"HLAH_HUMAN";NA;"HLA-H";"Putative HLA class I histocompatibility antigen, alpha chain H";"HLA-H,HLAH";NA;0;1;1;7;4;7;"5.5";"2.12";"0.39";45;42;87;"43.5";"2.12";"0.05";"0.27";"0.18";"0.27";"0.22";"0.06";"0.29";7;87;"0.27";"integral component of plasma membrane, MHC class I protein complex"
"1212";1212;"P01903";"P01903";"DRA_HUMAN";"3122";"HLA-DRA";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA,HLA-DRA1";NA;0;2;1;10;10;10;"10";"0";"0";20;18;38;"19";"1.41";"0.07";"0.4";"0.4";"0.4";"0.4";"0";"0";10;38;"0.4";"extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, trans-Golgi network membrane, late endosome membrane, MHC class II protein complex, lysosomal membrane, Golgi membrane, clathrin-coated endocytic vesicle membrane"
"1213";1213;"P01920";"P01920";"DQB1_HUMAN";"3119,101060835";"HLA-DQB1";"HLA class II histocompatibility antigen, DQ beta 1 chain";"HLA-DQB1,HLA-DQB";NA;0;1;1;1;2;2;"1.5";"0.71";"0.47";2;3;5;"2.5";"0.71";"0.28";"0.03";"0.08";"0.08";"0.05";"0.03";"0.61";2;5;"0.08";"Golgi membrane, ER to Golgi transport vesicle membrane, MHC class II protein complex, lysosomal membrane, clathrin-coated endocytic vesicle membrane, endosome membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, trans-Golgi network membrane"
"1215";1215;"P02458";"P02458-1";"CO2A1_HUMAN";"1280";"COL2A1";"Collagen alpha-1(II) chain";"COL2A1";NA;0;3;3;0;1;1;"0.5";"0.71";"1.41";0;1;1;"0.5";"0.71";"1.41";"0";"0.01";"0.01";"0";"0.01";"1.41";1;1;"0.01";"extracellular space, endoplasmic reticulum lumen, basement membrane, collagen type II"
"1216";1216;"P02533";"P02533";"K1C14_HUMAN";"3861";"KRT14";"Keratin, type I cytoskeletal 14";"KRT14";NA;0;2;1;14;13;15;"13.5";"0.71";"0.05";21;19;40;"20";"1.41";"0.07";"0.36";"0.34";"0.39";"0.35";"0.02";"0.06";15;40;"0.39";"keratin filament, cell periphery, cytosol, extracellular vesicular exosome, nucleus"
"1217";1217;"P02538";"P02538";"K2C6A_HUMAN";"3853";"KRT6A";"Keratin, type II cytoskeletal 6A";"KRT6A,K6A,KRT6D";NA;0;1;1;15;12;16;"13.5";"2.12";"0.16";20;16;36;"18";"2.83";"0.16";"0.29";"0.23";"0.3";"0.26";"0.04";"0.15";16;36;"0.3";"extracellular vesicular exosome, keratin filament, intermediate filament"
"1220";1220;"P02549";"P02549-1";"SPTA1_HUMAN";"6708";"SPTA1";"Spectrin alpha chain, erythrocytic 1";"SPTA1,SPTA";NA;0;2;2;4;0;4;"2";"2.83";"1.41";4;0;4;"2";"2.83";"1.41";"0.02";"0";"0.02";"0.01";"0.02";"1.41";4;4;"0.02";"spectrin, cuticular plate, intrinsic component of the cytoplasmic side of the plasma membrane, cytosol, spectrin-associated cytoskeleton"
"1222";1222;"P02647";"P02647";"APOA1_HUMAN";"335";"APOA1";"Apolipoprotein A-I";"APOA1";NA;0;1;1;1;0;1;"0.5";"0.71";"1.41";2;0;2;"1";"1.41";"1.41";"0.06";"0";"0.06";"0.03";"0.04";"1.41";1;2;"0.06";"very-low-density lipoprotein particle, early endosome, extracellular vesicular exosome, blood microparticle, secretory granule lumen, endoplasmic reticulum lumen, endocytic vesicle lumen, cytosol, nucleus, plasma membrane, spherical high-density lipoprotein particle"
"1223";1223;"P02649";"P02649";"APOE_HUMAN";"348";"APOE";"Apolipoprotein E";"APOE";NA;0;1;1;4;5;5;"4.5";"0.71";"0.16";5;6;11;"5.5";"0.71";"0.13";"0.14";"0.16";"0.16";"0.15";"0.01";"0.09";5;11;"0.16";"intermediate-density lipoprotein particle, Golgi apparatus, endocytic vesicle lumen, chylomicron, early endosome, plasma membrane, late endosome, low-density lipoprotein particle, blood microparticle, high-density lipoprotein particle, very-low-density lipoprotein particle, extracellular vesicular exosome, neuronal cell body, dendrite, extrinsic component of external side of plasma membrane"
"1225";1225;"P02679";"P02679-1";"FIBG_HUMAN";"2266";"FGG";"Fibrinogen gamma chain";"FGG";NA;0;2;2;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.03";"0";"0.03";"0.01";"0.02";"1.41";2;2;"0.03";"platelet alpha granule lumen, blood microparticle, fibrinogen complex, cell cortex, extracellular vesicular exosome, external side of plasma membrane"
"1226";1226;"P02686";"P02686-1";"MBP_HUMAN";"4155";"MBP";"Myelin basic protein";"MBP";NA;0;2;2;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.04";"0";"0.04";"0.02";"0.03";"1.41";2;2;"0.04";"nucleus, internode region of axon, compact myelin, plasma membrane, neuronal cell body"
"1227";1227;"P02751";"P02751-1";"FINC_HUMAN";"2335";"FN1";"Fibronectin";"FN1,FN";NA;0;14;14;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.01";"0";"0.01";"0";"0";"1.41";2;2;"0.01";"platelet alpha granule lumen, extracellular vesicular exosome, basement membrane, endoplasmic reticulum-Golgi intermediate compartment, blood microparticle, apical plasma membrane, fibrinogen complex, extracellular matrix"
"1228";1228;"P02786";"P02786";"TFR1_HUMAN";"7037";"TFRC";"Transferrin receptor protein 1";"TFRC";NA;0;1;1;36;38;41;"37";"1.41";"0.04";95;98;193;"96.5";"2.12";"0.02";"0.51";"0.5";"0.55";"0.51";"0";"0.01";41;193;"0.55";"extracellular vesicular exosome, blood microparticle, integral component of plasma membrane, endosome, external side of plasma membrane, coated pit, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, melanosome"
"1229";1229;"P02787";"P02787";"TRFE_HUMAN";"7018";"TF";"Serotransferrin";"TF";NA;0;1;1;2;2;3;"2";"0";"0";3;3;6;"3";"0";"0";"0.03";"0.03";"0.04";"0.03";"0";"0";3;6;"0.04";"extracellular vesicular exosome, blood microparticle, recycling endosome, apical plasma membrane, perinuclear region of cytoplasm, endosome membrane, late endosome, endocytic vesicle, cell surface, secretory granule lumen, basal plasma membrane, coated pit, early endosome, mitochondrion"
"1230";1230;"P02788";"P02788";"TRFL_HUMAN";"4057";"LTF";"Lactotransferrin";"LTF,LF";NA;0;1;1;2;2;2;"2";"0";"0";3;3;6;"3";"0";"0";"0.03";"0.03";"0.03";"0.03";"0";"0";2;6;"0.03";"phagocytic vesicle lumen, extracellular space, nucleus, extracellular vesicular exosome, specific granule"
"1231";1231;"P02792";"P02792";"FRIL_HUMAN";"2512";"FTL";"Ferritin light chain";"FTL";NA;0;1;1;10;9;10;"9.5";"0.71";"0.07";27;31;58;"29";"2.83";"0.1";"0.59";"0.55";"0.59";"0.57";"0.03";"0.05";10;58;"0.59";"cytosol, intracellular ferritin complex, extracellular vesicular exosome"
"1232";1232;"P02794";"P02794";"FRIH_HUMAN";"2495";"FTH1";"Ferritin heavy chain";"FTH1,FTH,FTHL6";NA;0;1;1;10;10;10;"10";"0";"0";31;31;62;"31";"0";"0";"0.62";"0.62";"0.62";"0.62";"0";"0";10;62;"0.62";"intracellular ferritin complex, extracellular vesicular exosome, mitochondrion, cytosol"
"1241";1241;"P03952";"P03952";"KLKB1_HUMAN";"3818";"KLKB1";"Plasma kallikrein";"KLKB1,KLK3";NA;0;2;2;1;1;1;"1";"0";"0";4;4;8;"4";"0";"0";"0.02";"0.02";"0.02";"0.02";"0";"0";1;8;"0.02";"extracellular space, plasma membrane"
"1242";1242;"P03989";"P03989";"1B27_HUMAN";NA;"HLA-B";"HLA class I histocompatibility antigen, B-27 alpha chain";"HLA-B,HLAB";NA;0;1;1;10;10;11;"10";"0";"0";75;63;138;"69";"8.49";"0.12";"0.38";"0.37";"0.39";"0.37";"0.01";"0.02";11;138;"0.39";"ER to Golgi transport vesicle membrane, cell surface, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, extracellular vesicular exosome"
"1243";1243;"P04004";"P04004";"VTNC_HUMAN";"7448";"VTN";"Vitronectin";"VTN";NA;0;1;1;2;2;2;"2";"0";"0";4;7;11;"5.5";"2.12";"0.39";"0.04";"0.04";"0.04";"0.04";"0";"0";2;11;"0.04";"extracellular vesicular exosome, alphav-beta3 integrin-vitronectin complex, extracellular matrix, blood microparticle, proteinaceous extracellular matrix"
"1245";1245;"P04040";"P04040";"CATA_HUMAN";"847";"CAT";"Catalase";"CAT";NA;0;1;1;37;36;38;"36.5";"0.71";"0.02";226;203;429;"214.5";"16.26";"0.08";"0.78";"0.77";"0.78";"0.77";"0.01";"0.01";38;429;"0.78";"endoplasmic reticulum, peroxisomal matrix, Golgi apparatus, lysosome, cytosol, peroxisomal membrane, mitochondrial intermembrane space, plasma membrane"
"1246";1246;"P04049";"P04049-1";"RAF1_HUMAN";"5894";"RAF1";"RAF proto-oncogene serine/threonine-protein kinase";"RAF1,RAF";NA;0;2;1;21;19;22;"20";"1.41";"0.07";28;26;54;"27";"1.41";"0.05";"0.39";"0.37";"0.41";"0.38";"0.01";"0.04";22;54;"0.41";"cytosol, mitochondrial outer membrane, plasma membrane, Golgi apparatus, nucleus, pseudopodium"
"1248";1248;"P04066";"P04066";"FUCO_HUMAN";"2517";"FUCA1";"Tissue alpha-L-fucosidase";"FUCA1";NA;0;1;1;8;7;8;"7.5";"0.71";"0.09";14;11;25;"12.5";"2.12";"0.17";"0.2";"0.17";"0.2";"0.18";"0.02";"0.09";8;25;"0.2";"lysosome, extracellular vesicular exosome"
"1249";1249;"P04075";"P04075";"ALDOA_HUMAN";"226";"ALDOA";"Fructose-bisphosphate aldolase A";"ALDOA,ALDA";NA;0;2;1;27;27;28;"27";"0";"0";496;382;878;"439";"80.61";"0.18";"0.88";"0.84";"0.88";"0.86";"0.03";"0.03";28;878;"0.88";"extracellular space, extracellular vesicular exosome, I band, actin cytoskeleton, cytosol, platelet alpha granule lumen"
"1250";1250;"P04080";"P04080";"CYTB_HUMAN";"1476";"CSTB";"Cystatin-B";"CSTB,CST6,STFB";NA;0;1;1;6;7;7;"6.5";"0.71";"0.11";43;42;85;"42.5";"0.71";"0.02";"0.61";"0.85";"0.85";"0.73";"0.17";"0.23";7;85;"0.85";"nucleolus, extracellular space, extracellular vesicular exosome, cytoplasm"
"1251";1251;"P04083";"P04083";"ANXA1_HUMAN";"301";"ANXA1";"Annexin A1";"ANXA1,LPC1,ANX1";NA;0;1;1;17;14;18;"15.5";"2.12";"0.14";22;21;43;"21.5";"0.71";"0.03";"0.56";"0.46";"0.58";"0.51";"0.07";"0.13";18;43;"0.58";"sarcolemma, cilium, plasma membrane, nucleus, mitochondrial membrane, extracellular space, protein complex, cytoplasm, cornified envelope, extracellular vesicular exosome, basolateral plasma membrane"
"1252";1252;"P04114";"P04114";"APOB_HUMAN";"338";"APOB";"Apolipoprotein B-100";"APOB";NA;0;1;1;14;17;23;"15.5";"2.12";"0.14";16;20;36;"18";"2.83";"0.16";"0.03";"0.04";"0.05";"0.03";"0.01";"0.22";23;36;"0.05";"chylomicron remnant, cytosol, low-density lipoprotein particle, endosome lumen, early endosome, endosome membrane, endoplasmic reticulum lumen, endoplasmic reticulum membrane, mature chylomicron, clathrin-coated endocytic vesicle membrane, plasma membrane, intermediate-density lipoprotein particle, very-low-density lipoprotein particle, endocytic vesicle lumen"
"1257";1257;"P04216";"P04216";"THY1_HUMAN";"7070";"THY1";"Thy-1 membrane glycoprotein";"THY1";NA;0;1;1;1;0;1;"0.5";"0.71";"1.41";1;0;1;"0.5";"0.71";"1.41";"0.09";"0";"0.09";"0.05";"0.07";"1.41";1;1;"0.09";"membrane raft, integral component of plasma membrane, endoplasmic reticulum, external side of plasma membrane, dendrite, growth cone, anchored component of external side of plasma membrane, cytosol, apical plasma membrane, extracellular vesicular exosome"
"1258";1258;"P04222";"P04222";"1C03_HUMAN";NA;"HLA-C";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C,HLAC";NA;0;1;1;12;13;13;"12.5";"0.71";"0.06";32;31;63;"31.5";"0.71";"0.02";"0.46";"0.48";"0.48";"0.47";"0.01";"0.03";13;63;"0.48";"phagocytic vesicle membrane, early endosome membrane, Golgi membrane, cell surface, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex"
"1259";1259;"P04229";"P04229";"2B11_HUMAN";NA;"HLA-DRB1";"HLA class II histocompatibility antigen, DRB1-1 beta chain";"HLA-DRB1";NA;0;6;1;6;7;7;"6.5";"0.71";"0.11";10;10;20;"10";"0";"0";"0.36";"0.4";"0.4";"0.38";"0.03";"0.08";7;20;"0.4";"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, late endosome membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, Golgi membrane, MHC class II protein complex, extracellular vesicular exosome, lysosomal membrane"
"1260";1260;"P04233";"P04233-1";"HG2A_HUMAN";"972";"CD74";"HLA class II histocompatibility antigen gamma chain";"CD74,DHLAG";NA;0;1;1;11;10;11;"10.5";"0.71";"0.07";50;44;94;"47";"4.24";"0.09";"0.41";"0.38";"0.41";"0.39";"0.02";"0.05";11;94;"0.41";"trans-Golgi network membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, Golgi membrane, NOS2-CD74 complex, plasma membrane, ER to Golgi transport vesicle membrane, multivesicular body, lysosomal lumen, cell surface"
"1261";1261;"P04233";"P04233-3";"HG2A_HUMAN";"972";"CD74";"HLA class II histocompatibility antigen gamma chain";"CD74,DHLAG";NA;0;1;1;5;4;6;"4.5";"0.71";"0.16";31;27;58;"29";"2.83";"0.1";"0.36";"0.36";"0.48";"0.36";"0";"0.01";6;58;"0.48";"trans-Golgi network membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, Golgi membrane, NOS2-CD74 complex, plasma membrane, ER to Golgi transport vesicle membrane, multivesicular body, lysosomal lumen, cell surface"
"1262";1262;"P04233";"P04233-2";"HG2A_HUMAN";"972";"CD74";"HLA class II histocompatibility antigen gamma chain";"CD74,DHLAG";NA;0;1;1;12;11;12;"11.5";"0.71";"0.06";51;45;96;"48";"4.24";"0.09";"0.5";"0.47";"0.5";"0.49";"0.02";"0.05";12;96;"0.5";"trans-Golgi network membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, Golgi membrane, NOS2-CD74 complex, plasma membrane, ER to Golgi transport vesicle membrane, multivesicular body, lysosomal lumen, cell surface"
"1264";1264;"P04259";"P04259";"K2C6B_HUMAN";"3854";"KRT6B";"Keratin, type II cytoskeletal 6B";"KRT6B,K6B,KRTL1";NA;0;3;1;16;13;17;"14.5";"2.12";"0.15";22;18;40;"20";"2.83";"0.14";"0.32";"0.27";"0.34";"0.29";"0.04";"0.13";17;40;"0.34";"keratin filament, extracellular vesicular exosome"
"1265";1265;"P04264";"P04264";"K2C1_HUMAN";"3848";"KRT1";"Keratin, type II cytoskeletal 1";"KRT1,KRTA";NA;0;1;1;25;24;25;"24.5";"0.71";"0.03";52;53;105;"52.5";"0.71";"0.01";"0.46";"0.45";"0.46";"0.45";"0";"0";25;105;"0.46";"extracellular vesicular exosome, keratin filament, plasma membrane, cytoskeleton, membrane, blood microparticle"
"1266";1266;"P04350";"P04350";"TBB4A_HUMAN";"10382";"TUBB4A";"Tubulin beta-4A chain";"TUBB4A,TUBB5,TUBB4";NA;0;1;1;24;24;24;"24";"0";"0";602;575;1177;"588.5";"19.09";"0.03";"0.74";"0.74";"0.74";"0.74";"0";"0";24;1177;"0.74";"internode region of axon, plasma membrane, neuronal cell body, cilium, myelin sheath, cytosol, microtubule"
"1267";1267;"P04406";"P04406";"G3P_HUMAN";"2597";"GAPDH";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH,GAPD";NA;0;2;1;22;20;23;"21";"1.41";"0.07";937;896;1833;"916.5";"28.99";"0.03";"0.74";"0.63";"0.75";"0.68";"0.08";"0.11";23;1833;"0.75";"perinuclear region of cytoplasm, extracellular vesicular exosome, lipid particle, nucleus, GAIT complex, cytosol, ribonucleoprotein complex, microtubule cytoskeleton, plasma membrane"
"1268";1268;"P04424";"P04424";"ARLY_HUMAN";"435";"ASL";"Argininosuccinate lyase";"ASL";NA;0;1;1;8;10;10;"9";"1.41";"0.16";10;13;23;"11.5";"2.12";"0.18";"0.17";"0.21";"0.21";"0.19";"0.03";"0.14";10;23;"0.21";"cytosol, extracellular vesicular exosome"
"1269";1269;"P04439";"P04439";"1A03_HUMAN";"3105";"HLA-A";"HLA class I histocompatibility antigen, A-3 alpha chain";"HLA-A,HLAA";NA;0;3;1;9;7;9;"8";"1.41";"0.18";57;51;108;"54";"4.24";"0.08";"0.31";"0.26";"0.31";"0.28";"0.03";"0.12";9;108;"0.31";"MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, early endosome membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane"
"1270";1270;"P04440";"P04440";"DPB1_HUMAN";"3115";"HLA-DPB1";"HLA class II histocompatibility antigen, DP beta 1 chain";"HLA-DPB1,HLA-DP1B";NA;0;1;1;2;2;2;"2";"0";"0";5;5;10;"5";"0";"0";"0.13";"0.13";"0.13";"0.13";"0";"0";2;10;"0.13";"clathrin-coated endocytic vesicle membrane, Golgi membrane, MHC class II protein complex, plasma membrane, trans-Golgi network membrane, lysosomal membrane, endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane"
"1271";1271;"P04626";"P04626-1";"ERBB2_HUMAN";"2064";"ERBB2";"Receptor tyrosine-protein kinase erbB-2";"ERBB2,NEU,MLN19,HER2,NGL";NA;0;4;4;2;4;6;"3";"1.41";"0.47";2;4;6;"3";"1.41";"0.47";"0.03";"0.03";"0.06";"0.03";"0.01";"0.21";6;6;"0.06";"receptor complex, apical plasma membrane, basolateral plasma membrane, nucleus, cytoplasmic vesicle, endosome membrane, integral component of membrane, perinuclear region of cytoplasm"
"1272";1272;"P04632";"P04632";"CPNS1_HUMAN";"826";"CAPNS1";"Calpain small subunit 1";"CAPNS1,CAPNS,CAPN4";NA;0;1;1;11;10;12;"10.5";"0.71";"0.07";24;31;55;"27.5";"4.95";"0.18";"0.7";"0.43";"0.71";"0.56";"0.2";"0.35";12;55;"0.71";"extracellular vesicular exosome, plasma membrane, cytoplasm"
"1275";1275;"P04792";"P04792";"HSPB1_HUMAN";"3315";"HSPB1";"Heat shock protein beta-1";"HSPB1,HSP27,HSP28";NA;0;1;1;14;12;14;"13";"1.41";"0.11";39;46;85;"42.5";"4.95";"0.12";"0.67";"0.66";"0.67";"0.67";"0";"0.01";14;85;"0.67";"spindle, Z disc, extracellular vesicular exosome, cytoskeleton, proteasome complex, cytosol, nucleus, plasma membrane, extracellular space"
"1280";1280;"P04899";"P04899-1";"GNAI2_HUMAN";"2771";"GNAI2";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2,GNAI2B";NA;0;5;1;19;18;19;"18.5";"0.71";"0.04";92;86;178;"89";"4.24";"0.05";"0.58";"0.54";"0.58";"0.56";"0.03";"0.05";19;178;"0.58";"centrosome, midbody, cytosol, extracellular vesicular exosome, cytoplasm, heterotrimeric G-protein complex, membrane raft, nucleus"
"1281";1281;"P04908";"P04908";"H2A1B_HUMAN";"8335,3012";"HIST1H2AE";"Histone H2A type 1-B/E";"HIST1H2AB,HIST1H2AE,H2AFM,H2AFA";NA;0;3;3;6;5;6;"5.5";"0.71";"0.13";315;318;633;"316.5";"2.12";"0.01";"0.41";"0.35";"0.41";"0.38";"0.04";"0.1";6;633;"0.41";"nucleus, nucleosome, extracellular vesicular exosome"
"1282";1282;"P04920";"P04920-1";"B3A2_HUMAN";"6522";"SLC4A2";"Anion exchange protein 2";"SLC4A2,HKB3,MPB3L,EPB3L1,AE2";NA;0;2;2;10;11;12;"10.5";"0.71";"0.07";12;12;24;"12";"0";"0";"0.09";"0.09";"0.1";"0.09";"0";"0.01";12;24;"0.1";"plasma membrane, integral component of membrane, basolateral plasma membrane"
"1283";1283;"P05023";"P05023-1";"AT1A1_HUMAN";"476";"ATP1A1";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";NA;0;2;1;43;45;47;"44";"1.41";"0.03";99;89;188;"94";"7.07";"0.08";"0.43";"0.42";"0.45";"0.43";"0.01";"0.01";47;188;"0.45";"T-tubule, endoplasmic reticulum, basolateral plasma membrane, melanosome, endosome, Golgi apparatus, sodium:potassium-exchanging ATPase complex, caveola, extracellular vesicular exosome"
"1284";1284;"P05026";"P05026-1";"AT1B1_HUMAN";"481";"ATP1B1";"Sodium/potassium-transporting ATPase subunit beta-1";"ATP1B1,ATP1B";NA;0;2;2;4;5;5;"4.5";"0.71";"0.16";10;12;22;"11";"1.41";"0.13";"0.16";"0.2";"0.2";"0.18";"0.03";"0.17";5;22;"0.2";"apical plasma membrane, caveola, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, basolateral plasma membrane"
"1285";1285;"P05067";"P05067-1";"A4_HUMAN";"351";"APP";"Amyloid beta A4 protein";"APP,AD1,A4";NA;0;10;4;22;21;22;"21.5";"0.71";"0.03";35;29;64;"32";"4.24";"0.13";"0.33";"0.32";"0.33";"0.32";"0.01";"0.02";22;64;"0.33";"apical part of cell, extracellular vesicular exosome, perinuclear region of cytoplasm, spindle midzone, synapse, platelet alpha granule lumen, receptor complex, axon, integral component of plasma membrane, neuromuscular junction, dendritic shaft, ciliary rootlet, dendritic spine, coated pit, Golgi apparatus, cell surface, cytosol"
"1286";1286;"P05107";"P05107";"ITB2_HUMAN";"3689";"ITGB2";"Integrin beta-2";"ITGB2,CD18,MFI7";NA;0;1;1;31;30;31;"30.5";"0.71";"0.02";53;53;106;"53";"0";"0";"0.49";"0.47";"0.49";"0.48";"0.01";"0.02";31;106;"0.49";"extracellular vesicular exosome, integrin complex"
"1288";1288;"P05121";"P05121";"PAI1_HUMAN";"5054";"SERPINE1";"Plasminogen activator inhibitor 1";"SERPINE1,PLANH1,PAI1";NA;0;1;1;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.05";"0";"0.05";"0.02";"0.03";"1.41";2;2;"0.05";"extracellular space, plasma membrane, extracellular matrix, platelet alpha granule lumen"
"1289";1289;"P05129";"P05129";"KPCG_HUMAN";"5582";"PRKCG";"Protein kinase C gamma type";"PRKCG,PKCG";NA;0;1;1;4;3;5;"3.5";"0.71";"0.2";5;4;9;"4.5";"0.71";"0.16";"0.09";"0.06";"0.1";"0.07";"0.02";"0.24";5;9;"0.1";"synaptic membrane, cell junction, perinuclear region of cytoplasm, nucleus, cytosol, plasma membrane, dendrite"
"1290";1290;"P05141";"P05141";"ADT2_HUMAN";"292";"SLC25A5";"ADP/ATP translocase 2";"SLC25A5,ANT2";NA;0;1;1;22;21;22;"21.5";"0.71";"0.03";335;334;669;"334.5";"0.71";"0";"0.56";"0.56";"0.56";"0.56";"0";"0";22;669;"0.56";"MMXD complex, mitochondrial nucleoid, integral component of plasma membrane, mitochondrial inner membrane"
"1291";1291;"P05161";"P05161";"ISG15_HUMAN";"9636";"ISG15";"Ubiquitin-like protein ISG15";"ISG15,G1P2,UCRP";NA;0;1;1;7;7;8;"7";"0";"0";13;13;26;"13";"0";"0";"0.41";"0.45";"0.45";"0.43";"0.03";"0.07";8;26;"0.45";"cytosol, extracellular region"
"1292";1292;"P05164";"P05164-1";"PERM_HUMAN";"4353";"MPO";"Myeloperoxidase";"MPO";NA;0;3;2;17;16;19;"16.5";"0.71";"0.04";19;19;38;"19";"0";"0";"0.3";"0.3";"0.34";"0.3";"0.01";"0.02";19;38;"0.34";"mitochondrion, nucleus, extracellular vesicular exosome, extracellular space, azurophil granule"
"1296";1296;"P05198";"P05198";"IF2A_HUMAN";"1965";"EIF2S1";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1,EIF2A";NA;0;1;1;23;22;25;"22.5";"0.71";"0.03";61;58;119;"59.5";"2.12";"0.04";"0.65";"0.69";"0.74";"0.67";"0.03";"0.04";25;119;"0.74";"polysome, cytoplasmic stress granule, eukaryotic translation initiation factor 2 complex, extracellular vesicular exosome, nucleus, cytosol"
"1297";1297;"P05362";"P05362";"ICAM1_HUMAN";"3383";"ICAM1";"Intercellular adhesion molecule 1";"ICAM1";NA;0;1;1;6;7;8;"6.5";"0.71";"0.11";6;7;13;"6.5";"0.71";"0.11";"0.15";"0.16";"0.19";"0.16";"0.01";"0.06";8;13;"0.19";"extracellular vesicular exosome, external side of plasma membrane, immunological synapse, integral component of plasma membrane, extracellular space"
"1299";1299;"P05387";"P05387";"RLA2_HUMAN";"6181";"RPLP2";"60S acidic ribosomal protein P2";"RPLP2,RPP2,D11S2243E";NA;0;1;1;9;9;9;"9";"0";"0";93;86;179;"89.5";"4.95";"0.06";"0.93";"0.93";"0.93";"0.93";"0";"0";9;179;"0.93";"extracellular vesicular exosome, cytosolic large ribosomal subunit"
