Group;AC;ID;Entrez_ID;Gene_symbol;Descr;SP_GN;Entrez_GN;Non_spec_binder;Group_size;Specific_reporter;Pc_P4569-1.merged;Pc_P4569-2.merged;Pc_grp0;Pc_mean_grp0;Pc_sd_grp0;Pc_CV_grp0;Sc_P4569-1.merged;Sc_P4569-2.merged;Sc_grp0;Sc_mean_grp0;Sc_sd_grp0;Sc_CV_grp0;Seqcov_P4569-1.merged;Seqcov_P4569-2.merged;Seqcov_grp0;Seqcov_mean_grp0;Seqcov_sd_grp0;Seqcov_CV_grp0;Glob_pc;Glob_sc;Glob_seqcov
Q9NPQ8-1;Q9NPQ8-1;RIC8A_HUMAN;60626;RIC8A;Synembryn-A;RIC8A;NA;0;4;2;23;20;23;21.5;2.12;0.1;41;43;84;42;1.41;0.03;0.47;0.43;0.47;0.45;0.03;0.07;23;84;0.47
Q9Y512;Q9Y512;SAM50_HUMAN;25813;SAMM50;Sorting and assembly machinery component 50 homolog;SAMM50;NA;0;1;1;22;22;23;22;0;0;41;36;77;38.5;3.54;0.09;0.5;0.49;0.5;0.49;0.01;0.02;23;77;0.5
Q14978-3;Q14978-3;NOLC1_HUMAN;9221;NOLC1;Nucleolar and coiled-body phosphoprotein 1;NOLC1,KIAA0035,NS5ATP13;NA;0;1;1;22;20;23;21;1.41;0.07;73;62;135;67.5;7.78;0.12;0.3;0.29;0.31;0.29;0;0.01;23;135;0.31
Q5R372-1;Q5R372-1;RBG1L_HUMAN;9910;RABGAP1L;Rab GTPase-activating protein 1-like;RABGAP1L,KIAA0471,HHL;NA;0;4;2;21;21;23;21;0;0;23;25;48;24;1.41;0.06;0.26;0.26;0.28;0.26;0;0;23;48;0.28
P08243;P08243;ASNS_HUMAN;440;ASNS;Asparagine synthetase [glutamine-hydrolyzing];ASNS,TS11;NA;0;1;1;22;19;23;20.5;2.12;0.1;35;33;68;34;1.41;0.04;0.44;0.38;0.46;0.41;0.05;0.11;23;68;0.46
O00763-1;O00763-1;ACACB_HUMAN;32;ACACB;Acetyl-CoA carboxylase 2;ACACB,ACCB,ACC2;NA;0;2;2;18;21;23;19.5;2.12;0.11;29;33;62;31;2.83;0.09;0.08;0.09;0.09;0.08;0.01;0.1;23;62;0.09
P07954-1;P07954-1;FUMH_HUMAN;2271;FH;Fumarate hydratase, mitochondrial;FH;NA;0;2;2;23;21;23;22;1.41;0.06;90;82;172;86;5.66;0.07;0.57;0.5;0.57;0.54;0.05;0.09;23;172;0.57
Q13586;Q13586;STIM1_HUMAN;6786;STIM1;Stromal interaction molecule 1;STIM1,GOK;NA;0;1;1;22;21;23;21.5;0.71;0.03;48;46;94;47;1.41;0.03;0.4;0.4;0.41;0.4;0;0.01;23;94;0.41
Q9BW19;Q9BW19;KIFC1_HUMAN;3833;KIFC1;Kinesin-like protein KIFC1;KIFC1,HSET,KNSL2;NA;0;1;1;23;22;23;22.5;0.71;0.03;35;30;65;32.5;3.54;0.11;0.42;0.4;0.42;0.41;0.01;0.03;23;65;0.42
Q9H9T3-1;Q9H9T3-1;ELP3_HUMAN;55140;ELP3;Elongator complex protein 3;ELP3;NA;0;2;1;23;21;23;22;1.41;0.06;38;35;73;36.5;2.12;0.06;0.5;0.47;0.5;0.48;0.02;0.04;23;73;0.5
Q9HCG8;Q9HCG8;CWC22_HUMAN;57703;CWC22;Pre-mRNA-splicing factor CWC22 homolog;CWC22,KIAA1604,NCM;NA;0;1;1;22;21;23;21.5;0.71;0.03;33;35;68;34;1.41;0.04;0.23;0.22;0.24;0.22;0.01;0.04;23;68;0.24
Q8N1F8-1;Q8N1F8-1;S11IP_HUMAN;114790;STK11IP;Serine/threonine-protein kinase 11-interacting protein;STK11IP,STK11IP1,LIP1,KIAA1898,LKB1IP;NA;0;2;1;21;19;23;20;1.41;0.07;24;23;47;23.5;0.71;0.03;0.21;0.19;0.23;0.2;0.01;0.06;23;47;0.23
P61158;P61158;ARP3_HUMAN;10096;ACTR3;Actin-related protein 3;ACTR3,ARP3;NA;0;1;1;22;21;23;21.5;0.71;0.03;116;125;241;120.5;6.36;0.05;0.6;0.61;0.62;0.61;0.01;0.02;23;241;0.62
Q9UKX7-2;Q9UKX7-2;NUP50_HUMAN;10762;NUP50;Nuclear pore complex protein Nup50;NUP50,NPAP60L;NA;0;2;1;22;21;23;21.5;0.71;0.03;44;42;86;43;1.41;0.03;0.67;0.67;0.68;0.67;0;0;23;86;0.68
O00148;O00148;DX39A_HUMAN;10212;DDX39A;ATP-dependent RNA helicase DDX39A;DDX39A,DDX39;NA;0;1;1;23;22;23;22.5;0.71;0.03;111;116;227;113.5;3.54;0.03;0.51;0.49;0.51;0.5;0.01;0.02;23;227;0.51
Q5QJE6;Q5QJE6;TDIF2_HUMAN;30836;DNTTIP2;Deoxynucleotidyltransferase terminal-interacting protein 2;DNTTIP2,ERBP,TDIF2;NA;0;1;1;22;22;23;22;0;0;33;33;66;33;0;0;0.41;0.4;0.42;0.4;0;0.01;23;66;0.42
A0FGR8-4;A0FGR8-4;ESYT2_HUMAN;57488;ESYT2;Extended synaptotagmin-2;ESYT2,KIAA1228,FAM62B;NA;0;1;1;20;19;23;19.5;0.71;0.04;31;26;57;28.5;3.54;0.12;0.4;0.38;0.45;0.39;0.02;0.05;23;57;0.45
Q9UKK3;Q9UKK3;PARP4_HUMAN;143;PARP4;Poly [ADP-ribose] polymerase 4;PARP4,KIAA0177,PARPL,ADPRTL1;NA;0;1;1;19;17;23;18;1.41;0.08;22;20;42;21;1.41;0.07;0.14;0.13;0.17;0.14;0.01;0.04;23;42;0.17
O60942-1;O60942-1;MCE1_HUMAN;8732;RNGTT;mRNA-capping enzyme;RNGTT,CAP1A;NA;0;4;1;22;18;23;20;2.83;0.14;29;21;50;25;5.66;0.23;0.43;0.33;0.43;0.38;0.07;0.19;23;50;0.43
P49821-1;P49821-1;NDUV1_HUMAN;4723;NDUFV1;NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial;NDUFV1,UQOR1;NA;0;2;2;20;22;23;21;1.41;0.07;38;38;76;38;0;0;0.55;0.61;0.62;0.58;0.04;0.07;23;76;0.62
Q5VUA4-1;Q5VUA4-1;ZN318_HUMAN;24149;ZNF318;Zinc finger protein 318;ZNF318;NA;0;2;1;14;19;23;16.5;3.54;0.21;16;20;36;18;2.83;0.16;0.06;0.09;0.11;0.08;0.02;0.25;23;36;0.11
Q9P219-1;Q9P219-1;DAPLE_HUMAN;440193;CCDC88C;Protein Daple;CCDC88C,DAPLE,KIAA1509;NA;0;3;1;15;22;23;18.5;4.95;0.27;17;23;40;20;4.24;0.21;0.07;0.11;0.12;0.09;0.03;0.31;23;40;0.12
O75131;O75131;CPNE3_HUMAN;8895;CPNE3;Copine-3;CPNE3,CPN3,KIAA0636;NA;0;4;1;23;22;23;22.5;0.71;0.03;64;63;127;63.5;0.71;0.01;0.47;0.42;0.47;0.44;0.03;0.07;23;127;0.47
O15213;O15213;WDR46_HUMAN;9277;WDR46;WD repeat-containing protein 46;WDR46,C6orf11,BING4;NA;0;1;1;23;20;23;21.5;2.12;0.1;39;33;72;36;4.24;0.12;0.42;0.36;0.42;0.39;0.04;0.11;23;72;0.42
P14923;P14923;PLAK_HUMAN;3728;JUP;Junction plakoglobin;JUP,DP3,CTNNG;NA;0;1;1;22;21;23;21.5;0.71;0.03;32;31;63;31.5;0.71;0.02;0.4;0.39;0.42;0.39;0.01;0.02;23;63;0.42
Q8NCG7-1;Q8NCG7-1;DGLB_HUMAN;221955;DAGLB;Sn1-specific diacylglycerol lipase beta;DAGLB;NA;0;4;1;20;22;23;21;1.41;0.07;30;28;58;29;1.41;0.05;0.31;0.37;0.38;0.34;0.04;0.13;23;58;0.38
Q8WXG6-1;Q8WXG6-1;MADD_HUMAN;8567;MADD;MAP kinase-activating death domain protein;MADD,KIAA0358,IG20,DENN;NA;0;7;5;18;18;23;18;0;0;21;21;42;21;0;0;0.14;0.15;0.18;0.15;0.01;0.04;23;42;0.18
Q99700-1;Q99700-1;ATX2_HUMAN;6311;ATXN2;Ataxin-2;ATXN2,TNRC13,SCA2,ATX2;NA;0;3;2;21;18;23;19.5;2.12;0.11;42;37;79;39.5;3.54;0.09;0.22;0.19;0.23;0.2;0.02;0.12;23;79;0.23
P16333-1;P16333-1;NCK1_HUMAN;4690;NCK1;Cytoplasmic protein NCK1;NCK1,NCK;NA;0;2;1;21;20;23;20.5;0.71;0.03;26;24;50;25;1.41;0.06;0.6;0.47;0.62;0.53;0.09;0.17;23;50;0.62
O60701-1;O60701-1;UGDH_HUMAN;7358;UGDH;UDP-glucose 6-dehydrogenase;UGDH;NA;0;2;1;22;19;23;20.5;2.12;0.1;31;31;62;31;0;0;0.62;0.51;0.65;0.57;0.08;0.14;23;62;0.65
Q05209;Q05209;PTN12_HUMAN;5782;PTPN12;Tyrosine-protein phosphatase non-receptor type 12;PTPN12;NA;0;1;1;21;20;23;20.5;0.71;0.03;29;30;59;29.5;0.71;0.02;0.38;0.33;0.41;0.36;0.04;0.1;23;59;0.41
Q9UKG1;Q9UKG1;DP13A_HUMAN;26060;APPL1;DCC-interacting protein 13-alpha;APPL1,KIAA1428,APPL,DIP13A;NA;0;1;1;22;21;23;21.5;0.71;0.03;32;32;64;32;0;0;0.4;0.37;0.41;0.39;0.02;0.05;23;64;0.41
Q9C0B1-1;Q9C0B1-1;FTO_HUMAN;79068;FTO;Alpha-ketoglutarate-dependent dioxygenase FTO;FTO,KIAA1752;NA;0;3;1;21;19;23;20;1.41;0.07;30;30;60;30;0;0;0.51;0.47;0.57;0.49;0.03;0.07;23;60;0.57
Q13885;Q13885;TBB2A_HUMAN;7280;TUBB2A;Tubulin beta-2A chain;TUBB2A,TUBB2;NA;0;1;1;22;23;23;22.5;0.71;0.03;584;561;1145;572.5;16.26;0.03;0.67;0.67;0.67;0.67;0;0;23;1145;0.67
Q9UKL0;Q9UKL0;RCOR1_HUMAN;23186;RCOR1;REST corepressor 1;RCOR1,KIAA0071,RCOR;NA;0;1;1;21;20;23;20.5;0.71;0.03;32;29;61;30.5;2.12;0.07;0.51;0.45;0.52;0.48;0.05;0.1;23;61;0.52
Q9UKE5-1;Q9UKE5-1;TNIK_HUMAN;23043;TNIK;TRAF2 and NCK-interacting protein kinase;TNIK,KIAA0551;NA;0;8;4;19;19;23;19;0;0;25;22;47;23.5;2.12;0.09;0.14;0.16;0.19;0.15;0.02;0.1;23;47;0.19
Q15047-1;Q15047-1;SETB1_HUMAN;9869;SETDB1;Histone-lysine N-methyltransferase SETDB1;SETDB1,KIAA0067,KMT1E;NA;0;3;2;18;20;23;19;1.41;0.07;22;23;45;22.5;0.71;0.03;0.15;0.18;0.19;0.17;0.02;0.11;23;45;0.19
Q13131-1;Q13131-1;AAPK1_HUMAN;5562;PRKAA1;5'-AMP-activated protein kinase catalytic subunit alpha-1;PRKAA1,AMPK1;NA;0;3;2;23;21;23;22;1.41;0.06;42;36;78;39;4.24;0.11;0.48;0.44;0.48;0.46;0.03;0.06;23;78;0.48
Q12929;Q12929;EPS8_HUMAN;2059;EPS8;Epidermal growth factor receptor kinase substrate 8;EPS8;NA;0;1;1;23;17;23;20;4.24;0.21;28;21;49;24.5;4.95;0.2;0.36;0.29;0.36;0.33;0.05;0.15;23;49;0.36
P13674-1;P13674-1;P4HA1_HUMAN;5033;P4HA1;Prolyl 4-hydroxylase subunit alpha-1;P4HA1,P4HA;NA;0;1;1;23;20;23;21.5;2.12;0.1;43;39;82;41;2.83;0.07;0.44;0.4;0.44;0.42;0.03;0.06;23;82;0.44
P85037-1;P85037-1;FOXK1_HUMAN;221937;FOXK1;Forkhead box protein K1;FOXK1,MNF;NA;0;2;1;21;21;23;21;0;0;32;31;63;31.5;0.71;0.02;0.3;0.32;0.34;0.31;0.02;0.05;23;63;0.34
P62701;P62701;RS4X_HUMAN;6191;RPS4X;40S ribosomal protein S4, X isoform;RPS4X,SCAR,CCG2,RPS4;NA;0;1;1;23;21;23;22;1.41;0.06;179;203;382;191;16.97;0.09;0.76;0.7;0.76;0.73;0.04;0.05;23;382;0.76
Q969X6-1;Q969X6-1;CIR1A_HUMAN;84916;CIRH1A;Cirhin;CIRH1A,KIAA1988;NA;0;3;1;23;19;23;21;2.83;0.13;43;42;85;42.5;0.71;0.02;0.4;0.31;0.4;0.35;0.06;0.17;23;85;0.4
P51116;P51116;FXR2_HUMAN;9513;FXR2;Fragile X mental retardation syndrome-related protein 2;FXR2,FMR1L2;NA;0;1;1;21;19;23;20;1.41;0.07;36;35;71;35.5;0.71;0.02;0.45;0.38;0.48;0.42;0.05;0.12;23;71;0.48
P13861;P13861;KAP2_HUMAN;5576;PRKAR2A;cAMP-dependent protein kinase type II-alpha regulatory subunit;PRKAR2A,PRKAR2,PKR2;NA;0;1;1;22;21;23;21.5;0.71;0.03;41;52;93;46.5;7.78;0.17;0.62;0.56;0.62;0.59;0.04;0.07;23;93;0.62
Q9Y5X3;Q9Y5X3;SNX5_HUMAN;27131;SNX5;Sorting nexin-5;SNX5;NA;0;1;1;22;22;23;22;0;0;38;42;80;40;2.83;0.07;0.5;0.45;0.51;0.48;0.04;0.08;23;80;0.51
P04844-1;P04844-1;RPN2_HUMAN;6185;RPN2;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2;RPN2;NA;0;2;1;21;22;23;21.5;0.71;0.03;83;76;159;79.5;4.95;0.06;0.43;0.41;0.44;0.42;0.01;0.03;23;159;0.44
Q9HAW4-1;Q9HAW4-1;CLSPN_HUMAN;63967;CLSPN;Claspin;CLSPN;NA;0;3;2;22;20;23;21;1.41;0.07;30;24;54;27;4.24;0.16;0.24;0.22;0.25;0.23;0.01;0.06;23;54;0.25
Q92625;Q92625;ANS1A_HUMAN;23294;ANKS1A;Ankyrin repeat and SAM domain-containing protein 1A;ANKS1A,KIAA0229,ANKS1,ODIN;NA;0;1;1;22;21;23;21.5;0.71;0.03;30;26;56;28;2.83;0.1;0.27;0.25;0.27;0.26;0.02;0.07;23;56;0.27
Q9P2D0-1;Q9P2D0-1;IBTK_HUMAN;25998;IBTK;Inhibitor of Bruton tyrosine kinase;IBTK,BTKI,KIAA1417;NA;0;3;1;20;18;23;19;1.41;0.07;24;21;45;22.5;2.12;0.09;0.16;0.16;0.2;0.16;0;0.01;23;45;0.2
Q9UQ16-1;Q9UQ16-1;DYN3_HUMAN;26052;DNM3;Dynamin-3;DNM3,KIAA0820;NA;0;4;4;21;21;23;21;0;0;57;59;116;58;1.41;0.02;0.2;0.19;0.22;0.2;0.01;0.05;23;116;0.22
Q96TA2-1;Q96TA2-1;YMEL1_HUMAN;10730;YME1L1;ATP-dependent zinc metalloprotease YME1L1;YME1L1,YME1L,FTSH1;NA;0;2;2;21;20;23;20.5;0.71;0.03;32;32;64;32;0;0;0.33;0.32;0.34;0.33;0.01;0.02;23;64;0.34
P62495;P62495;ERF1_HUMAN;2107;ETF1;Eukaryotic peptide chain release factor subunit 1;ETF1,ERF1,RF1,SUP45L1;NA;0;1;1;23;22;23;22.5;0.71;0.03;63;65;128;64;1.41;0.02;0.55;0.55;0.55;0.55;0;0;23;128;0.55
Q9NVU7-1;Q9NVU7-1;SDA1_HUMAN;55153;SDAD1;Protein SDA1 homolog;SDAD1,NUC130;NA;0;2;1;19;21;23;20;1.41;0.07;23;28;51;25.5;3.54;0.14;0.28;0.26;0.31;0.27;0.01;0.03;23;51;0.31
Q96D71-1;Q96D71-1;REPS1_HUMAN;85021;REPS1;RalBP1-associated Eps domain-containing protein 1;REPS1;NA;0;5;1;20;21;23;20.5;0.71;0.03;33;34;67;33.5;0.71;0.02;0.38;0.39;0.42;0.38;0.01;0.01;23;67;0.42
P22234-1;P22234-1;PUR6_HUMAN;10606;PAICS;Multifunctional protein ADE2;PAICS,PAIS,ADE2,AIRC;NA;0;1;1;23;22;23;22.5;0.71;0.03;95;95;190;95;0;0;0.53;0.5;0.53;0.52;0.02;0.05;23;190;0.53
Q16204;Q16204;CCDC6_HUMAN;8030;CCDC6;Coiled-coil domain-containing protein 6;CCDC6,D10S170,TST1;NA;0;1;1;21;20;23;20.5;0.71;0.03;31;34;65;32.5;2.12;0.07;0.44;0.37;0.44;0.4;0.05;0.12;23;65;0.44
Q9ULU4-4;Q9ULU4-4;PKCB1_HUMAN;23613;ZMYND8;Protein kinase C-binding protein 1;ZMYND8,RACK7,KIAA1125,PRKCBP1;NA;0;1;1;20;19;23;19.5;0.71;0.04;24;24;48;24;0;0;0.33;0.32;0.37;0.32;0.01;0.03;23;48;0.37
Q01826-1;Q01826-1;SATB1_HUMAN;6304;SATB1;DNA-binding protein SATB1;SATB1;NA;0;2;2;21;20;23;20.5;0.71;0.03;36;37;73;36.5;0.71;0.02;0.35;0.28;0.36;0.32;0.04;0.14;23;73;0.36
P31150;P31150;GDIA_HUMAN;2664;GDI1;Rab GDP dissociation inhibitor alpha;GDI1,RABGDIA,GDIL,XAP4,OPHN2;NA;0;1;1;22;23;23;22.5;0.71;0.03;107;92;199;99.5;10.61;0.11;0.56;0.59;0.59;0.57;0.02;0.03;23;199;0.59
Q9NRF8;Q9NRF8;PYRG2_HUMAN;56474;CTPS2;CTP synthase 2;CTPS2;NA;0;1;1;23;21;23;22;1.41;0.06;41;36;77;38.5;3.54;0.09;0.48;0.46;0.48;0.47;0.02;0.04;23;77;0.48
Q92541;Q92541;RTF1_HUMAN;23168;RTF1;RNA polymerase-associated protein RTF1 homolog;RTF1,KIAA0252;NA;0;1;1;22;21;23;21.5;0.71;0.03;32;29;61;30.5;2.12;0.07;0.3;0.31;0.33;0.31;0;0.02;23;61;0.33
P04406;P04406;G3P_HUMAN;2597;GAPDH;Glyceraldehyde-3-phosphate dehydrogenase;GAPDH,GAPD;NA;0;2;1;22;20;23;21;1.41;0.07;937;896;1833;916.5;28.99;0.03;0.74;0.63;0.75;0.68;0.08;0.11;23;1833;0.75
P55263-1;P55263-1;ADK_HUMAN;132;ADK;Adenosine kinase;ADK;NA;0;3;1;21;19;23;20;1.41;0.07;64;59;123;61.5;3.54;0.06;0.61;0.55;0.64;0.58;0.04;0.08;23;123;0.64
Q14667-1;Q14667-1;K0100_HUMAN;9703;KIAA0100;UPF0378 protein KIAA0100;KIAA0100,BCOX1;NA;0;3;2;14;18;23;16;2.83;0.18;18;21;39;19.5;2.12;0.11;0.07;0.09;0.12;0.08;0.01;0.12;23;39;0.12
Q4LE39-1;Q4LE39-1;ARI4B_HUMAN;51742;ARID4B;AT-rich interactive domain-containing protein 4B;ARID4B,RBBP1L1,RBP1L1,BRCAA1,SAP180;NA;0;4;2;18;20;23;19;1.41;0.07;20;22;42;21;1.41;0.07;0.16;0.16;0.19;0.16;0;0.01;23;42;0.19
Q7LDG7-1;Q7LDG7-1;GRP2_HUMAN;10235;RASGRP2;RAS guanyl-releasing protein 2;RASGRP2,CDC25L,MCG7;NA;0;3;2;23;20;23;21.5;2.12;0.1;38;38;76;38;0;0;0.45;0.4;0.45;0.42;0.04;0.09;23;76;0.45
P21397;P21397;AOFA_HUMAN;4128;MAOA;Amine oxidase [flavin-containing] A;MAOA;NA;0;1;1;22;20;23;21;1.41;0.07;32;29;61;30.5;2.12;0.07;0.43;0.38;0.46;0.41;0.04;0.1;23;61;0.46
P14314-1;P14314-1;GLU2B_HUMAN;5589;PRKCSH;Glucosidase 2 subunit beta;PRKCSH,G19P1;NA;0;2;2;23;21;23;22;1.41;0.06;95;93;188;94;1.41;0.02;0.5;0.44;0.5;0.47;0.04;0.09;23;188;0.5
Q9BVA1;Q9BVA1;TBB2B_HUMAN;347733;TUBB2B;Tubulin beta-2B chain;TUBB2B;NA;0;1;1;22;23;23;22.5;0.71;0.03;585;562;1147;573.5;16.26;0.03;0.67;0.67;0.67;0.67;0;0;23;1147;0.67
Q13574-1;Q13574-1;DGKZ_HUMAN;8525;DGKZ;Diacylglycerol kinase zeta;DGKZ,DAGK6;NA;0;3;1;19;19;23;19;0;0;24;25;49;24.5;0.71;0.03;0.23;0.25;0.28;0.24;0.01;0.06;23;49;0.28
Q96GM5-1;Q96GM5-1;SMRD1_HUMAN;6602;SMARCD1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1;SMARCD1,BAF60A;NA;0;2;1;19;21;22;20;1.41;0.07;23;25;48;24;1.41;0.06;0.45;0.5;0.5;0.47;0.04;0.08;22;48;0.5
Q3KQU3-1;Q3KQU3-1;MA7D1_HUMAN;55700;MAP7D1;MAP7 domain-containing protein 1;MAP7D1,PARCC1,RPRC1,KIAA1187;NA;0;4;2;20;17;22;18.5;2.12;0.11;31;25;56;28;4.24;0.15;0.23;0.22;0.24;0.22;0.01;0.04;22;56;0.24
Q9NPQ8-2;Q9NPQ8-2;RIC8A_HUMAN;60626;RIC8A;Synembryn-A;RIC8A;NA;0;1;1;22;18;22;20;2.83;0.14;37;37;74;37;0;0;0.41;0.36;0.41;0.38;0.04;0.11;22;74;0.41
A8CG34-1;A8CG34-1;P121C_HUMAN;100101267;POM121C;Nuclear envelope pore membrane protein POM 121C;POM121C;NA;0;4;1;21;22;22;21.5;0.71;0.03;30;31;61;30.5;0.71;0.02;0.21;0.21;0.21;0.21;0;0;22;61;0.21
Q8NDI1-1;Q8NDI1-1;EHBP1_HUMAN;23301;EHBP1;EH domain-binding protein 1;EHBP1,KIAA0903,NACSIN;NA;0;1;1;18;16;22;17;1.41;0.08;22;19;41;20.5;2.12;0.1;0.19;0.14;0.22;0.17;0.04;0.22;22;41;0.22
Q8TAF3-1;Q8TAF3-1;WDR48_HUMAN;57599;WDR48;WD repeat-containing protein 48;WDR48,UAF1,KIAA1449;NA;0;5;1;19;19;22;19;0;0;22;25;47;23.5;2.12;0.09;0.29;0.31;0.35;0.3;0.01;0.04;22;47;0.35
P34897-1;P34897-1;GLYM_HUMAN;6472;SHMT2;Serine hydroxymethyltransferase, mitochondrial;SHMT2;NA;0;2;1;22;20;22;21;1.41;0.07;101;111;212;106;7.07;0.07;0.51;0.47;0.51;0.49;0.03;0.07;22;212;0.51
Q9UBL3-1;Q9UBL3-1;ASH2L_HUMAN;9070;ASH2L;Set1/Ash2 histone methyltransferase complex subunit ASH2;ASH2L,ASH2L1;NA;0;3;1;20;17;22;18.5;2.12;0.11;35;30;65;32.5;3.54;0.11;0.39;0.36;0.45;0.37;0.02;0.05;22;65;0.45
P68400-1;P68400-1;CSK21_HUMAN;1457;CSNK2A1;Casein kinase II subunit alpha;CSNK2A1,CK2A1;NA;0;2;1;20;21;22;20.5;0.71;0.03;64;61;125;62.5;2.12;0.03;0.59;0.56;0.61;0.58;0.03;0.04;22;125;0.61
P38159-1;P38159-1;RBMX_HUMAN;27316;RBMX;RNA-binding motif protein, X chromosome;RBMX,HNRPG,RBMXP1;NA;0;4;1;22;22;22;22;0;0;102;102;204;102;0;0;0.49;0.49;0.49;0.49;0;0;22;204;0.49
Q5EBM0-1;Q5EBM0-1;CMPK2_HUMAN;129607;CMPK2;UMP-CMP kinase 2, mitochondrial;CMPK2;NA;0;6;1;20;21;22;20.5;0.71;0.03;30;31;61;30.5;0.71;0.02;0.49;0.51;0.53;0.5;0.02;0.03;22;61;0.53
P49841-1;P49841-1;GSK3B_HUMAN;2932;GSK3B;Glycogen synthase kinase-3 beta;GSK3B;NA;0;2;2;21;17;22;19;2.83;0.15;33;28;61;30.5;3.54;0.12;0.65;0.47;0.65;0.56;0.12;0.22;22;61;0.65
P49591;P49591;SYSC_HUMAN;6301;SARS;Serine--tRNA ligase, cytoplasmic;SARS,SERS;NA;0;1;1;21;22;22;21.5;0.71;0.03;44;42;86;43;1.41;0.03;0.42;0.43;0.43;0.43;0.01;0.02;22;86;0.43
Q96Q11-2;Q96Q11-2;TRNT1_HUMAN;51095;TRNT1;CCA tRNA nucleotidyltransferase 1, mitochondrial;TRNT1;NA;0;3;1;22;20;22;21;1.41;0.07;28;27;55;27.5;0.71;0.03;0.6;0.5;0.6;0.55;0.07;0.13;22;55;0.6
Q9Y5Q9-1;Q9Y5Q9-1;TF3C3_HUMAN;9330;GTF3C3;General transcription factor 3C polypeptide 3;GTF3C3;NA;0;2;1;22;17;22;19.5;3.54;0.18;34;26;60;30;5.66;0.19;0.31;0.21;0.31;0.26;0.07;0.27;22;60;0.31
Q6NYC8-1;Q6NYC8-1;PPR18_HUMAN;170954;PPP1R18;Phostensin;PPP1R18,KIAA1949,HKMT1098;NA;0;2;1;19;19;22;19;0;0;32;27;59;29.5;3.54;0.12;0.35;0.37;0.39;0.36;0.01;0.04;22;59;0.39
O43818;O43818;U3IP2_HUMAN;9136;RRP9;U3 small nucleolar RNA-interacting protein 2;RRP9,RNU3IP2,U355K;NA;0;1;1;18;21;22;19.5;2.12;0.11;33;39;72;36;4.24;0.12;0.4;0.47;0.47;0.43;0.05;0.11;22;72;0.47
Q9BVQ7-1;Q9BVQ7-1;SPA5L_HUMAN;79029;SPATA5L1;Spermatogenesis-associated protein 5-like protein 1;SPATA5L1;NA;0;2;1;19;16;22;17.5;2.12;0.12;23;18;41;20.5;3.54;0.17;0.34;0.27;0.37;0.3;0.05;0.16;22;41;0.37
P07355-1;P07355-1;ANXA2_HUMAN;302;ANXA2;Annexin A2;ANXA2,LPC2D,ANX2,CAL1H,ANX2L4;NA;0;3;2;21;21;22;21;0;0;59;61;120;60;1.41;0.02;0.61;0.61;0.63;0.61;0;0;22;120;0.63
Q13330-2;Q13330-2;MTA1_HUMAN;9112;MTA1;Metastasis-associated protein MTA1;MTA1;NA;0;1;1;21;20;22;20.5;0.71;0.03;35;33;68;34;1.41;0.04;0.61;0.57;0.64;0.59;0.03;0.06;22;68;0.64
Q9NVE7;Q9NVE7;PANK4_HUMAN;55229;PANK4;Pantothenate kinase 4;PANK4;NA;0;1;1;19;19;22;19;0;0;23;24;47;23.5;0.71;0.03;0.28;0.27;0.31;0.27;0.01;0.03;22;47;0.31
Q9Y276;Q9Y276;BCS1_HUMAN;617;BCS1L;Mitochondrial chaperone BCS1;BCS1L,BCS1;NA;0;1;1;22;19;22;20.5;2.12;0.1;37;31;68;34;4.24;0.12;0.65;0.54;0.65;0.59;0.07;0.12;22;68;0.65
Q13217;Q13217;DNJC3_HUMAN;5611;DNAJC3;DnaJ homolog subfamily C member 3;DNAJC3,PRKRI,P58IPK;NA;0;1;1;22;18;22;20;2.83;0.14;34;28;62;31;4.24;0.14;0.47;0.39;0.47;0.43;0.06;0.14;22;62;0.47
Q07889;Q07889;SOS1_HUMAN;6654;SOS1;Son of sevenless homolog 1;SOS1;NA;0;1;1;20;18;22;19;1.41;0.07;22;20;42;21;1.41;0.07;0.16;0.15;0.18;0.15;0.01;0.07;22;42;0.18
Q06203;Q06203;PUR1_HUMAN;5471;PPAT;Amidophosphoribosyltransferase;PPAT,GPAT;NA;0;1;1;21;20;22;20.5;0.71;0.03;37;36;73;36.5;0.71;0.02;0.41;0.39;0.44;0.4;0.01;0.03;22;73;0.44
Q9HCC0-1;Q9HCC0-1;MCCB_HUMAN;64087;MCCC2;Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial;MCCC2,MCCB;NA;0;2;1;22;21;22;21.5;0.71;0.03;41;40;81;40.5;0.71;0.02;0.47;0.44;0.47;0.45;0.02;0.04;22;81;0.47
Q86TU7-1;Q86TU7-1;SETD3_HUMAN;84193;SETD3;Histone-lysine N-methyltransferase setd3;SETD3,C14orf154;NA;0;3;1;20;21;22;20.5;0.71;0.03;37;38;75;37.5;0.71;0.02;0.35;0.35;0.36;0.35;0;0;22;75;0.36
